"","x"
"4828","Posta Recoleta, Ciudad de Buenos Aires"
"4829","La Cancha, Ciudad de Buenos Aires"
"4830","Gennarino, Ciudad de Buenos Aires"
"4831","La Vieja Rotiseria, Ciudad de Buenos Aires"
"4832","Palmera Bar, Ciudad de Buenos Aires"
"4833","Estacion Caminito, Ciudad de Buenos Aires"
"4834","Sushi One, Ciudad de Buenos Aires"
"4835","Chicago Style Pizza, Ciudad de Buenos Aires"
"4836","Prosciutto Restobar, Ciudad de Buenos Aires"
"4837","La Península Rincón Gastronómico, Ciudad de Buenos Aires"
"4838","Rauch Bar, Ciudad de Buenos Aires"
"4839","Parrilla Lo de Moni, Ciudad de Buenos Aires"
"4840","Pizza Alla Pala, Ciudad de Buenos Aires"
"4841","Cakesby_vale, Ciudad de Buenos Aires"
"4842","El Motivo Resto Bar, Ciudad de Buenos Aires"
"4843","La Chacha, Ciudad de Buenos Aires"
"4844","Momentos de Azucar, Ciudad de Buenos Aires"
"4845","LA ESCUADRA RESTO BAR, Ciudad de Buenos Aires"
"4846","HELADERIA MINDY, Ciudad de Buenos Aires"
"4847","Koolinar, Ciudad de Buenos Aires"
"4848","Hausbrott Puerto Madero, Ciudad de Buenos Aires"
"4849","Black &amp; White, Ciudad de Buenos Aires"
"4850","Own Bar, Ciudad de Buenos Aires"
"4851","inside Bar/Resto, Ciudad de Buenos Aires"
"4852","TORTAS ANY LOSADA, Ciudad de Buenos Aires"
"4853","Pámpano, Ciudad de Buenos Aires"
"4854","Il Sorpasso Ristorante, Ciudad de Buenos Aires"
"4855","Cervecería Lúpulo, Ciudad de Buenos Aires"
"4856","Mi Esperanza Restaurante Peruano, Ciudad de Buenos Aires"
"4857","The Charlotte, Ciudad de Buenos Aires"
"4858","CULTURA PERUANA - RESTAURANTE, Ciudad de Buenos Aires"
"4859","Mi Barrio, Ciudad de Buenos Aires"
"4860","Yuki Kaiten Sushi, Ciudad de Buenos Aires"
"4861","Belier Panaderia, Ciudad de Buenos Aires"
"4862","Decci Heladería, Ciudad de Buenos Aires"
"4863","Herminio, Ciudad de Buenos Aires"
"4864","Young Baos, Ciudad de Buenos Aires"
"4865","Backroom<U+FE0F> Bar, Ciudad de Buenos Aires"
"4866","Osten Madero, Ciudad de Buenos Aires"
"4867","RIKISIMO, Ciudad de Buenos Aires"
"4868","VIANDAS NININ, Ciudad de Buenos Aires"
"4869","Viandas Caseras""Como en Casa"", Ciudad de Buenos Aires"
"4870","Viandas Caseras Del Abuelo, Ciudad de Buenos Aires"
"4871","LA TABERNA DE DON OSVALDO, Ciudad de Buenos Aires"
"4872","LA MORENA RESTO BAR, Ciudad de Buenos Aires"
"4873","EMPANADAS LA MORENITA, Ciudad de Buenos Aires"
"4874","Pizzeria Mandy, Ciudad de Buenos Aires"
"4875","Cenas en Soco, Ciudad de Buenos Aires"
"4876","BonVINO, Ciudad de Buenos Aires"
"4877","PLANETA PIZZA BY LEONARDO GOMEZ, Ciudad de Buenos Aires"
"4878","Pita Loca - Kosher Falafel &amp; Shawarma, Ciudad de Buenos Aires"
"4879","Imperial Sushi, Ciudad de Buenos Aires"
"4880","La Única, Ciudad de Buenos Aires"
"4881","Daonda, Ciudad de Buenos Aires"
"4882","Aires De Campo, Ciudad de Buenos Aires"
"4883","The Beer Place, Ciudad de Buenos Aires"
"4884","La santa sede gourmet, Ciudad de Buenos Aires"
"4885","Arata Sushi Bar, Ciudad de Buenos Aires"
"4886","Luparo Maquinaria Panadería, Ciudad de Buenos Aires"
"4887","Heladería Artesanal Franoi, Ciudad de Buenos Aires"
"4888","Lo De Mirko, Ciudad de Buenos Aires"
"4889","Estilo Casero Empanadas, Ciudad de Buenos Aires"
"4890","Fuku Sushi Delivery, Ciudad de Buenos Aires"
"4891","Lola Coffe &amp; Bar, Ciudad de Buenos Aires"
"4892","The Lobby, Ciudad de Buenos Aires"
"4893","Mirai Sushi Fusion, Ciudad de Buenos Aires"
"4894","Nueva Parrilla Resto, Ciudad de Buenos Aires"
"4895","Busters Beer &amp; Wraps, Ciudad de Buenos Aires"
"4896","25 Barricas Vinos y Delicatessen, Ciudad de Buenos Aires"
"4897","La Buena Pizza, Ciudad de Buenos Aires"
"4898","Sao Paolo, Ciudad de Buenos Aires"
"4899","Heladería Artesanal, Ciudad de Buenos Aires"
"4900","BIRRË - BURGUER GOURMET &amp; BEER, Ciudad de Buenos Aires"
"4901","El Soñado, Ciudad de Buenos Aires"
"4902","Hello Frank La Cantina, Ciudad de Buenos Aires"
"4903","Las Chicas de la 3, Ciudad de Buenos Aires"
"4904","Tandem, Ciudad de Buenos Aires"
"4905","Pizzería El Correntino, Ciudad de Buenos Aires"
"4906","La Boutique Del Queso, Ciudad de Buenos Aires"
"4907","Heladeria Los Amores, Ciudad de Buenos Aires"
"4908","LaParri Adrogue, Ciudad de Buenos Aires"
"4909","La Plazoleta, Ciudad de Buenos Aires"
"4910","La Boutique Del Queso, Ciudad de Buenos Aires"
"4911","Casa Maria, Ciudad de Buenos Aires"
"4912","Wally, Ciudad de Buenos Aires"
"4913","Bar Cervecero Lo de Joaco, Ciudad de Buenos Aires"
"4914","La Pâtisserie @ Recoleta, Ciudad de Buenos Aires"
"4915","ChimuNikkei, Ciudad de Buenos Aires"
"4916","Sigue al Conejo Blanco Restobar, Ciudad de Buenos Aires"
"4917","Pizza Rock Boedo, Ciudad de Buenos Aires"
"4918","Karba’s Craft Beer Street Food, Ciudad de Buenos Aires"
"4919","Buenos Aires Restuarant, Ciudad de Buenos Aires"
"4920","Alla Spina, Ciudad de Buenos Aires"
"4921","Lo De Maria Y Pali, Ciudad de Buenos Aires"
"4922","VILLA REAL RESTAURANT, Ciudad de Buenos Aires"
"4923","VIGLIONE VIANDAS, Ciudad de Buenos Aires"
"4924","Jirosushi, Ciudad de Buenos Aires"
"4925","Parrilla Don Benito, Ciudad de Buenos Aires"
"4926","Alto De La Boca, Ciudad de Buenos Aires"
"4927","BARCENA RESTOBAR, Ciudad de Buenos Aires"
"4928","RESTAURANT CAMBALACHE, Ciudad de Buenos Aires"
"4929","LA ALDEA DEL PAN PANADERÍA COLOMBIANA, Ciudad de Buenos Aires"
"4930","CUARZO, Ciudad de Buenos Aires"
"4931","Inka Restaurant Peruano, Ciudad de Buenos Aires"
"4932","HELADERÍA ENZO, Ciudad de Buenos Aires"
"4933","GUSFFINS, Ciudad de Buenos Aires"
"4934","La Cuerda Floja, Ciudad de Buenos Aires"
"4935","El Castillo, Ciudad de Buenos Aires"
"4936","CASA DE COMIDAS EL SABOR DEL ENCUENTRO, Ciudad de Buenos Aires"
"4937","CASA JACHE, Ciudad de Buenos Aires"
"4938","Terra Di Pasta, Ciudad de Buenos Aires"
"4939","ARGENIT SA.  PANIFICADORA, Ciudad de Buenos Aires"
"4940","ALMA cocina de emigrantes, Ciudad de Buenos Aires"
"4941","La Cocina de Mica, Ciudad de Buenos Aires"
"4942","El Mason, Ciudad de Buenos Aires"
"4943","Tienda de cafe, Ciudad de Buenos Aires"
"4944","DOUX, Ciudad de Buenos Aires"
"4945","La Herencia de Garcia, Ciudad de Buenos Aires"
"4946","A COMER - SABORES VENEZOLANOS, Ciudad de Buenos Aires"
"4947","Yogurtmanía, Ciudad de Buenos Aires"
"4948","Seven Day Bar, Ciudad de Buenos Aires"
"4949","Pagliaro Trattoria, Ciudad de Buenos Aires"
"4950","La Condesa Rivadavia, Ciudad de Buenos Aires"
"4951","DELAMA PASTELERIA, Ciudad de Buenos Aires"
"4952","Shelbypizzaandbeer, Ciudad de Buenos Aires"
"4953","Dorian Cafe Bar, Ciudad de Buenos Aires"
"4954","La Tapioca, Ciudad de Buenos Aires"
"4955","Salteneria Oruro II, Ciudad de Buenos Aires"
"4956","The Little Bar Microcentro, Ciudad de Buenos Aires"
"4957","El Ascensor, Ciudad de Buenos Aires"
"4958","Calma Chicha, Ciudad de Buenos Aires"
"4959","Vasalissa, Ciudad de Buenos Aires"
"4960","Magari 470, Ciudad de Buenos Aires"
"4961","San Sifon, Ciudad de Buenos Aires"
"4962","Cerveza Patagonia - Refugio Nunez, Ciudad de Buenos Aires"
"4963","Casa Brandon, Ciudad de Buenos Aires"
"4964","ISIL COMIDAS SALUDABLES, Ciudad de Buenos Aires"
"4965","Hangar 73, Ciudad de Buenos Aires"
"4966","Abocado Gran Cantina, Ciudad de Buenos Aires"
"4967","ZABA CONFITERIA Y PANIFICADOS, Ciudad de Buenos Aires"
"4968","Dupla (Puerto Madero), Ciudad de Buenos Aires"
"4969","Lucciano's Villa Urquiza, Ciudad de Buenos Aires"
"4970","Libereco Vedia, Ciudad de Buenos Aires"
"4971","Argento, Ciudad de Buenos Aires"
"4972","Obligado Bar, Ciudad de Buenos Aires"
"4973","El Clásico de Quilmes, Ciudad de Buenos Aires"
"4974","Las Chicas De Las Tres, Ciudad de Buenos Aires"
"4975","Shoga Temakeria, Ciudad de Buenos Aires"
"4976","Quma, Ciudad de Buenos Aires"
"4977","Kafka Bar &amp; Drinks, Ciudad de Buenos Aires"
"4978","OhLili Gourmet, Ciudad de Buenos Aires"
"4979","Random Beer House, Ciudad de Buenos Aires"
"4980","Simorini Pizzas &amp; Empanadas, Ciudad de Buenos Aires"
"4981","Kissaten Tostador, Ciudad de Buenos Aires"
"4982","Aventino Helado Artesanal, Ciudad de Buenos Aires"
"4983","Restaurant Bistro R, Ciudad de Buenos Aires"
"4984","Cubar, Ciudad de Buenos Aires"
"4985","Los Incorregivles, Ciudad de Buenos Aires"
"4986","El Rincon De Palermo, Ciudad de Buenos Aires"
"4987","Unique, Ciudad de Buenos Aires"
"4988","VENFIOR, Ciudad de Buenos Aires"
"4989","CONSERVAS  LLAVALLOL, Ciudad de Buenos Aires"
"4990","CHOCOLATERIA LEAL, Ciudad de Buenos Aires"
"4991","Mystique Club, Ciudad de Buenos Aires"
"4992","Palta, Ciudad de Buenos Aires"
"4993","VEGAVEO, Ciudad de Buenos Aires"
"4994","Axion Shop, Ciudad de Buenos Aires"
"4995","Mas54, Ciudad de Buenos Aires"
"4996","The Garden, Ciudad de Buenos Aires"
"4997","Ding Sheng, Ciudad de Buenos Aires"
"4998","MIL SABORES, Ciudad de Buenos Aires"
"4999","Parrilla Agustina II, Ciudad de Buenos Aires"
"5000","Cocinaph2, Ciudad de Buenos Aires"
"5001","Vanguard, Ciudad de Buenos Aires"
"5002","Tredici, Ciudad de Buenos Aires"
"5003","POLLOS BROASTER LINIERS, Ciudad de Buenos Aires"
"5004","Izanagi Take Away Sushi, Ciudad de Buenos Aires"
"5005","South Arg, Ciudad de Buenos Aires"
"5006","LA FAMILIA - COMIDA COMO EN CASA, Ciudad de Buenos Aires"
"5007","HELADERIA APOLO, Ciudad de Buenos Aires"
"5008","DELI ROSE, Ciudad de Buenos Aires"
"5009","EL RAYAN, Ciudad de Buenos Aires"
"5010","Boca a Boca - Restaurante Show, Ciudad de Buenos Aires"
"5011","PIZZERIA NONNA, Ciudad de Buenos Aires"
"5012","Papacho, Ciudad de Buenos Aires"
"5013","Fabric Sushi Caballito 3, Ciudad de Buenos Aires"
"5014","Braus Tienda de Cerveza, Ciudad de Buenos Aires"
"5015","Lo del Ferna, Ciudad de Buenos Aires"
"5016","Baras Craft, Ciudad de Buenos Aires"
"5017","Quinta El Ombu Parrilla, Ciudad de Buenos Aires"
"5018","Termoli Resto Picadas, Ciudad de Buenos Aires"
"5019","Virna Club, Ciudad de Buenos Aires"
"5020","Scumm Resto Bar, Ciudad de Buenos Aires"
"5021","LLEVALO LISTO, Ciudad de Buenos Aires"
"5022","EL GALEON DORADO, Ciudad de Buenos Aires"
"5023","SUSHI PHONE, Ciudad de Buenos Aires"
"5024","Izakaya Bar de Sushi, Ciudad de Buenos Aires"
"5025","Pizza Club, Ciudad de Buenos Aires"
"5026","Mar Sushi, Ciudad de Buenos Aires"
"5027","Wanted Burger Saloon, Ciudad de Buenos Aires"
"5028","Restaurant Hotel Italia, Ciudad de Buenos Aires"
"5029","Show Flores Pizza, Ciudad de Buenos Aires"
"5030","Corto Mates Café, Ciudad de Buenos Aires"
"5031","Restaurant Nachito, Ciudad de Buenos Aires"
"5032","Hope, Ciudad de Buenos Aires"
"5033","Lucciano´s Greenville, Ciudad de Buenos Aires"
"5034","Pinta Madre, Ciudad de Buenos Aires"
"5035","Daf Bar, Ciudad de Buenos Aires"
"5036","La Oficina, Ciudad de Buenos Aires"
"5037","Nishan Park, Ciudad de Buenos Aires"
"5038","El Simoqueño, Ciudad de Buenos Aires"
"5039","El Parrillón Argentino, Ciudad de Buenos Aires"
"5040","DELICIAS_HEART, Ciudad de Buenos Aires"
"5041","Tucu, Ciudad de Buenos Aires"
"5042","Nubes, Ciudad de Buenos Aires"
"5043","Los Pilares Pizzería Delivery, Ciudad de Buenos Aires"
"5044","BURGER NISSI, Ciudad de Buenos Aires"
"5045","O'taku Sushi Olivos, Ciudad de Buenos Aires"
"5046","De Los Mitre, Ciudad de Buenos Aires"
"5047","Panattieri, Ciudad de Buenos Aires"
"5048","Dimar, Ciudad de Buenos Aires"
"5049","La Española, Ciudad de Buenos Aires"
"5050","Qbart, Ciudad de Buenos Aires"
"5051","Asado de Tira, Ciudad de Buenos Aires"
"5052","Blackbird, Ciudad de Buenos Aires"
"5053","Miwa Sushi Pilar, Ciudad de Buenos Aires"
"5054","Alberdi, Ciudad de Buenos Aires"
"5055","Countdown Beer and Food, Ciudad de Buenos Aires"
"5056","El Galpón de Niceto, Ciudad de Buenos Aires"
"5057","Robert's Restaurant, Ciudad de Buenos Aires"
"5058","Rusticana Bar de Picadas, Ciudad de Buenos Aires"
"5059","Rusticana Bar de Picadas, Ciudad de Buenos Aires"
"5060","Paru, Ciudad de Buenos Aires"
"5061","El Maestro Pizza, Ciudad de Buenos Aires"
"5062","Los Trigales Congreso, Ciudad de Buenos Aires"
"5063","Futomaki Sushi &amp; Wok, Ciudad de Buenos Aires"
"5064","You Know My Name, Ciudad de Buenos Aires"
"5065","Sushi Gourmet, Ciudad de Buenos Aires"
"5066","THEIS FOOD, Ciudad de Buenos Aires"
"5067","Casa Marrakech, Ciudad de Buenos Aires"
"5068","Niwa Sushi, Ciudad de Buenos Aires"
"5069","Nueva Casita China, Ciudad de Buenos Aires"
"5070","Vigiu_gourmet, Ciudad de Buenos Aires"
"5071","El Renaciente, Ciudad de Buenos Aires"
"5072","MATUTINO, Ciudad de Buenos Aires"
"5073","JANA Gluten Free, Ciudad de Buenos Aires"
"5074","Haus, Ciudad de Buenos Aires"
"5075","El Jibaro, Ciudad de Buenos Aires"
"5076","Donado Cremas Heladas, Ciudad de Buenos Aires"
"5077","El Farol Pizza Bar, Ciudad de Buenos Aires"
"5078","Flora Pasteleria, Ciudad de Buenos Aires"
"5079","Malevo Bakery &amp; Coffee, Ciudad de Buenos Aires"
"5080","Hora de Almorzar, Ciudad de Buenos Aires"
"5081","Daffy's Cervecería, Ciudad de Buenos Aires"
"5082","Fitz Roll Express, Ciudad de Buenos Aires"
"5083","ANATANI Yummy &amp; Gluten Free, Ciudad de Buenos Aires"
"5084","La Sazon De Paola Restaurant Y Parrillas, Ciudad de Buenos Aires"
"5085","Bunna, Ciudad de Buenos Aires"
"5086","Foynes, Ciudad de Buenos Aires"
"5087","Michelle Restaurante, Ciudad de Buenos Aires"
"5088","Changir Arepas Gigantes, Ciudad de Buenos Aires"
"5089","Lolita, Ciudad de Buenos Aires"
"5090","Café Registrado, Ciudad de Buenos Aires"
"5091","La Rodante Food Truck, Ciudad de Buenos Aires"
"5092","Lacabana, Ciudad de Buenos Aires"
"5093","Cien Amores San Telmo, Ciudad de Buenos Aires"
"5094","Mr.paka, Ciudad de Buenos Aires"
"5095","Frapole Mio, Ciudad de Buenos Aires"
"5096","Bendita Cocina Rotiseria, Ciudad de Buenos Aires"
"5097","Vermut, Ciudad de Buenos Aires"
"5098","Neko Sushi, Ciudad de Buenos Aires"
"5099","The Little Bar Caballito, Ciudad de Buenos Aires"
"5100","SANGUCHERIA EL TUCU, Ciudad de Buenos Aires"
"5101","Williamsburg Imprenta, Ciudad de Buenos Aires"
"5102","Fiero Bar, Ciudad de Buenos Aires"
"5103","El Santo, Ciudad de Buenos Aires"
"5104","Juani Café, Ciudad de Buenos Aires"
"5105","Beba, Ciudad de Buenos Aires"
"5106","La Cocina de Ruffa, Ciudad de Buenos Aires"
"5107","MB Burger and Grill, Ciudad de Buenos Aires"
"5108","La Biblioteca, Ciudad de Buenos Aires"
"5109","Break coffee, Ciudad de Buenos Aires"
"5110","IACUB - The Singing Chef, Ciudad de Buenos Aires"
"5111","Prodigo, Ciudad de Buenos Aires"
"5112","Nebraska, Ciudad de Buenos Aires"
"5113","Kary's Burguer Class, Ciudad de Buenos Aires"
"5114","Ibra, Ciudad de Buenos Aires"
"5115","Venicio, Ciudad de Buenos Aires"
"5116","Tentazioni, Ciudad de Buenos Aires"
"5117","Ilha Bela, Ciudad de Buenos Aires"
"5118","CONFITERIA EDEN, Ciudad de Buenos Aires"
"5119","Pizzeria La Sabrosa, Ciudad de Buenos Aires"
"5120","Bon appetit, Ciudad de Buenos Aires"
"5121","Sakura Sushi (Puerto Madero), Ciudad de Buenos Aires"
"5122","Publix, Ciudad de Buenos Aires"
"5123","Los amigos de siempre, Ciudad de Buenos Aires"
"5124","Queso y Crudo, Ciudad de Buenos Aires"
"5125","Prueba, Ciudad de Buenos Aires"
"5126","Pizza Factory, Ciudad de Buenos Aires"
"5127","Tortas Gluten Free, Ciudad de Buenos Aires"
"5128","Amagama Cafetería, Ciudad de Buenos Aires"
"5129","Puerta del Sol, Ciudad de Buenos Aires"
"5130","Pasale Marchante, Ciudad de Buenos Aires"
"5131","Brie, Ciudad de Buenos Aires"
"5132","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires"
"5133","La Parrilla de Once, Ciudad de Buenos Aires"
"5134","La Barra de Amigos, Ciudad de Buenos Aires"
"5135","Loving Meet And Drink, Ciudad de Buenos Aires"
"5136","Chloe, Ciudad de Buenos Aires"
"5137","Panchería Wini Dogs, Ciudad de Buenos Aires"
"5138","Caffé Del Doge, Ciudad de Buenos Aires"
"5139","HAPPINESS BAR, Ciudad de Buenos Aires"
"5140","The little bar cañitas, Ciudad de Buenos Aires"
"5141","PANADERIA VERICO, Ciudad de Buenos Aires"
"5142","ICE CREAM, Ciudad de Buenos Aires"
"5143","Homero Pizzas, Ciudad de Buenos Aires"
"5144","Panaderia y Confiteria Dulzura's, Ciudad de Buenos Aires"
"5145","Antojitos Dulces, Ciudad de Buenos Aires"
"5146","BIG APPLE, Ciudad de Buenos Aires"
"5147","Chinese, Ciudad de Buenos Aires"
"5148","Daiu 1, Ciudad de Buenos Aires"
"5149","Folís Café, Ciudad de Buenos Aires"
"5150","Cono Sur Levaduras Srl, Ciudad de Buenos Aires"
"5151","CONFITERIA FEDERICO, Ciudad de Buenos Aires"
"5152","CONFITERIA FEDERICO, Ciudad de Buenos Aires"
"5153","Nórdica Smorrebrod, Ciudad de Buenos Aires"
"5154","Makia Especialidad Cafetera, Ciudad de Buenos Aires"
"5155","Selaron Bar, Ciudad de Buenos Aires"
"5156","El Viejo Irlandés, Ciudad de Buenos Aires"
"5157","Lolo Pasteleria Artesanal, Ciudad de Buenos Aires"
"5158","Comidas Veneche, Ciudad de Buenos Aires"
"5159","Los Calientes, Ciudad de Buenos Aires"
"5160","Parrilla Libre, Ciudad de Buenos Aires"
"5161","Franco Specialty Coffee, Ciudad de Buenos Aires"
"5162","Bajo Bar, Ciudad de Buenos Aires"
"5163","Bar Capitol, Ciudad de Buenos Aires"
"5164","Maître Cafe, Ciudad de Buenos Aires"
"5165","Tentazzioni Café Gourmet, Ciudad de Buenos Aires"
"5166","Di Luca, Ciudad de Buenos Aires"
"5167","Woking., Ciudad de Buenos Aires"
"5168","HUMO Restaurant Vegetariano, Ciudad de Buenos Aires"
"5169","Cerezo Sushi, Ciudad de Buenos Aires"
"5170","EL Luminoso, Ciudad de Buenos Aires"
"5171","RESTO NUEVA ERA, Ciudad de Buenos Aires"
"5172","El Campeón de La Boca, Ciudad de Buenos Aires"
"5173","IKKON Sushi &amp; Wok, Ciudad de Buenos Aires"
"5174","Ley Seca Bar, Ciudad de Buenos Aires"
"5175","Mesón del Duque, Ciudad de Buenos Aires"
"5176","Love Arepa, Ciudad de Buenos Aires"
"5177","Bidou de la Merced, Ciudad de Buenos Aires"
"5178","Churrería El Topo, Ciudad de Buenos Aires"
"5179","FRESA: Fresco y Saludable, Ciudad de Buenos Aires"
"5180","LA SIMONA SALTEÑITA, Ciudad de Buenos Aires"
"5181","PIZZERIA LA CHACHA, Ciudad de Buenos Aires"
"5182","PIZZERIA LA CHACHA, Ciudad de Buenos Aires"
"5183","ZAPI, Ciudad de Buenos Aires"
"5184","PIBA, Ciudad de Buenos Aires"
"5185","Casa D' Huicque, Ciudad de Buenos Aires"
"5186","HELADERIA FREEPORT, Ciudad de Buenos Aires"
"5187","DOLCEZZA MOMENTS, Ciudad de Buenos Aires"
"5188","Tenedor Libre Florencia, Ciudad de Buenos Aires"
"5189","Chacinarte, Ciudad de Buenos Aires"
"5190","Sumaq Cocina Peruana, Ciudad de Buenos Aires"
"5191","Fatto In Casa, Ciudad de Buenos Aires"
"5192","La Cueva Burger, Ciudad de Buenos Aires"
"5193","Rotisería El Buen Gusto, Ciudad de Buenos Aires"
"5194","La Ventana Bar, Ciudad de Buenos Aires"
"5195","Come By Lounge, Ciudad de Buenos Aires"
"5196","Km 51 Cervecería Artesanal, Ciudad de Buenos Aires"
"5197","Caras y Caretas Café Bar Restaurante, Ciudad de Buenos Aires"
"5198","Oriente Restaurante Arabe, Ciudad de Buenos Aires"
"5199","Kyung Mi Jon, Ciudad de Buenos Aires"
"5200","Santamaria Restaurante, Ciudad de Buenos Aires"
"5201","Suship, Ciudad de Buenos Aires"
"5202","Augusta Resto, Ciudad de Buenos Aires"
"5203","Cafe  la  Mulata, Ciudad de Buenos Aires"
"5204","Salteneria Oruro, Ciudad de Buenos Aires"
"5205","EL ENCUENTRO RESTO BAR, Ciudad de Buenos Aires"
"5206","AMORE DI CAFFE, Ciudad de Buenos Aires"
"5207","Cerveceria La Diabla, Ciudad de Buenos Aires"
"5208","24k, Ciudad de Buenos Aires"
"5209","Casa Arevalo, Ciudad de Buenos Aires"
"5210","Patagonia Facultad de Medicina, Ciudad de Buenos Aires"
"5211","Birren, Ciudad de Buenos Aires"
"5212","LA PALOMA CASA DE COMIDAS, Ciudad de Buenos Aires"
"5213","C&amp;D PASTELERIA EN CASA, Ciudad de Buenos Aires"
"5214","La Buena Medida, Ciudad de Buenos Aires"
"5215","POLLERIA EL TIO CEFI, Ciudad de Buenos Aires"
"5216","PINKYS FAST FOOD, Ciudad de Buenos Aires"
"5217","IL Capo, Ciudad de Buenos Aires"
"5218","Galvan y Nuñez, Ciudad de Buenos Aires"
"5219","GRANJA LA VICTORIA, Ciudad de Buenos Aires"
"5220","El Portal, Ciudad de Buenos Aires"
"5221","Del Carril, Ciudad de Buenos Aires"
"5222","Peru Beat, Ciudad de Buenos Aires"
"5223","PIZZA PALACE, Ciudad de Buenos Aires"
"5224","Raggio Bar, Ciudad de Buenos Aires"
"5225","Birrería Grado 33, Ciudad de Buenos Aires"
"5226","Patagonia Córdoba y Mario Bravo, Ciudad de Buenos Aires"
"5227","Roosevelt Bar, Ciudad de Buenos Aires"
"5228","LA ROSADELA - COMIDA VEGANA, Ciudad de Buenos Aires"
"5229","El Angelito Cocina Peruana, Ciudad de Buenos Aires"
"5230","Casa Parador Todos Santos, Ciudad de Buenos Aires"
"5231","Baffi, Ciudad de Buenos Aires"
"5232","Libereco, Ciudad de Buenos Aires"
"5233","La Diabla Cervecería, Ciudad de Buenos Aires"
"5234","Lo Nuestro Restó y Café, Ciudad de Buenos Aires"
"5235","Alma Cocina De Emigrantes, Ciudad de Buenos Aires"
"5236","Brozziano - Plaza De Mayo, Ciudad de Buenos Aires"
"5237","Culinaria Para Santos, Ciudad de Buenos Aires"
"5238","Omu, Ciudad de Buenos Aires"
"5239","Waffle Mannia, Ciudad de Buenos Aires"
"5240","Jamaica Comida Angel, Ciudad de Buenos Aires"
"5241","Big Ferreyra, Ciudad de Buenos Aires"
"5242","Jamones Ibericos, Ciudad de Buenos Aires"
"5243","Vikko, Ciudad de Buenos Aires"
"5244","Golden, Ciudad de Buenos Aires"
"5245","Creme Chic, Ciudad de Buenos Aires"
"5246","Ku:l, Ciudad de Buenos Aires"
"5247","LO DE MARIO Y JESY, Ciudad de Buenos Aires"
"5248","La Bodeguita de Borges, Ciudad de Buenos Aires"
