"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","museo nacional de bellas artes","miércoles",6,0,2021-01-06
"2","museo nacional de bellas artes","miércoles",7,0,2021-01-06
"3","museo nacional de bellas artes","miércoles",8,0,2021-01-06
"4","museo nacional de bellas artes","miércoles",9,0,2021-01-06
"5","museo nacional de bellas artes","miércoles",10,0,2021-01-06
"6","museo nacional de bellas artes","miércoles",11,29.25,2021-01-06
"7","museo nacional de bellas artes","miércoles",12,34.5,2021-01-06
"8","museo nacional de bellas artes","miércoles",13,39,2021-01-06
"9","museo nacional de bellas artes","miércoles",14,42,2021-01-06
"10","museo nacional de bellas artes","miércoles",15,43.5,2021-01-06
"11","museo nacional de bellas artes","miércoles",16,42.75,2021-01-06
"12","museo nacional de bellas artes","miércoles",17,39,2021-01-06
"13","museo nacional de bellas artes","miércoles",18,32.25,2021-01-06
"14","museo nacional de bellas artes","miércoles",19,24.75,2021-01-06
"15","museo nacional de bellas artes","miércoles",20,0,2021-01-06
"16","museo nacional de bellas artes","miércoles",21,0,2021-01-06
"17","museo nacional de bellas artes","miércoles",22,0,2021-01-06
"18","museo nacional de bellas artes","miércoles",23,0,2021-01-06
