"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","freddo cabildo y jose hernandez","miércoles",6,0,2021-01-06
"2","freddo cabildo y jose hernandez","miércoles",7,0,2021-01-06
"3","freddo cabildo y jose hernandez","miércoles",8,0,2021-01-06
"4","freddo cabildo y jose hernandez","miércoles",9,0,2021-01-06
"5","freddo cabildo y jose hernandez","miércoles",10,0.75,2021-01-06
"6","freddo cabildo y jose hernandez","miércoles",11,0,2021-01-06
"7","freddo cabildo y jose hernandez","miércoles",12,5.25,2021-01-06
"8","freddo cabildo y jose hernandez","miércoles",13,10.5,2021-01-06
"9","freddo cabildo y jose hernandez","miércoles",14,15,2021-01-06
"10","freddo cabildo y jose hernandez","miércoles",15,19.5,2021-01-06
"11","freddo cabildo y jose hernandez","miércoles",16,23.25,2021-01-06
"12","freddo cabildo y jose hernandez","miércoles",17,28.5,2021-01-06
"13","freddo cabildo y jose hernandez","miércoles",18,35.25,2021-01-06
"14","freddo cabildo y jose hernandez","miércoles",19,38.25,2021-01-06
"15","freddo cabildo y jose hernandez","miércoles",20,33,2021-01-06
"16","freddo cabildo y jose hernandez","miércoles",21,22.5,2021-01-06
"17","freddo cabildo y jose hernandez","miércoles",22,21,2021-01-06
"18","freddo cabildo y jose hernandez","miércoles",23,18.75,2021-01-06
