"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","cerveceria grut ushuaia","lunes",6,0,2021-01-15
"2","cerveceria grut ushuaia","lunes",7,0,2021-01-15
"3","cerveceria grut ushuaia","lunes",8,0,2021-01-15
"4","cerveceria grut ushuaia","lunes",9,0,2021-01-15
"5","cerveceria grut ushuaia","lunes",10,0,2021-01-15
"6","cerveceria grut ushuaia","lunes",11,0,2021-01-15
"7","cerveceria grut ushuaia","lunes",12,0,2021-01-15
"8","cerveceria grut ushuaia","lunes",13,0,2021-01-15
"9","cerveceria grut ushuaia","lunes",14,0,2021-01-15
"10","cerveceria grut ushuaia","lunes",15,0,2021-01-15
"11","cerveceria grut ushuaia","lunes",16,0,2021-01-15
"12","cerveceria grut ushuaia","lunes",17,0,2021-01-15
"13","cerveceria grut ushuaia","lunes",18,11.25,2021-01-15
"14","cerveceria grut ushuaia","lunes",19,20.25,2021-01-15
"15","cerveceria grut ushuaia","lunes",20,27.75,2021-01-15
"16","cerveceria grut ushuaia","lunes",21,30,2021-01-15
"17","cerveceria grut ushuaia","lunes",22,33,2021-01-15
"18","cerveceria grut ushuaia","lunes",23,30.75,2021-01-15
"19","cerveceria grut ushuaia","lunes",24,14.25,2021-01-15
"20","cerveceria grut ushuaia","martes",6,0,2021-01-15
"21","cerveceria grut ushuaia","martes",7,0,2021-01-15
"22","cerveceria grut ushuaia","martes",8,0,2021-01-15
"23","cerveceria grut ushuaia","martes",9,0,2021-01-15
"24","cerveceria grut ushuaia","martes",10,0,2021-01-15
"25","cerveceria grut ushuaia","martes",11,0,2021-01-15
"26","cerveceria grut ushuaia","martes",12,0,2021-01-15
"27","cerveceria grut ushuaia","martes",13,0,2021-01-15
"28","cerveceria grut ushuaia","martes",14,0,2021-01-15
"29","cerveceria grut ushuaia","martes",15,0,2021-01-15
"30","cerveceria grut ushuaia","martes",16,0,2021-01-15
"31","cerveceria grut ushuaia","martes",17,0,2021-01-15
"32","cerveceria grut ushuaia","martes",18,6.75,2021-01-15
"33","cerveceria grut ushuaia","martes",19,16.5,2021-01-15
"34","cerveceria grut ushuaia","martes",20,29.25,2021-01-15
"35","cerveceria grut ushuaia","martes",21,39,2021-01-15
"36","cerveceria grut ushuaia","martes",22,38.25,2021-01-15
"37","cerveceria grut ushuaia","martes",23,28.5,2021-01-15
"38","cerveceria grut ushuaia","martes",24,15,2021-01-15
"39","cerveceria grut ushuaia","miercoles",6,0,2021-01-15
"40","cerveceria grut ushuaia","miercoles",7,0,2021-01-15
"41","cerveceria grut ushuaia","miercoles",8,0,2021-01-15
"42","cerveceria grut ushuaia","miercoles",9,0,2021-01-15
"43","cerveceria grut ushuaia","miercoles",10,0,2021-01-15
"44","cerveceria grut ushuaia","miercoles",11,0,2021-01-15
"45","cerveceria grut ushuaia","miercoles",12,0,2021-01-15
"46","cerveceria grut ushuaia","miercoles",13,0,2021-01-15
"47","cerveceria grut ushuaia","miercoles",14,0,2021-01-15
"48","cerveceria grut ushuaia","miercoles",15,0,2021-01-15
