"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","viagro ushuaia","miercoles",6,0,2021-01-15
"2","viagro ushuaia","miercoles",7,0,2021-01-15
"3","viagro ushuaia","miercoles",8,0,2021-01-15
"4","viagro ushuaia","miercoles",9,0,2021-01-15
"5","viagro ushuaia","miercoles",10,0,2021-01-15
"6","viagro ushuaia","miercoles",11,0,2021-01-15
"7","viagro ushuaia","miercoles",12,0,2021-01-15
"8","viagro ushuaia","miercoles",13,0,2021-01-15
"9","viagro ushuaia","miercoles",14,0,2021-01-15
"10","viagro ushuaia","miercoles",15,0,2021-01-15
"11","viagro ushuaia","miercoles",16,0,2021-01-15
"12","viagro ushuaia","miercoles",17,0,2021-01-15
"13","viagro ushuaia","miercoles",18,0,2021-01-15
"14","viagro ushuaia","miercoles",19,0,2021-01-15
"15","viagro ushuaia","miercoles",20,11.25,2021-01-15
"16","viagro ushuaia","miercoles",21,15.75,2021-01-15
"17","viagro ushuaia","miercoles",22,24,2021-01-15
"18","viagro ushuaia","miercoles",23,30,2021-01-15
"19","viagro ushuaia","miercoles",24,30.75,2021-01-15
"20","viagro ushuaia","miercoles",25,24,2021-01-15
"21","viagro ushuaia","miercoles",26,14.25,2021-01-15
"22","viagro ushuaia","miercoles",27,6.75,2021-01-15
"23","viagro ushuaia","miercoles",28,0.75,2021-01-15
"24","viagro ushuaia","jueves",6,0,2021-01-15
"25","viagro ushuaia","jueves",7,0,2021-01-15
"26","viagro ushuaia","jueves",8,0,2021-01-15
"27","viagro ushuaia","jueves",9,0,2021-01-15
"28","viagro ushuaia","jueves",10,0,2021-01-15
"29","viagro ushuaia","jueves",11,0,2021-01-15
"30","viagro ushuaia","jueves",12,0,2021-01-15
"31","viagro ushuaia","jueves",13,0,2021-01-15
"32","viagro ushuaia","jueves",14,0,2021-01-15
"33","viagro ushuaia","jueves",15,0,2021-01-15
"34","viagro ushuaia","jueves",16,0,2021-01-15
"35","viagro ushuaia","jueves",17,0,2021-01-15
"36","viagro ushuaia","jueves",18,0,2021-01-15
"37","viagro ushuaia","jueves",19,0,2021-01-15
"38","viagro ushuaia","jueves",20,6,2021-01-15
"39","viagro ushuaia","jueves",21,9,2021-01-15
"40","viagro ushuaia","jueves",22,12.75,2021-01-15
"41","viagro ushuaia","jueves",23,13.5,2021-01-15
"42","viagro ushuaia","jueves",24,9,2021-01-15
"43","viagro ushuaia","jueves",25,3.75,2021-01-15
"44","viagro ushuaia","jueves",26,1.5,2021-01-15
"45","viagro ushuaia","jueves",27,0.75,2021-01-15
"46","viagro ushuaia","jueves",28,0.75,2021-01-15
"47","viagro ushuaia","viernes",6,0,2021-01-15
"48","viagro ushuaia","viernes",7,0,2021-01-15
"49","viagro ushuaia","viernes",8,0,2021-01-15
"50","viagro ushuaia","viernes",9,0,2021-01-15
"51","viagro ushuaia","viernes",10,0,2021-01-15
"52","viagro ushuaia","viernes",11,0,2021-01-15
"53","viagro ushuaia","viernes",12,0,2021-01-15
"54","viagro ushuaia","viernes",13,0,2021-01-15
"55","viagro ushuaia","viernes",14,0,2021-01-15
"56","viagro ushuaia","viernes",15,0,2021-01-15
"57","viagro ushuaia","viernes",16,0,2021-01-15
"58","viagro ushuaia","viernes",17,0,2021-01-15
"59","viagro ushuaia","viernes",18,0,2021-01-15
"60","viagro ushuaia","viernes",19,0,2021-01-15
"61","viagro ushuaia","viernes",20,15,2021-01-15
"62","viagro ushuaia","viernes",21,27.75,2021-01-15
"63","viagro ushuaia","viernes",22,49.5,2021-01-15
"64","viagro ushuaia","viernes",23,67.5,2021-01-15
"65","viagro ushuaia","viernes",24,62.25,2021-01-15
"66","viagro ushuaia","viernes",25,39,2021-01-15
"67","viagro ushuaia","viernes",26,16.5,2021-01-15
"68","viagro ushuaia","viernes",27,4.5,2021-01-15
"69","viagro ushuaia","viernes",28,0.75,2021-01-15
"70","viagro ushuaia","sabado",6,0,2021-01-15
"71","viagro ushuaia","sabado",7,0,2021-01-15
"72","viagro ushuaia","sabado",8,0,2021-01-15
"73","viagro ushuaia","sabado",9,0,2021-01-15
"74","viagro ushuaia","sabado",10,0,2021-01-15
"75","viagro ushuaia","sabado",11,0,2021-01-15
"76","viagro ushuaia","sabado",12,0,2021-01-15
"77","viagro ushuaia","sabado",13,0,2021-01-15
"78","viagro ushuaia","sabado",14,0,2021-01-15
"79","viagro ushuaia","sabado",15,0,2021-01-15
"80","viagro ushuaia","sabado",16,0,2021-01-15
"81","viagro ushuaia","sabado",17,0,2021-01-15
"82","viagro ushuaia","sabado",18,0,2021-01-15
"83","viagro ushuaia","sabado",19,0,2021-01-15
"84","viagro ushuaia","sabado",20,19.5,2021-01-15
"85","viagro ushuaia","sabado",21,39,2021-01-15
"86","viagro ushuaia","sabado",22,63.75,2021-01-15
"87","viagro ushuaia","sabado",23,75,2021-01-15
"88","viagro ushuaia","sabado",24,61.5,2021-01-15
"89","viagro ushuaia","sabado",25,35.25,2021-01-15
"90","viagro ushuaia","sabado",26,14.25,2021-01-15
"91","viagro ushuaia","sabado",27,3.75,2021-01-15
"92","viagro ushuaia","sabado",28,0.75,2021-01-15
"93","viagro ushuaia","domingo",6,0,2021-01-15
"94","viagro ushuaia","domingo",7,0,2021-01-15
"95","viagro ushuaia","domingo",8,0,2021-01-15
"96","viagro ushuaia","domingo",9,0,2021-01-15
"97","viagro ushuaia","domingo",10,0,2021-01-15
"98","viagro ushuaia","domingo",11,0,2021-01-15
"99","viagro ushuaia","domingo",12,0,2021-01-15
"100","viagro ushuaia","domingo",13,0,2021-01-15
"101","viagro ushuaia","domingo",14,0,2021-01-15
"102","viagro ushuaia","domingo",15,0,2021-01-15
"103","viagro ushuaia","domingo",16,0,2021-01-15
"104","viagro ushuaia","domingo",17,0,2021-01-15
"105","viagro ushuaia","domingo",18,0,2021-01-15
"106","viagro ushuaia","domingo",19,0,2021-01-15
"107","viagro ushuaia","domingo",20,9,2021-01-15
"108","viagro ushuaia","domingo",21,17.25,2021-01-15
"109","viagro ushuaia","domingo",22,28.5,2021-01-15
"110","viagro ushuaia","domingo",23,33.75,2021-01-15
"111","viagro ushuaia","domingo",24,27,2021-01-15
"112","viagro ushuaia","domingo",25,14.25,2021-01-15
"113","viagro ushuaia","domingo",26,5.25,2021-01-15
"114","viagro ushuaia","domingo",27,1.5,2021-01-15
"115","viagro ushuaia","domingo",28,0.75,2021-01-15
