"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","freddo cabildo 1700","lunes",6,0,2021-01-15
"2","freddo cabildo 1700","lunes",7,0,2021-01-15
"3","freddo cabildo 1700","lunes",8,0,2021-01-15
"4","freddo cabildo 1700","lunes",9,0,2021-01-15
"5","freddo cabildo 1700","lunes",10,0.75,2021-01-15
"6","freddo cabildo 1700","lunes",11,0.75,2021-01-15
"7","freddo cabildo 1700","lunes",12,6,2021-01-15
"8","freddo cabildo 1700","lunes",13,11.25,2021-01-15
"9","freddo cabildo 1700","lunes",14,17.25,2021-01-15
"10","freddo cabildo 1700","lunes",15,22.5,2021-01-15
"11","freddo cabildo 1700","lunes",16,29.25,2021-01-15
"12","freddo cabildo 1700","lunes",17,36,2021-01-15
"13","freddo cabildo 1700","lunes",18,38.25,2021-01-15
"14","freddo cabildo 1700","lunes",19,34.5,2021-01-15
"15","freddo cabildo 1700","lunes",20,26.25,2021-01-15
"16","freddo cabildo 1700","lunes",21,21.75,2021-01-15
"17","freddo cabildo 1700","lunes",22,24,2021-01-15
"18","freddo cabildo 1700","lunes",23,13.5,2021-01-15
"19","freddo cabildo 1700","martes",6,0,2021-01-15
"20","freddo cabildo 1700","martes",7,0,2021-01-15
"21","freddo cabildo 1700","martes",8,0,2021-01-15
"22","freddo cabildo 1700","martes",9,0,2021-01-15
"23","freddo cabildo 1700","martes",10,0.75,2021-01-15
"24","freddo cabildo 1700","martes",11,0.75,2021-01-15
"25","freddo cabildo 1700","martes",12,0,2021-01-15
"26","freddo cabildo 1700","martes",13,9,2021-01-15
"27","freddo cabildo 1700","martes",14,18.75,2021-01-15
"28","freddo cabildo 1700","martes",15,27.75,2021-01-15
"29","freddo cabildo 1700","martes",16,33.75,2021-01-15
"30","freddo cabildo 1700","martes",17,34.5,2021-01-15
"31","freddo cabildo 1700","martes",18,31.5,2021-01-15
"32","freddo cabildo 1700","martes",19,27.75,2021-01-15
"33","freddo cabildo 1700","martes",20,27.75,2021-01-15
"34","freddo cabildo 1700","martes",21,25.5,2021-01-15
"35","freddo cabildo 1700","martes",22,19.5,2021-01-15
"36","freddo cabildo 1700","martes",23,8.25,2021-01-15
"37","freddo cabildo 1700","miercoles",6,0,2021-01-15
"38","freddo cabildo 1700","miercoles",7,0,2021-01-15
"39","freddo cabildo 1700","miercoles",8,0,2021-01-15
"40","freddo cabildo 1700","miercoles",9,0,2021-01-15
"41","freddo cabildo 1700","miercoles",10,0.75,2021-01-15
"42","freddo cabildo 1700","miercoles",11,0.75,2021-01-15
"43","freddo cabildo 1700","miercoles",12,0.75,2021-01-15
"44","freddo cabildo 1700","miercoles",13,6,2021-01-15
"45","freddo cabildo 1700","miercoles",14,12,2021-01-15
"46","freddo cabildo 1700","miercoles",15,20.25,2021-01-15
"47","freddo cabildo 1700","miercoles",16,30.75,2021-01-15
"48","freddo cabildo 1700","miercoles",17,41.25,2021-01-15
"49","freddo cabildo 1700","miercoles",18,46.5,2021-01-15
"50","freddo cabildo 1700","miercoles",19,40.5,2021-01-15
"51","freddo cabildo 1700","miercoles",20,29.25,2021-01-15
"52","freddo cabildo 1700","miercoles",21,23.25,2021-01-15
"53","freddo cabildo 1700","miercoles",22,23.25,2021-01-15
"54","freddo cabildo 1700","miercoles",23,15,2021-01-15
"55","freddo cabildo 1700","jueves",6,0,2021-01-15
"56","freddo cabildo 1700","jueves",7,0,2021-01-15
"57","freddo cabildo 1700","jueves",8,0,2021-01-15
"58","freddo cabildo 1700","jueves",9,0,2021-01-15
"59","freddo cabildo 1700","jueves",10,0.75,2021-01-15
"60","freddo cabildo 1700","jueves",11,0.75,2021-01-15
"61","freddo cabildo 1700","jueves",12,6,2021-01-15
"62","freddo cabildo 1700","jueves",13,14.25,2021-01-15
"63","freddo cabildo 1700","jueves",14,24,2021-01-15
"64","freddo cabildo 1700","jueves",15,33,2021-01-15
"65","freddo cabildo 1700","jueves",16,40.5,2021-01-15
"66","freddo cabildo 1700","jueves",17,44.25,2021-01-15
"67","freddo cabildo 1700","jueves",18,44.25,2021-01-15
"68","freddo cabildo 1700","jueves",19,40.5,2021-01-15
"69","freddo cabildo 1700","jueves",20,33.75,2021-01-15
"70","freddo cabildo 1700","jueves",21,24.75,2021-01-15
"71","freddo cabildo 1700","jueves",22,15,2021-01-15
"72","freddo cabildo 1700","jueves",23,6,2021-01-15
"73","freddo cabildo 1700","viernes",6,0,2021-01-15
"74","freddo cabildo 1700","viernes",7,0,2021-01-15
"75","freddo cabildo 1700","viernes",8,0,2021-01-15
"76","freddo cabildo 1700","viernes",9,0,2021-01-15
"77","freddo cabildo 1700","viernes",10,0.75,2021-01-15
"78","freddo cabildo 1700","viernes",11,0.75,2021-01-15
"79","freddo cabildo 1700","viernes",12,0.75,2021-01-15
"80","freddo cabildo 1700","viernes",13,5.25,2021-01-15
"81","freddo cabildo 1700","viernes",14,13.5,2021-01-15
"82","freddo cabildo 1700","viernes",15,22.5,2021-01-15
"83","freddo cabildo 1700","viernes",16,30.75,2021-01-15
"84","freddo cabildo 1700","viernes",17,37.5,2021-01-15
"85","freddo cabildo 1700","viernes",18,40.5,2021-01-15
"86","freddo cabildo 1700","viernes",19,40.5,2021-01-15
"87","freddo cabildo 1700","viernes",20,39,2021-01-15
"88","freddo cabildo 1700","viernes",21,42.75,2021-01-15
"89","freddo cabildo 1700","viernes",22,48.75,2021-01-15
"90","freddo cabildo 1700","viernes",23,42,2021-01-15
"91","freddo cabildo 1700","viernes",24,21,2021-01-15
"92","freddo cabildo 1700","sabado",6,0,2021-01-15
"93","freddo cabildo 1700","sabado",7,0,2021-01-15
"94","freddo cabildo 1700","sabado",8,0,2021-01-15
"95","freddo cabildo 1700","sabado",9,0,2021-01-15
"96","freddo cabildo 1700","sabado",10,0,2021-01-15
"97","freddo cabildo 1700","sabado",11,4.5,2021-01-15
"98","freddo cabildo 1700","sabado",12,14.25,2021-01-15
"99","freddo cabildo 1700","sabado",13,22.5,2021-01-15
"100","freddo cabildo 1700","sabado",14,30.75,2021-01-15
"101","freddo cabildo 1700","sabado",15,40.5,2021-01-15
"102","freddo cabildo 1700","sabado",16,54.75,2021-01-15
"103","freddo cabildo 1700","sabado",17,69,2021-01-15
"104","freddo cabildo 1700","sabado",18,75,2021-01-15
"105","freddo cabildo 1700","sabado",19,66.75,2021-01-15
"106","freddo cabildo 1700","sabado",20,52.5,2021-01-15
"107","freddo cabildo 1700","sabado",21,41.25,2021-01-15
"108","freddo cabildo 1700","sabado",22,35.25,2021-01-15
"109","freddo cabildo 1700","sabado",23,30.75,2021-01-15
"110","freddo cabildo 1700","sabado",24,22.5,2021-01-15
"111","freddo cabildo 1700","sabado",25,12,2021-01-15
"112","freddo cabildo 1700","domingo",6,0,2021-01-15
"113","freddo cabildo 1700","domingo",7,0,2021-01-15
"114","freddo cabildo 1700","domingo",8,0,2021-01-15
"115","freddo cabildo 1700","domingo",9,0,2021-01-15
"116","freddo cabildo 1700","domingo",10,0,2021-01-15
"117","freddo cabildo 1700","domingo",11,1.5,2021-01-15
"118","freddo cabildo 1700","domingo",12,9.75,2021-01-15
"119","freddo cabildo 1700","domingo",13,9.75,2021-01-15
"120","freddo cabildo 1700","domingo",14,12,2021-01-15
"121","freddo cabildo 1700","domingo",15,24,2021-01-15
"122","freddo cabildo 1700","domingo",16,40.5,2021-01-15
"123","freddo cabildo 1700","domingo",17,54,2021-01-15
"124","freddo cabildo 1700","domingo",18,60.75,2021-01-15
"125","freddo cabildo 1700","domingo",19,59.25,2021-01-15
"126","freddo cabildo 1700","domingo",20,52.5,2021-01-15
"127","freddo cabildo 1700","domingo",21,41.25,2021-01-15
"128","freddo cabildo 1700","domingo",22,28.5,2021-01-15
"129","freddo cabildo 1700","domingo",23,15,2021-01-15
