"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"42","taberna del viejo lobo ushuaia","jueves",9,0,2021-01-15
"43","taberna del viejo lobo ushuaia","jueves",10,0,2021-01-15
"44","taberna del viejo lobo ushuaia","jueves",11,0,2021-01-15
"45","taberna del viejo lobo ushuaia","jueves",12,9.75,2021-01-15
"46","taberna del viejo lobo ushuaia","jueves",13,18,2021-01-15
"47","taberna del viejo lobo ushuaia","jueves",14,25.5,2021-01-15
"48","taberna del viejo lobo ushuaia","jueves",15,21,2021-01-15
"49","taberna del viejo lobo ushuaia","jueves",16,12.75,2021-01-15
"50","taberna del viejo lobo ushuaia","jueves",17,9.75,2021-01-15
"51","taberna del viejo lobo ushuaia","jueves",18,8.25,2021-01-15
"52","taberna del viejo lobo ushuaia","jueves",19,6,2021-01-15
"53","taberna del viejo lobo ushuaia","jueves",20,5.25,2021-01-15
"54","taberna del viejo lobo ushuaia","jueves",21,5.25,2021-01-15
"55","taberna del viejo lobo ushuaia","jueves",22,6,2021-01-15
"56","taberna del viejo lobo ushuaia","jueves",23,7.5,2021-01-15
"57","taberna del viejo lobo ushuaia","jueves",24,8.25,2021-01-15
"58","taberna del viejo lobo ushuaia","viernes",6,0,2021-01-15
"59","taberna del viejo lobo ushuaia","viernes",7,0,2021-01-15
"60","taberna del viejo lobo ushuaia","viernes",8,0,2021-01-15
"61","taberna del viejo lobo ushuaia","viernes",9,0,2021-01-15
"62","taberna del viejo lobo ushuaia","viernes",10,0,2021-01-15
"63","taberna del viejo lobo ushuaia","viernes",11,0,2021-01-15
"64","taberna del viejo lobo ushuaia","viernes",12,10.5,2021-01-15
"65","taberna del viejo lobo ushuaia","viernes",13,12.75,2021-01-15
"66","taberna del viejo lobo ushuaia","viernes",14,13.5,2021-01-15
"67","taberna del viejo lobo ushuaia","viernes",15,14.25,2021-01-15
"68","taberna del viejo lobo ushuaia","viernes",16,18,2021-01-15
"69","taberna del viejo lobo ushuaia","viernes",17,24,2021-01-15
"70","taberna del viejo lobo ushuaia","viernes",18,30,2021-01-15
"71","taberna del viejo lobo ushuaia","viernes",19,31.5,2021-01-15
"72","taberna del viejo lobo ushuaia","viernes",20,33.75,2021-01-15
"73","taberna del viejo lobo ushuaia","viernes",21,40.5,2021-01-15
"74","taberna del viejo lobo ushuaia","viernes",22,45.75,2021-01-15
"75","taberna del viejo lobo ushuaia","viernes",23,42.75,2021-01-15
"76","taberna del viejo lobo ushuaia","viernes",24,30,2021-01-15
"77","taberna del viejo lobo ushuaia","sabado",6,0,2021-01-15
"78","taberna del viejo lobo ushuaia","sabado",7,0,2021-01-15
"79","taberna del viejo lobo ushuaia","sabado",8,0,2021-01-15
"80","taberna del viejo lobo ushuaia","sabado",9,0,2021-01-15
"81","taberna del viejo lobo ushuaia","sabado",10,0,2021-01-15
"82","taberna del viejo lobo ushuaia","sabado",11,0,2021-01-15
"83","taberna del viejo lobo ushuaia","sabado",12,24.75,2021-01-15
"84","taberna del viejo lobo ushuaia","sabado",13,31.5,2021-01-15
"85","taberna del viejo lobo ushuaia","sabado",14,39,2021-01-15
"86","taberna del viejo lobo ushuaia","sabado",15,43.5,2021-01-15
"87","taberna del viejo lobo ushuaia","sabado",16,45,2021-01-15
"88","taberna del viejo lobo ushuaia","sabado",17,45,2021-01-15
"89","taberna del viejo lobo ushuaia","sabado",18,45,2021-01-15
"90","taberna del viejo lobo ushuaia","sabado",19,51,2021-01-15
"91","taberna del viejo lobo ushuaia","sabado",20,63.75,2021-01-15
"92","taberna del viejo lobo ushuaia","sabado",21,75,2021-01-15
"93","taberna del viejo lobo ushuaia","sabado",22,72.75,2021-01-15
"94","taberna del viejo lobo ushuaia","sabado",23,56.25,2021-01-15
"95","taberna del viejo lobo ushuaia","sabado",24,33.75,2021-01-15
"96","taberna del viejo lobo ushuaia","domingo",6,0,2021-01-15
"97","taberna del viejo lobo ushuaia","domingo",7,0,2021-01-15
"98","taberna del viejo lobo ushuaia","domingo",8,0,2021-01-15
"99","taberna del viejo lobo ushuaia","domingo",9,0,2021-01-15
"100","taberna del viejo lobo ushuaia","domingo",10,0,2021-01-15
"101","taberna del viejo lobo ushuaia","domingo",11,0,2021-01-15
"102","taberna del viejo lobo ushuaia","domingo",12,0,2021-01-15
"103","taberna del viejo lobo ushuaia","domingo",13,0,2021-01-15
"104","taberna del viejo lobo ushuaia","domingo",14,0,2021-01-15
"105","taberna del viejo lobo ushuaia","domingo",15,0,2021-01-15
"106","taberna del viejo lobo ushuaia","domingo",16,16.5,2021-01-15
"107","taberna del viejo lobo ushuaia","domingo",17,28.5,2021-01-15
"108","taberna del viejo lobo ushuaia","domingo",18,36,2021-01-15
"109","taberna del viejo lobo ushuaia","domingo",19,36.75,2021-01-15
"110","taberna del viejo lobo ushuaia","domingo",20,34.5,2021-01-15
"111","taberna del viejo lobo ushuaia","domingo",21,33.75,2021-01-15
"112","taberna del viejo lobo ushuaia","domingo",22,31.5,2021-01-15
"113","taberna del viejo lobo ushuaia","domingo",23,24.75,2021-01-15
"114","taberna del viejo lobo ushuaia","domingo",24,15,2021-01-15
