"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"96","Paseo del fuego shopping ushuaia","sabado",11,33.75,2021-01-15
"97","Paseo del fuego shopping ushuaia","sabado",12,48,2021-01-15
"98","Paseo del fuego shopping ushuaia","sabado",13,57,2021-01-15
"99","Paseo del fuego shopping ushuaia","sabado",14,57.75,2021-01-15
"100","Paseo del fuego shopping ushuaia","sabado",15,56.25,2021-01-15
"101","Paseo del fuego shopping ushuaia","sabado",16,57.75,2021-01-15
"102","Paseo del fuego shopping ushuaia","sabado",17,66,2021-01-15
"103","Paseo del fuego shopping ushuaia","sabado",18,74.25,2021-01-15
"104","Paseo del fuego shopping ushuaia","sabado",19,75,2021-01-15
"105","Paseo del fuego shopping ushuaia","sabado",20,63,2021-01-15
"106","Paseo del fuego shopping ushuaia","sabado",21,0,2021-01-15
"107","Paseo del fuego shopping ushuaia","sabado",22,0,2021-01-15
"108","Paseo del fuego shopping ushuaia","sabado",23,0,2021-01-15
"109","Paseo del fuego shopping ushuaia","domingo",6,0,2021-01-15
"110","Paseo del fuego shopping ushuaia","domingo",7,0,2021-01-15
"111","Paseo del fuego shopping ushuaia","domingo",8,0,2021-01-15
"112","Paseo del fuego shopping ushuaia","domingo",9,0,2021-01-15
"113","Paseo del fuego shopping ushuaia","domingo",10,0,2021-01-15
"114","Paseo del fuego shopping ushuaia","domingo",11,18,2021-01-15
"115","Paseo del fuego shopping ushuaia","domingo",12,29.25,2021-01-15
"116","Paseo del fuego shopping ushuaia","domingo",13,40.5,2021-01-15
"117","Paseo del fuego shopping ushuaia","domingo",14,48,2021-01-15
"118","Paseo del fuego shopping ushuaia","domingo",15,51,2021-01-15
"119","Paseo del fuego shopping ushuaia","domingo",16,51,2021-01-15
"120","Paseo del fuego shopping ushuaia","domingo",17,53.25,2021-01-15
"121","Paseo del fuego shopping ushuaia","domingo",18,58.5,2021-01-15
"122","Paseo del fuego shopping ushuaia","domingo",19,60.75,2021-01-15
"123","Paseo del fuego shopping ushuaia","domingo",20,53.25,2021-01-15
"124","Paseo del fuego shopping ushuaia","domingo",21,0,2021-01-15
"125","Paseo del fuego shopping ushuaia","domingo",22,0,2021-01-15
"126","Paseo del fuego shopping ushuaia","domingo",23,0,2021-01-15
