"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","krund ushuaia","lunes",6,0,2021-01-15
"2","krund ushuaia","lunes",7,0,2021-01-15
"3","krund ushuaia","lunes",8,0,2021-01-15
"4","krund ushuaia","lunes",9,3,2021-01-15
"5","krund ushuaia","lunes",10,3.75,2021-01-15
"6","krund ushuaia","lunes",11,4.5,2021-01-15
"7","krund ushuaia","lunes",12,6,2021-01-15
"8","krund ushuaia","lunes",13,6,2021-01-15
"9","krund ushuaia","lunes",14,6.75,2021-01-15
"10","krund ushuaia","lunes",15,6.75,2021-01-15
"11","krund ushuaia","lunes",16,6.75,2021-01-15
"12","krund ushuaia","lunes",17,6.75,2021-01-15
"13","krund ushuaia","lunes",18,7.5,2021-01-15
"14","krund ushuaia","lunes",19,8.25,2021-01-15
"15","krund ushuaia","lunes",20,9.75,2021-01-15
"16","krund ushuaia","lunes",21,11.25,2021-01-15
"17","krund ushuaia","lunes",22,11.25,2021-01-15
"18","krund ushuaia","lunes",23,9.75,2021-01-15
"19","krund ushuaia","lunes",24,7.5,2021-01-15
"20","krund ushuaia","lunes",25,4.5,2021-01-15
"21","krund ushuaia","martes",6,0,2021-01-15
"22","krund ushuaia","martes",7,0,2021-01-15
"23","krund ushuaia","martes",8,0,2021-01-15
"24","krund ushuaia","martes",9,3.75,2021-01-15
"25","krund ushuaia","martes",10,5.25,2021-01-15
"26","krund ushuaia","martes",11,6.75,2021-01-15
"27","krund ushuaia","martes",12,8.25,2021-01-15
"28","krund ushuaia","martes",13,10.5,2021-01-15
"29","krund ushuaia","martes",14,11.25,2021-01-15
"30","krund ushuaia","martes",15,12,2021-01-15
"31","krund ushuaia","martes",16,12,2021-01-15
"32","krund ushuaia","martes",17,10.5,2021-01-15
"33","krund ushuaia","martes",18,9,2021-01-15
"34","krund ushuaia","martes",19,7.5,2021-01-15
"35","krund ushuaia","martes",20,7.5,2021-01-15
"36","krund ushuaia","martes",21,8.25,2021-01-15
"37","krund ushuaia","martes",22,8.25,2021-01-15
"38","krund ushuaia","martes",23,6.75,2021-01-15
"39","krund ushuaia","martes",24,3.75,2021-01-15
"40","krund ushuaia","martes",25,2.25,2021-01-15
