"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"41","krund ushuaia","miercoles",6,0,2021-01-15
"42","krund ushuaia","miercoles",7,0,2021-01-15
"43","krund ushuaia","miercoles",8,0,2021-01-15
"44","krund ushuaia","miercoles",9,1.5,2021-01-15
"45","krund ushuaia","miercoles",10,3,2021-01-15
"46","krund ushuaia","miercoles",11,5.25,2021-01-15
"47","krund ushuaia","miercoles",12,7.5,2021-01-15
"48","krund ushuaia","miercoles",13,10.5,2021-01-15
"49","krund ushuaia","miercoles",14,12,2021-01-15
"50","krund ushuaia","miercoles",15,13.5,2021-01-15
"51","krund ushuaia","miercoles",16,15,2021-01-15
"52","krund ushuaia","miercoles",17,18,2021-01-15
"53","krund ushuaia","miercoles",18,23.25,2021-01-15
"54","krund ushuaia","miercoles",19,30.75,2021-01-15
"55","krund ushuaia","miercoles",20,39,2021-01-15
"56","krund ushuaia","miercoles",21,43.5,2021-01-15
"57","krund ushuaia","miercoles",22,42.75,2021-01-15
"58","krund ushuaia","miercoles",23,35.25,2021-01-15
"59","krund ushuaia","miercoles",24,24.75,2021-01-15
"60","krund ushuaia","miercoles",25,14.25,2021-01-15
"61","krund ushuaia","jueves",6,0,2021-01-15
"62","krund ushuaia","jueves",7,0,2021-01-15
"63","krund ushuaia","jueves",8,0,2021-01-15
"64","krund ushuaia","jueves",9,5.25,2021-01-15
"65","krund ushuaia","jueves",10,6,2021-01-15
"66","krund ushuaia","jueves",11,6.75,2021-01-15
"67","krund ushuaia","jueves",12,7.5,2021-01-15
"68","krund ushuaia","jueves",13,7.5,2021-01-15
"69","krund ushuaia","jueves",14,8.25,2021-01-15
"70","krund ushuaia","jueves",15,9.75,2021-01-15
"71","krund ushuaia","jueves",16,12.75,2021-01-15
"72","krund ushuaia","jueves",17,18.75,2021-01-15
"73","krund ushuaia","jueves",18,26.25,2021-01-15
"74","krund ushuaia","jueves",19,31.5,2021-01-15
"75","krund ushuaia","jueves",20,33.75,2021-01-15
"76","krund ushuaia","jueves",21,40.5,2021-01-15
"77","krund ushuaia","jueves",22,50.25,2021-01-15
"78","krund ushuaia","jueves",23,46.5,2021-01-15
"79","krund ushuaia","jueves",24,27,2021-01-15
"80","krund ushuaia","jueves",25,9.75,2021-01-15
"81","krund ushuaia","viernes",6,0,2021-01-15
"82","krund ushuaia","viernes",7,0,2021-01-15
"83","krund ushuaia","viernes",8,0,2021-01-15
"84","krund ushuaia","viernes",9,3,2021-01-15
"85","krund ushuaia","viernes",10,4.5,2021-01-15
"86","krund ushuaia","viernes",11,5.25,2021-01-15
"87","krund ushuaia","viernes",12,6.75,2021-01-15
"88","krund ushuaia","viernes",13,7.5,2021-01-15
"89","krund ushuaia","viernes",14,8.25,2021-01-15
"90","krund ushuaia","viernes",15,9.75,2021-01-15
"91","krund ushuaia","viernes",16,12,2021-01-15
"92","krund ushuaia","viernes",17,16.5,2021-01-15
"93","krund ushuaia","viernes",18,24,2021-01-15
"94","krund ushuaia","viernes",19,36,2021-01-15
"95","krund ushuaia","viernes",20,48.75,2021-01-15
"96","krund ushuaia","viernes",21,57,2021-01-15
"97","krund ushuaia","viernes",22,57,2021-01-15
"98","krund ushuaia","viernes",23,48,2021-01-15
"99","krund ushuaia","viernes",24,33.75,2021-01-15
"100","krund ushuaia","viernes",25,19.5,2021-01-15
"101","krund ushuaia","sabado",6,0,2021-01-15
"102","krund ushuaia","sabado",7,0,2021-01-15
"103","krund ushuaia","sabado",8,0,2021-01-15
"104","krund ushuaia","sabado",9,5.25,2021-01-15
"105","krund ushuaia","sabado",10,6,2021-01-15
"106","krund ushuaia","sabado",11,6,2021-01-15
"107","krund ushuaia","sabado",12,6,2021-01-15
"108","krund ushuaia","sabado",13,5.25,2021-01-15
"109","krund ushuaia","sabado",14,6,2021-01-15
"110","krund ushuaia","sabado",15,7.5,2021-01-15
"111","krund ushuaia","sabado",16,12.75,2021-01-15
"112","krund ushuaia","sabado",17,20.25,2021-01-15
"113","krund ushuaia","sabado",18,27.75,2021-01-15
"114","krund ushuaia","sabado",19,33.75,2021-01-15
"115","krund ushuaia","sabado",20,43.5,2021-01-15
"116","krund ushuaia","sabado",21,60,2021-01-15
"117","krund ushuaia","sabado",22,75,2021-01-15
"118","krund ushuaia","sabado",23,69.75,2021-01-15
"119","krund ushuaia","sabado",24,47.25,2021-01-15
"120","krund ushuaia","sabado",25,22.5,2021-01-15
"121","krund ushuaia","domingo",6,0,2021-01-15
"122","krund ushuaia","domingo",7,0,2021-01-15
"123","krund ushuaia","domingo",8,0,2021-01-15
"124","krund ushuaia","domingo",9,3.75,2021-01-15
"125","krund ushuaia","domingo",10,3.75,2021-01-15
"126","krund ushuaia","domingo",11,3.75,2021-01-15
"127","krund ushuaia","domingo",12,3.75,2021-01-15
"128","krund ushuaia","domingo",13,3.75,2021-01-15
"129","krund ushuaia","domingo",14,3.75,2021-01-15
"130","krund ushuaia","domingo",15,6,2021-01-15
"131","krund ushuaia","domingo",16,11.25,2021-01-15
"132","krund ushuaia","domingo",17,18.75,2021-01-15
"133","krund ushuaia","domingo",18,24,2021-01-15
"134","krund ushuaia","domingo",19,24.75,2021-01-15
"135","krund ushuaia","domingo",20,29.25,2021-01-15
"136","krund ushuaia","domingo",21,45,2021-01-15
"137","krund ushuaia","domingo",22,59.25,2021-01-15
"138","krund ushuaia","domingo",23,50.25,2021-01-15
"139","krund ushuaia","domingo",24,24.75,2021-01-15
"140","krund ushuaia","domingo",25,7.5,2021-01-15
