"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","sportclub cabildo","lunes",6,0,2021-01-15
"2","sportclub cabildo","lunes",7,0.75,2021-01-15
"3","sportclub cabildo","lunes",8,3.75,2021-01-15
"4","sportclub cabildo","lunes",9,21.75,2021-01-15
"5","sportclub cabildo","lunes",10,36.75,2021-01-15
"6","sportclub cabildo","lunes",11,35.25,2021-01-15
"7","sportclub cabildo","lunes",12,24.75,2021-01-15
"8","sportclub cabildo","lunes",13,22.5,2021-01-15
"9","sportclub cabildo","lunes",14,27,2021-01-15
"10","sportclub cabildo","lunes",15,27,2021-01-15
"11","sportclub cabildo","lunes",16,23.25,2021-01-15
"12","sportclub cabildo","lunes",17,23.25,2021-01-15
"13","sportclub cabildo","lunes",18,31.5,2021-01-15
"14","sportclub cabildo","lunes",19,35.25,2021-01-15
"15","sportclub cabildo","lunes",20,24,2021-01-15
"16","sportclub cabildo","lunes",21,7.5,2021-01-15
"17","sportclub cabildo","lunes",22,0.75,2021-01-15
"18","sportclub cabildo","lunes",23,0,2021-01-15
"19","sportclub cabildo","martes",6,0,2021-01-15
"20","sportclub cabildo","martes",7,0.75,2021-01-15
"21","sportclub cabildo","martes",8,6.75,2021-01-15
"22","sportclub cabildo","martes",9,18.75,2021-01-15
"23","sportclub cabildo","martes",10,25.5,2021-01-15
"24","sportclub cabildo","martes",11,23.25,2021-01-15
"25","sportclub cabildo","martes",12,15.75,2021-01-15
"26","sportclub cabildo","martes",13,12.75,2021-01-15
"27","sportclub cabildo","martes",14,11.25,2021-01-15
"28","sportclub cabildo","martes",15,12.75,2021-01-15
"29","sportclub cabildo","martes",16,18,2021-01-15
"30","sportclub cabildo","martes",17,30.75,2021-01-15
"31","sportclub cabildo","martes",18,48,2021-01-15
"32","sportclub cabildo","martes",19,60.75,2021-01-15
"33","sportclub cabildo","martes",20,60,2021-01-15
"34","sportclub cabildo","martes",21,45,2021-01-15
"35","sportclub cabildo","martes",22,26.25,2021-01-15
"36","sportclub cabildo","martes",23,0,2021-01-15
"37","sportclub cabildo","miercoles",6,0,2021-01-15
"38","sportclub cabildo","miercoles",7,5.25,2021-01-15
"39","sportclub cabildo","miercoles",8,12.75,2021-01-15
"40","sportclub cabildo","miercoles",9,21.75,2021-01-15
"41","sportclub cabildo","miercoles",10,30.75,2021-01-15
"42","sportclub cabildo","miercoles",11,38.25,2021-01-15
"43","sportclub cabildo","miercoles",12,41.25,2021-01-15
"44","sportclub cabildo","miercoles",13,39,2021-01-15
"45","sportclub cabildo","miercoles",14,33,2021-01-15
"46","sportclub cabildo","miercoles",15,24.75,2021-01-15
"47","sportclub cabildo","miercoles",16,18,2021-01-15
"48","sportclub cabildo","miercoles",17,21.75,2021-01-15
"49","sportclub cabildo","miercoles",18,45.75,2021-01-15
"50","sportclub cabildo","miercoles",19,75,2021-01-15
"51","sportclub cabildo","miercoles",20,74.25,2021-01-15
"52","sportclub cabildo","miercoles",21,42,2021-01-15
"53","sportclub cabildo","miercoles",22,10.5,2021-01-15
"54","sportclub cabildo","miercoles",23,0,2021-01-15
"55","sportclub cabildo","jueves",6,0,2021-01-15
"56","sportclub cabildo","jueves",7,1.5,2021-01-15
"57","sportclub cabildo","jueves",8,14.25,2021-01-15
"58","sportclub cabildo","jueves",9,29.25,2021-01-15
"59","sportclub cabildo","jueves",10,34.5,2021-01-15
"60","sportclub cabildo","jueves",11,28.5,2021-01-15
"61","sportclub cabildo","jueves",12,22.5,2021-01-15
"62","sportclub cabildo","jueves",13,21.75,2021-01-15
"63","sportclub cabildo","jueves",14,21.75,2021-01-15
"64","sportclub cabildo","jueves",15,21,2021-01-15
"65","sportclub cabildo","jueves",16,24,2021-01-15
"66","sportclub cabildo","jueves",17,32.25,2021-01-15
