"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","kuar 1900 ushuaia","lunes",6,0,2021-01-15
"2","kuar 1900 ushuaia","lunes",7,0,2021-01-15
"3","kuar 1900 ushuaia","lunes",8,0,2021-01-15
"4","kuar 1900 ushuaia","lunes",9,0,2021-01-15
"5","kuar 1900 ushuaia","lunes",10,0,2021-01-15
"6","kuar 1900 ushuaia","lunes",11,0,2021-01-15
"7","kuar 1900 ushuaia","lunes",12,12.75,2021-01-15
"8","kuar 1900 ushuaia","lunes",13,21,2021-01-15
"9","kuar 1900 ushuaia","lunes",14,30,2021-01-15
"10","kuar 1900 ushuaia","lunes",15,38.25,2021-01-15
"11","kuar 1900 ushuaia","lunes",16,43.5,2021-01-15
"12","kuar 1900 ushuaia","lunes",17,42.75,2021-01-15
"13","kuar 1900 ushuaia","lunes",18,36,2021-01-15
"14","kuar 1900 ushuaia","lunes",19,26.25,2021-01-15
"15","kuar 1900 ushuaia","lunes",20,18.75,2021-01-15
"16","kuar 1900 ushuaia","lunes",21,24,2021-01-15
"17","kuar 1900 ushuaia","lunes",22,31.5,2021-01-15
"18","kuar 1900 ushuaia","lunes",23,16.5,2021-01-15
"19","kuar 1900 ushuaia","martes",6,0,2021-01-15
"20","kuar 1900 ushuaia","martes",7,0,2021-01-15
"21","kuar 1900 ushuaia","martes",8,0,2021-01-15
"22","kuar 1900 ushuaia","martes",9,0,2021-01-15
"23","kuar 1900 ushuaia","martes",10,0,2021-01-15
"24","kuar 1900 ushuaia","martes",11,0,2021-01-15
"25","kuar 1900 ushuaia","martes",12,21,2021-01-15
"26","kuar 1900 ushuaia","martes",13,24,2021-01-15
"27","kuar 1900 ushuaia","martes",14,24,2021-01-15
"28","kuar 1900 ushuaia","martes",15,24.75,2021-01-15
"29","kuar 1900 ushuaia","martes",16,29.25,2021-01-15
"30","kuar 1900 ushuaia","martes",17,35.25,2021-01-15
"31","kuar 1900 ushuaia","martes",18,39,2021-01-15
"32","kuar 1900 ushuaia","martes",19,41.25,2021-01-15
"33","kuar 1900 ushuaia","martes",20,39.75,2021-01-15
"34","kuar 1900 ushuaia","martes",21,36,2021-01-15
"35","kuar 1900 ushuaia","martes",22,30,2021-01-15
"36","kuar 1900 ushuaia","martes",23,23.25,2021-01-15
"37","kuar 1900 ushuaia","miercoles",6,0,2021-01-15
"38","kuar 1900 ushuaia","miercoles",7,0,2021-01-15
"39","kuar 1900 ushuaia","miercoles",8,0,2021-01-15
"40","kuar 1900 ushuaia","miercoles",9,0,2021-01-15
"41","kuar 1900 ushuaia","miercoles",10,0,2021-01-15
"42","kuar 1900 ushuaia","miercoles",11,0,2021-01-15
"43","kuar 1900 ushuaia","miercoles",12,21,2021-01-15
"44","kuar 1900 ushuaia","miercoles",13,25.5,2021-01-15
"45","kuar 1900 ushuaia","miercoles",14,30,2021-01-15
"46","kuar 1900 ushuaia","miercoles",15,33.75,2021-01-15
"47","kuar 1900 ushuaia","miercoles",16,36.75,2021-01-15
"48","kuar 1900 ushuaia","miercoles",17,39.75,2021-01-15
"49","kuar 1900 ushuaia","miercoles",18,48.75,2021-01-15
"50","kuar 1900 ushuaia","miercoles",19,62.25,2021-01-15
"51","kuar 1900 ushuaia","miercoles",20,74.25,2021-01-15
"52","kuar 1900 ushuaia","miercoles",21,75,2021-01-15
"53","kuar 1900 ushuaia","miercoles",22,60.75,2021-01-15
"54","kuar 1900 ushuaia","miercoles",23,38.25,2021-01-15
"55","kuar 1900 ushuaia","jueves",6,0,2021-01-15
"56","kuar 1900 ushuaia","jueves",7,0,2021-01-15
"57","kuar 1900 ushuaia","jueves",8,0,2021-01-15
"58","kuar 1900 ushuaia","jueves",9,0,2021-01-15
"59","kuar 1900 ushuaia","jueves",10,0,2021-01-15
"60","kuar 1900 ushuaia","jueves",11,0,2021-01-15
"61","kuar 1900 ushuaia","jueves",12,23.25,2021-01-15
"62","kuar 1900 ushuaia","jueves",13,25.5,2021-01-15
