"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"63","kuar 1900 ushuaia","jueves",14,27,2021-01-15
"64","kuar 1900 ushuaia","jueves",15,27.75,2021-01-15
"65","kuar 1900 ushuaia","jueves",16,29.25,2021-01-15
"66","kuar 1900 ushuaia","jueves",17,33.75,2021-01-15
"67","kuar 1900 ushuaia","jueves",18,42.75,2021-01-15
"68","kuar 1900 ushuaia","jueves",19,50.25,2021-01-15
"69","kuar 1900 ushuaia","jueves",20,49.5,2021-01-15
"70","kuar 1900 ushuaia","jueves",21,51,2021-01-15
"71","kuar 1900 ushuaia","jueves",22,59.25,2021-01-15
"72","kuar 1900 ushuaia","jueves",23,43.5,2021-01-15
"73","kuar 1900 ushuaia","viernes",6,0,2021-01-15
"74","kuar 1900 ushuaia","viernes",7,0,2021-01-15
"75","kuar 1900 ushuaia","viernes",8,0,2021-01-15
"76","kuar 1900 ushuaia","viernes",9,0,2021-01-15
"77","kuar 1900 ushuaia","viernes",10,0,2021-01-15
"78","kuar 1900 ushuaia","viernes",11,0,2021-01-15
"79","kuar 1900 ushuaia","viernes",12,15,2021-01-15
"80","kuar 1900 ushuaia","viernes",13,15.75,2021-01-15
"81","kuar 1900 ushuaia","viernes",14,16.5,2021-01-15
"82","kuar 1900 ushuaia","viernes",15,17.25,2021-01-15
"83","kuar 1900 ushuaia","viernes",16,21,2021-01-15
"84","kuar 1900 ushuaia","viernes",17,28.5,2021-01-15
"85","kuar 1900 ushuaia","viernes",18,41.25,2021-01-15
"86","kuar 1900 ushuaia","viernes",19,56.25,2021-01-15
"87","kuar 1900 ushuaia","viernes",20,66.75,2021-01-15
"88","kuar 1900 ushuaia","viernes",21,66,2021-01-15
"89","kuar 1900 ushuaia","viernes",22,54,2021-01-15
"90","kuar 1900 ushuaia","viernes",23,36.75,2021-01-15
"91","kuar 1900 ushuaia","sabado",6,0,2021-01-15
"92","kuar 1900 ushuaia","sabado",7,0,2021-01-15
"93","kuar 1900 ushuaia","sabado",8,0,2021-01-15
"94","kuar 1900 ushuaia","sabado",9,0,2021-01-15
"95","kuar 1900 ushuaia","sabado",10,0,2021-01-15
"96","kuar 1900 ushuaia","sabado",11,0,2021-01-15
"97","kuar 1900 ushuaia","sabado",12,24.75,2021-01-15
"98","kuar 1900 ushuaia","sabado",13,27.75,2021-01-15
"99","kuar 1900 ushuaia","sabado",14,29.25,2021-01-15
"100","kuar 1900 ushuaia","sabado",15,29.25,2021-01-15
"101","kuar 1900 ushuaia","sabado",16,30,2021-01-15
"102","kuar 1900 ushuaia","sabado",17,47.25,2021-01-15
"103","kuar 1900 ushuaia","sabado",18,71.25,2021-01-15
"104","kuar 1900 ushuaia","sabado",19,55.5,2021-01-15
"105","kuar 1900 ushuaia","sabado",20,46.5,2021-01-15
"106","kuar 1900 ushuaia","sabado",21,60.75,2021-01-15
"107","kuar 1900 ushuaia","sabado",22,71.25,2021-01-15
"108","kuar 1900 ushuaia","sabado",23,63.75,2021-01-15
"109","kuar 1900 ushuaia","sabado",24,42.75,2021-01-15
"110","kuar 1900 ushuaia","domingo",6,0,2021-01-15
"111","kuar 1900 ushuaia","domingo",7,0,2021-01-15
"112","kuar 1900 ushuaia","domingo",8,0,2021-01-15
"113","kuar 1900 ushuaia","domingo",9,0,2021-01-15
"114","kuar 1900 ushuaia","domingo",10,0,2021-01-15
"115","kuar 1900 ushuaia","domingo",11,0,2021-01-15
"116","kuar 1900 ushuaia","domingo",12,5.25,2021-01-15
"117","kuar 1900 ushuaia","domingo",13,5.25,2021-01-15
"118","kuar 1900 ushuaia","domingo",14,6,2021-01-15
"119","kuar 1900 ushuaia","domingo",15,8.25,2021-01-15
"120","kuar 1900 ushuaia","domingo",16,15.75,2021-01-15
"121","kuar 1900 ushuaia","domingo",17,26.25,2021-01-15
"122","kuar 1900 ushuaia","domingo",18,30,2021-01-15
"123","kuar 1900 ushuaia","domingo",19,33,2021-01-15
"124","kuar 1900 ushuaia","domingo",20,47.25,2021-01-15
"125","kuar 1900 ushuaia","domingo",21,60,2021-01-15
"126","kuar 1900 ushuaia","domingo",22,54,2021-01-15
"127","kuar 1900 ushuaia","domingo",23,34.5,2021-01-15
"128","kuar 1900 ushuaia","domingo",24,15,2021-01-15
