"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","freddo cabildo 1700","lunes",6,0,2021-01-14
"2","freddo cabildo 1700","lunes",7,0,2021-01-14
"3","freddo cabildo 1700","lunes",8,0,2021-01-14
"4","freddo cabildo 1700","lunes",9,0,2021-01-14
"5","freddo cabildo 1700","lunes",10,0.75,2021-01-14
"6","freddo cabildo 1700","lunes",11,0.75,2021-01-14
"7","freddo cabildo 1700","lunes",12,6,2021-01-14
"8","freddo cabildo 1700","lunes",13,11.25,2021-01-14
"9","freddo cabildo 1700","lunes",14,17.25,2021-01-14
"10","freddo cabildo 1700","lunes",15,22.5,2021-01-14
"11","freddo cabildo 1700","lunes",16,29.25,2021-01-14
"12","freddo cabildo 1700","lunes",17,36,2021-01-14
"13","freddo cabildo 1700","lunes",18,38.25,2021-01-14
"14","freddo cabildo 1700","lunes",19,34.5,2021-01-14
"15","freddo cabildo 1700","lunes",20,26.25,2021-01-14
"16","freddo cabildo 1700","lunes",21,21.75,2021-01-14
"17","freddo cabildo 1700","lunes",22,24,2021-01-14
"18","freddo cabildo 1700","lunes",23,13.5,2021-01-14
"19","freddo cabildo 1700","martes",6,0,2021-01-14
"20","freddo cabildo 1700","martes",7,0,2021-01-14
"21","freddo cabildo 1700","martes",8,0,2021-01-14
"22","freddo cabildo 1700","martes",9,0,2021-01-14
"23","freddo cabildo 1700","martes",10,0.75,2021-01-14
"24","freddo cabildo 1700","martes",11,0.75,2021-01-14
"25","freddo cabildo 1700","martes",12,0,2021-01-14
"26","freddo cabildo 1700","martes",13,9,2021-01-14
"27","freddo cabildo 1700","martes",14,18.75,2021-01-14
"28","freddo cabildo 1700","martes",15,27.75,2021-01-14
"29","freddo cabildo 1700","martes",16,33.75,2021-01-14
"30","freddo cabildo 1700","martes",17,34.5,2021-01-14
"31","freddo cabildo 1700","martes",18,31.5,2021-01-14
"32","freddo cabildo 1700","martes",19,27.75,2021-01-14
"33","freddo cabildo 1700","martes",20,27.75,2021-01-14
"34","freddo cabildo 1700","martes",21,25.5,2021-01-14
"35","freddo cabildo 1700","martes",22,19.5,2021-01-14
"36","freddo cabildo 1700","martes",23,8.25,2021-01-14
"37","freddo cabildo 1700","miercoles",6,0,2021-01-14
"38","freddo cabildo 1700","miercoles",7,0,2021-01-14
"39","freddo cabildo 1700","miercoles",8,0,2021-01-14
"40","freddo cabildo 1700","miercoles",9,0,2021-01-14
"41","freddo cabildo 1700","miercoles",10,0.75,2021-01-14
"42","freddo cabildo 1700","miercoles",11,0.75,2021-01-14
"43","freddo cabildo 1700","miercoles",12,0.75,2021-01-14
"44","freddo cabildo 1700","miercoles",13,6,2021-01-14
"45","freddo cabildo 1700","miercoles",14,12,2021-01-14
"46","freddo cabildo 1700","miercoles",15,20.25,2021-01-14
"47","freddo cabildo 1700","miercoles",16,30.75,2021-01-14
"48","freddo cabildo 1700","miercoles",17,41.25,2021-01-14
"49","freddo cabildo 1700","miercoles",18,46.5,2021-01-14
"50","freddo cabildo 1700","miercoles",19,40.5,2021-01-14
"51","freddo cabildo 1700","miercoles",20,29.25,2021-01-14
"52","freddo cabildo 1700","miercoles",21,23.25,2021-01-14
"53","freddo cabildo 1700","miercoles",22,23.25,2021-01-14
"54","freddo cabildo 1700","miercoles",23,15,2021-01-14
"55","freddo cabildo 1700","jueves",6,0,2021-01-14
"56","freddo cabildo 1700","jueves",7,0,2021-01-14
"57","freddo cabildo 1700","jueves",8,0,2021-01-14
"58","freddo cabildo 1700","jueves",9,0,2021-01-14
"59","freddo cabildo 1700","jueves",10,0.75,2021-01-14
"60","freddo cabildo 1700","jueves",11,0.75,2021-01-14
"61","freddo cabildo 1700","jueves",12,6,2021-01-14
"62","freddo cabildo 1700","jueves",13,14.25,2021-01-14
"63","freddo cabildo 1700","jueves",14,24,2021-01-14
"64","freddo cabildo 1700","jueves",15,33,2021-01-14
"65","freddo cabildo 1700","jueves",16,40.5,2021-01-14
"66","freddo cabildo 1700","jueves",17,44.25,2021-01-14
"67","freddo cabildo 1700","jueves",18,44.25,2021-01-14
"68","freddo cabildo 1700","jueves",19,40.5,2021-01-14
"69","freddo cabildo 1700","jueves",20,33.75,2021-01-14
"70","freddo cabildo 1700","jueves",21,24.75,2021-01-14
"71","freddo cabildo 1700","jueves",22,15,2021-01-14
"72","freddo cabildo 1700","jueves",23,6,2021-01-14
"73","freddo cabildo 1700","viernes",6,0,2021-01-14
"74","freddo cabildo 1700","viernes",7,0,2021-01-14
"75","freddo cabildo 1700","viernes",8,0,2021-01-14
"76","freddo cabildo 1700","viernes",9,0,2021-01-14
"77","freddo cabildo 1700","viernes",10,0.75,2021-01-14
"78","freddo cabildo 1700","viernes",11,0.75,2021-01-14
"79","freddo cabildo 1700","viernes",12,0.75,2021-01-14
"80","freddo cabildo 1700","viernes",13,5.25,2021-01-14
