"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"90","museo nacional de bellas artes","sabado",23,0,2021-01-14
"91","museo nacional de bellas artes","domingo",6,0,2021-01-14
"92","museo nacional de bellas artes","domingo",7,0,2021-01-14
"93","museo nacional de bellas artes","domingo",8,0,2021-01-14
"94","museo nacional de bellas artes","domingo",9,0,2021-01-14
"95","museo nacional de bellas artes","domingo",10,19.5,2021-01-14
"96","museo nacional de bellas artes","domingo",11,27.75,2021-01-14
"97","museo nacional de bellas artes","domingo",12,36,2021-01-14
"98","museo nacional de bellas artes","domingo",13,44.25,2021-01-14
"99","museo nacional de bellas artes","domingo",14,50.25,2021-01-14
"100","museo nacional de bellas artes","domingo",15,57.75,2021-01-14
"101","museo nacional de bellas artes","domingo",16,65.25,2021-01-14
"102","museo nacional de bellas artes","domingo",17,68.25,2021-01-14
"103","museo nacional de bellas artes","domingo",18,61.5,2021-01-14
"104","museo nacional de bellas artes","domingo",19,44.25,2021-01-14
"105","museo nacional de bellas artes","domingo",20,0,2021-01-14
"106","museo nacional de bellas artes","domingo",21,0,2021-01-14
"107","museo nacional de bellas artes","domingo",22,0,2021-01-14
"108","museo nacional de bellas artes","domingo",23,0,2021-01-14
