"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","museo nacional de bellas artes","martes",6,0,2021-01-14
"2","museo nacional de bellas artes","martes",7,0,2021-01-14
"3","museo nacional de bellas artes","martes",8,0,2021-01-14
"4","museo nacional de bellas artes","martes",9,0,2021-01-14
"5","museo nacional de bellas artes","martes",10,0,2021-01-14
"6","museo nacional de bellas artes","martes",11,35.25,2021-01-14
"7","museo nacional de bellas artes","martes",12,40.5,2021-01-14
"8","museo nacional de bellas artes","martes",13,41.25,2021-01-14
"9","museo nacional de bellas artes","martes",14,39.75,2021-01-14
"10","museo nacional de bellas artes","martes",15,38.25,2021-01-14
"11","museo nacional de bellas artes","martes",16,40.5,2021-01-14
"12","museo nacional de bellas artes","martes",17,45,2021-01-14
"13","museo nacional de bellas artes","martes",18,42.75,2021-01-14
"14","museo nacional de bellas artes","martes",19,30,2021-01-14
"15","museo nacional de bellas artes","martes",20,0,2021-01-14
"16","museo nacional de bellas artes","martes",21,0,2021-01-14
"17","museo nacional de bellas artes","martes",22,0,2021-01-14
"18","museo nacional de bellas artes","martes",23,0,2021-01-14
"19","museo nacional de bellas artes","miercoles",6,0,2021-01-14
"20","museo nacional de bellas artes","miercoles",7,0,2021-01-14
"21","museo nacional de bellas artes","miercoles",8,0,2021-01-14
"22","museo nacional de bellas artes","miercoles",9,0,2021-01-14
"23","museo nacional de bellas artes","miercoles",10,0,2021-01-14
"24","museo nacional de bellas artes","miercoles",11,33.75,2021-01-14
"25","museo nacional de bellas artes","miercoles",12,39.75,2021-01-14
"26","museo nacional de bellas artes","miercoles",13,42.75,2021-01-14
"27","museo nacional de bellas artes","miercoles",14,44.25,2021-01-14
"28","museo nacional de bellas artes","miercoles",15,45,2021-01-14
"29","museo nacional de bellas artes","miercoles",16,46.5,2021-01-14
"30","museo nacional de bellas artes","miercoles",17,45.75,2021-01-14
"31","museo nacional de bellas artes","miercoles",18,41.25,2021-01-14
"32","museo nacional de bellas artes","miercoles",19,33,2021-01-14
"33","museo nacional de bellas artes","miercoles",20,0,2021-01-14
"34","museo nacional de bellas artes","miercoles",21,0,2021-01-14
"35","museo nacional de bellas artes","miercoles",22,0,2021-01-14
"36","museo nacional de bellas artes","miercoles",23,0,2021-01-14
"37","museo nacional de bellas artes","jueves",6,0,2021-01-14
"38","museo nacional de bellas artes","jueves",7,0,2021-01-14
"39","museo nacional de bellas artes","jueves",8,0,2021-01-14
"40","museo nacional de bellas artes","jueves",9,0,2021-01-14
"41","museo nacional de bellas artes","jueves",10,0,2021-01-14
"42","museo nacional de bellas artes","jueves",11,33.75,2021-01-14
"43","museo nacional de bellas artes","jueves",12,36,2021-01-14
"44","museo nacional de bellas artes","jueves",13,35.25,2021-01-14
"45","museo nacional de bellas artes","jueves",14,35.25,2021-01-14
"46","museo nacional de bellas artes","jueves",15,37.5,2021-01-14
"47","museo nacional de bellas artes","jueves",16,40.5,2021-01-14
"48","museo nacional de bellas artes","jueves",17,41.25,2021-01-14
"49","museo nacional de bellas artes","jueves",18,38.25,2021-01-14
"50","museo nacional de bellas artes","jueves",19,30,2021-01-14
"51","museo nacional de bellas artes","jueves",20,0,2021-01-14
"52","museo nacional de bellas artes","jueves",21,0,2021-01-14
"53","museo nacional de bellas artes","jueves",22,0,2021-01-14
"54","museo nacional de bellas artes","jueves",23,0,2021-01-14
"55","museo nacional de bellas artes","viernes",6,0,2021-01-14
"56","museo nacional de bellas artes","viernes",7,0,2021-01-14
"57","museo nacional de bellas artes","viernes",8,0,2021-01-14
"58","museo nacional de bellas artes","viernes",9,0,2021-01-14
"59","museo nacional de bellas artes","viernes",10,0,2021-01-14
"60","museo nacional de bellas artes","viernes",11,28.5,2021-01-14
"61","museo nacional de bellas artes","viernes",12,33.75,2021-01-14
"62","museo nacional de bellas artes","viernes",13,38.25,2021-01-14
"63","museo nacional de bellas artes","viernes",14,42,2021-01-14
"64","museo nacional de bellas artes","viernes",15,43.5,2021-01-14
"65","museo nacional de bellas artes","viernes",16,42.75,2021-01-14
"66","museo nacional de bellas artes","viernes",17,39,2021-01-14
"67","museo nacional de bellas artes","viernes",18,33.75,2021-01-14
"68","museo nacional de bellas artes","viernes",19,27,2021-01-14
"69","museo nacional de bellas artes","viernes",20,0,2021-01-14
"70","museo nacional de bellas artes","viernes",21,0,2021-01-14
"71","museo nacional de bellas artes","viernes",22,0,2021-01-14
"72","museo nacional de bellas artes","viernes",23,0,2021-01-14
"73","museo nacional de bellas artes","sabado",6,0,2021-01-14
"74","museo nacional de bellas artes","sabado",7,0,2021-01-14
"75","museo nacional de bellas artes","sabado",8,0,2021-01-14
"76","museo nacional de bellas artes","sabado",9,0,2021-01-14
"77","museo nacional de bellas artes","sabado",10,31.5,2021-01-14
"78","museo nacional de bellas artes","sabado",11,42,2021-01-14
"79","museo nacional de bellas artes","sabado",12,50.25,2021-01-14
"80","museo nacional de bellas artes","sabado",13,53.25,2021-01-14
"81","museo nacional de bellas artes","sabado",14,52.5,2021-01-14
"82","museo nacional de bellas artes","sabado",15,52.5,2021-01-14
"83","museo nacional de bellas artes","sabado",16,59.25,2021-01-14
"84","museo nacional de bellas artes","sabado",17,72.75,2021-01-14
"85","museo nacional de bellas artes","sabado",18,75,2021-01-14
"86","museo nacional de bellas artes","sabado",19,54,2021-01-14
"87","museo nacional de bellas artes","sabado",20,0,2021-01-14
"88","museo nacional de bellas artes","sabado",21,0,2021-01-14
"89","museo nacional de bellas artes","sabado",22,0,2021-01-14
