"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","Ramos generales ushuaia","lunes",6,0,2021-01-15
"2","Ramos generales ushuaia","lunes",7,0,2021-01-15
"3","Ramos generales ushuaia","lunes",8,0,2021-01-15
"4","Ramos generales ushuaia","lunes",9,18,2021-01-15
"5","Ramos generales ushuaia","lunes",10,25.5,2021-01-15
"6","Ramos generales ushuaia","lunes",11,33.75,2021-01-15
"7","Ramos generales ushuaia","lunes",12,42.75,2021-01-15
"8","Ramos generales ushuaia","lunes",13,51,2021-01-15
"9","Ramos generales ushuaia","lunes",14,51,2021-01-15
"10","Ramos generales ushuaia","lunes",15,42.75,2021-01-15
"11","Ramos generales ushuaia","lunes",16,35.25,2021-01-15
"12","Ramos generales ushuaia","lunes",17,33.75,2021-01-15
"13","Ramos generales ushuaia","lunes",18,37.5,2021-01-15
"14","Ramos generales ushuaia","lunes",19,39.75,2021-01-15
"15","Ramos generales ushuaia","lunes",20,37.5,2021-01-15
"16","Ramos generales ushuaia","lunes",21,30,2021-01-15
"17","Ramos generales ushuaia","lunes",22,21,2021-01-15
"18","Ramos generales ushuaia","lunes",23,12,2021-01-15
"19","Ramos generales ushuaia","martes",6,0,2021-01-15
"20","Ramos generales ushuaia","martes",7,0,2021-01-15
"21","Ramos generales ushuaia","martes",8,0,2021-01-15
"22","Ramos generales ushuaia","martes",9,25.5,2021-01-15
"23","Ramos generales ushuaia","martes",10,34.5,2021-01-15
"24","Ramos generales ushuaia","martes",11,40.5,2021-01-15
"25","Ramos generales ushuaia","martes",12,44.25,2021-01-15
"26","Ramos generales ushuaia","martes",13,48,2021-01-15
"27","Ramos generales ushuaia","martes",14,52.5,2021-01-15
"28","Ramos generales ushuaia","martes",15,54.75,2021-01-15
"29","Ramos generales ushuaia","martes",16,51.75,2021-01-15
"30","Ramos generales ushuaia","martes",17,45,2021-01-15
"31","Ramos generales ushuaia","martes",18,37.5,2021-01-15
"32","Ramos generales ushuaia","martes",19,31.5,2021-01-15
"33","Ramos generales ushuaia","martes",20,26.25,2021-01-15
"34","Ramos generales ushuaia","martes",21,21.75,2021-01-15
"35","Ramos generales ushuaia","martes",22,16.5,2021-01-15
"36","Ramos generales ushuaia","martes",23,11.25,2021-01-15
"37","Ramos generales ushuaia","miercoles",6,0,2021-01-15
"38","Ramos generales ushuaia","miercoles",7,0,2021-01-15
"39","Ramos generales ushuaia","miercoles",8,0,2021-01-15
"40","Ramos generales ushuaia","miercoles",9,15.75,2021-01-15
"41","Ramos generales ushuaia","miercoles",10,26.25,2021-01-15
"42","Ramos generales ushuaia","miercoles",11,36,2021-01-15
"43","Ramos generales ushuaia","miercoles",12,44.25,2021-01-15
"44","Ramos generales ushuaia","miercoles",13,47.25,2021-01-15
"45","Ramos generales ushuaia","miercoles",14,47.25,2021-01-15
"46","Ramos generales ushuaia","miercoles",15,46.5,2021-01-15
"47","Ramos generales ushuaia","miercoles",16,46.5,2021-01-15
"48","Ramos generales ushuaia","miercoles",17,48,2021-01-15
"49","Ramos generales ushuaia","miercoles",18,48.75,2021-01-15
"50","Ramos generales ushuaia","miercoles",19,46.5,2021-01-15
"51","Ramos generales ushuaia","miercoles",20,39,2021-01-15
"52","Ramos generales ushuaia","miercoles",21,30,2021-01-15
"53","Ramos generales ushuaia","miercoles",22,20.25,2021-01-15
"54","Ramos generales ushuaia","miercoles",23,12,2021-01-15
"55","Ramos generales ushuaia","jueves",6,0,2021-01-15
"56","Ramos generales ushuaia","jueves",7,0,2021-01-15
"57","Ramos generales ushuaia","jueves",8,0,2021-01-15
"58","Ramos generales ushuaia","jueves",9,20.25,2021-01-15
"59","Ramos generales ushuaia","jueves",10,31.5,2021-01-15
"60","Ramos generales ushuaia","jueves",11,39.75,2021-01-15
"61","Ramos generales ushuaia","jueves",12,42.75,2021-01-15
"62","Ramos generales ushuaia","jueves",13,42.75,2021-01-15
"63","Ramos generales ushuaia","jueves",14,42.75,2021-01-15
"64","Ramos generales ushuaia","jueves",15,44.25,2021-01-15
"65","Ramos generales ushuaia","jueves",16,45,2021-01-15
"66","Ramos generales ushuaia","jueves",17,43.5,2021-01-15
"67","Ramos generales ushuaia","jueves",18,39,2021-01-15
"68","Ramos generales ushuaia","jueves",19,33,2021-01-15
"69","Ramos generales ushuaia","jueves",20,26.25,2021-01-15
"70","Ramos generales ushuaia","jueves",21,19.5,2021-01-15
"71","Ramos generales ushuaia","jueves",22,14.25,2021-01-15
"72","Ramos generales ushuaia","jueves",23,9.75,2021-01-15
"73","Ramos generales ushuaia","viernes",6,0,2021-01-15
"74","Ramos generales ushuaia","viernes",7,0,2021-01-15
"75","Ramos generales ushuaia","viernes",8,0,2021-01-15
"76","Ramos generales ushuaia","viernes",9,19.5,2021-01-15
"77","Ramos generales ushuaia","viernes",10,31.5,2021-01-15
"78","Ramos generales ushuaia","viernes",11,42,2021-01-15
"79","Ramos generales ushuaia","viernes",12,45,2021-01-15
"80","Ramos generales ushuaia","viernes",13,40.5,2021-01-15
"81","Ramos generales ushuaia","viernes",14,33,2021-01-15
"82","Ramos generales ushuaia","viernes",15,27.75,2021-01-15
"83","Ramos generales ushuaia","viernes",16,29.25,2021-01-15
"84","Ramos generales ushuaia","viernes",17,34.5,2021-01-15
"85","Ramos generales ushuaia","viernes",18,40.5,2021-01-15
"86","Ramos generales ushuaia","viernes",19,42,2021-01-15
"87","Ramos generales ushuaia","viernes",20,38.25,2021-01-15
"88","Ramos generales ushuaia","viernes",21,30,2021-01-15
"89","Ramos generales ushuaia","viernes",22,20.25,2021-01-15
"90","Ramos generales ushuaia","viernes",23,12,2021-01-15
"91","Ramos generales ushuaia","sabado",6,0,2021-01-15
"92","Ramos generales ushuaia","sabado",7,0,2021-01-15
"93","Ramos generales ushuaia","sabado",8,0,2021-01-15
"94","Ramos generales ushuaia","sabado",9,14.25,2021-01-15
"95","Ramos generales ushuaia","sabado",10,24,2021-01-15
"96","Ramos generales ushuaia","sabado",11,34.5,2021-01-15
"97","Ramos generales ushuaia","sabado",12,42.75,2021-01-15
"98","Ramos generales ushuaia","sabado",13,45,2021-01-15
"99","Ramos generales ushuaia","sabado",14,44.25,2021-01-15
"100","Ramos generales ushuaia","sabado",15,44.25,2021-01-15
"101","Ramos generales ushuaia","sabado",16,52.5,2021-01-15
"102","Ramos generales ushuaia","sabado",17,66,2021-01-15
"103","Ramos generales ushuaia","sabado",18,75,2021-01-15
"104","Ramos generales ushuaia","sabado",19,69.75,2021-01-15
"105","Ramos generales ushuaia","sabado",20,52.5,2021-01-15
"106","Ramos generales ushuaia","sabado",21,34.5,2021-01-15
"107","Ramos generales ushuaia","sabado",22,21,2021-01-15
"108","Ramos generales ushuaia","sabado",23,12.75,2021-01-15
"109","Ramos generales ushuaia","domingo",6,0,2021-01-15
"110","Ramos generales ushuaia","domingo",7,0,2021-01-15
