"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","mirador Mingo moreno ushuaia","lunes",4,3,2021-01-15
"2","mirador Mingo moreno ushuaia","lunes",5,6.75,2021-01-15
"3","mirador Mingo moreno ushuaia","lunes",6,6.75,2021-01-15
"4","mirador Mingo moreno ushuaia","lunes",7,6.75,2021-01-15
"5","mirador Mingo moreno ushuaia","lunes",8,10.5,2021-01-15
"6","mirador Mingo moreno ushuaia","lunes",9,10.5,2021-01-15
"7","mirador Mingo moreno ushuaia","lunes",10,14.25,2021-01-15
"8","mirador Mingo moreno ushuaia","lunes",11,14.25,2021-01-15
"9","mirador Mingo moreno ushuaia","lunes",12,14.25,2021-01-15
"10","mirador Mingo moreno ushuaia","lunes",13,14.25,2021-01-15
"11","mirador Mingo moreno ushuaia","lunes",14,14.25,2021-01-15
"12","mirador Mingo moreno ushuaia","lunes",15,14.25,2021-01-15
"13","mirador Mingo moreno ushuaia","lunes",16,14.25,2021-01-15
"14","mirador Mingo moreno ushuaia","lunes",17,24.75,2021-01-15
"15","mirador Mingo moreno ushuaia","lunes",18,71.25,2021-01-15
"16","mirador Mingo moreno ushuaia","lunes",19,31.5,2021-01-15
"17","mirador Mingo moreno ushuaia","lunes",20,10.5,2021-01-15
"18","mirador Mingo moreno ushuaia","lunes",21,6.75,2021-01-15
"19","mirador Mingo moreno ushuaia","lunes",22,6.75,2021-01-15
"20","mirador Mingo moreno ushuaia","lunes",23,6.75,2021-01-15
"21","mirador Mingo moreno ushuaia","lunes",24,3,2021-01-15
"22","mirador Mingo moreno ushuaia","lunes",25,3,2021-01-15
"23","mirador Mingo moreno ushuaia","lunes",26,3,2021-01-15
"24","mirador Mingo moreno ushuaia","lunes",27,3,2021-01-15
"25","mirador Mingo moreno ushuaia","martes",4,3,2021-01-15
"26","mirador Mingo moreno ushuaia","martes",5,3,2021-01-15
"27","mirador Mingo moreno ushuaia","martes",6,3,2021-01-15
"28","mirador Mingo moreno ushuaia","martes",7,3,2021-01-15
"29","mirador Mingo moreno ushuaia","martes",8,3,2021-01-15
"30","mirador Mingo moreno ushuaia","martes",9,3,2021-01-15
"31","mirador Mingo moreno ushuaia","martes",10,3,2021-01-15
"32","mirador Mingo moreno ushuaia","martes",11,3,2021-01-15
"33","mirador Mingo moreno ushuaia","martes",12,3,2021-01-15
"34","mirador Mingo moreno ushuaia","martes",13,3,2021-01-15
"35","mirador Mingo moreno ushuaia","martes",14,6.75,2021-01-15
"36","mirador Mingo moreno ushuaia","martes",15,17.25,2021-01-15
"37","mirador Mingo moreno ushuaia","martes",16,53.25,2021-01-15
"38","mirador Mingo moreno ushuaia","martes",17,67.5,2021-01-15
"39","mirador Mingo moreno ushuaia","martes",18,39,2021-01-15
"40","mirador Mingo moreno ushuaia","martes",19,21,2021-01-15
"41","mirador Mingo moreno ushuaia","martes",20,14.25,2021-01-15
"42","mirador Mingo moreno ushuaia","martes",21,10.5,2021-01-15
"43","mirador Mingo moreno ushuaia","martes",22,3,2021-01-15
"44","mirador Mingo moreno ushuaia","martes",23,3,2021-01-15
"45","mirador Mingo moreno ushuaia","martes",24,3,2021-01-15
"46","mirador Mingo moreno ushuaia","martes",25,3,2021-01-15
"47","mirador Mingo moreno ushuaia","martes",26,3,2021-01-15
"48","mirador Mingo moreno ushuaia","martes",27,3,2021-01-15
"49","mirador Mingo moreno ushuaia","miercoles",4,3,2021-01-15
"50","mirador Mingo moreno ushuaia","miercoles",5,3,2021-01-15
"51","mirador Mingo moreno ushuaia","miercoles",6,3,2021-01-15
"52","mirador Mingo moreno ushuaia","miercoles",7,3,2021-01-15
"53","mirador Mingo moreno ushuaia","miercoles",8,6.75,2021-01-15
"54","mirador Mingo moreno ushuaia","miercoles",9,6.75,2021-01-15
"55","mirador Mingo moreno ushuaia","miercoles",10,10.5,2021-01-15
"56","mirador Mingo moreno ushuaia","miercoles",11,14.25,2021-01-15
"57","mirador Mingo moreno ushuaia","miercoles",12,14.25,2021-01-15
"58","mirador Mingo moreno ushuaia","miercoles",13,17.25,2021-01-15
"59","mirador Mingo moreno ushuaia","miercoles",14,17.25,2021-01-15
"60","mirador Mingo moreno ushuaia","miercoles",15,21,2021-01-15
"61","mirador Mingo moreno ushuaia","miercoles",16,21,2021-01-15
"62","mirador Mingo moreno ushuaia","miercoles",17,21,2021-01-15
"63","mirador Mingo moreno ushuaia","miercoles",18,17.25,2021-01-15
"64","mirador Mingo moreno ushuaia","miercoles",19,17.25,2021-01-15
"65","mirador Mingo moreno ushuaia","miercoles",20,14.25,2021-01-15
"66","mirador Mingo moreno ushuaia","miercoles",21,10.5,2021-01-15
"67","mirador Mingo moreno ushuaia","miercoles",22,10.5,2021-01-15
"68","mirador Mingo moreno ushuaia","miercoles",23,6.75,2021-01-15
"69","mirador Mingo moreno ushuaia","miercoles",24,6.75,2021-01-15
"70","mirador Mingo moreno ushuaia","miercoles",25,3,2021-01-15
"71","mirador Mingo moreno ushuaia","miercoles",26,3,2021-01-15
"72","mirador Mingo moreno ushuaia","miercoles",27,3,2021-01-15
"73","mirador Mingo moreno ushuaia","jueves",4,3,2021-01-15
"74","mirador Mingo moreno ushuaia","jueves",5,3,2021-01-15
"75","mirador Mingo moreno ushuaia","jueves",6,3,2021-01-15
"76","mirador Mingo moreno ushuaia","jueves",7,3,2021-01-15
