"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"89","Grido helado magallanes ushuaia","viernes",22,36,2021-01-15
"90","Grido helado magallanes ushuaia","viernes",23,21,2021-01-15
"91","Grido helado magallanes ushuaia","sabado",6,0,2021-01-15
"92","Grido helado magallanes ushuaia","sabado",7,0,2021-01-15
"93","Grido helado magallanes ushuaia","sabado",8,0,2021-01-15
"94","Grido helado magallanes ushuaia","sabado",9,0,2021-01-15
"95","Grido helado magallanes ushuaia","sabado",10,0,2021-01-15
"96","Grido helado magallanes ushuaia","sabado",11,0,2021-01-15
"97","Grido helado magallanes ushuaia","sabado",12,9.75,2021-01-15
"98","Grido helado magallanes ushuaia","sabado",13,18,2021-01-15
"99","Grido helado magallanes ushuaia","sabado",14,30,2021-01-15
"100","Grido helado magallanes ushuaia","sabado",15,45,2021-01-15
"101","Grido helado magallanes ushuaia","sabado",16,59.25,2021-01-15
"102","Grido helado magallanes ushuaia","sabado",17,68.25,2021-01-15
"103","Grido helado magallanes ushuaia","sabado",18,71.25,2021-01-15
"104","Grido helado magallanes ushuaia","sabado",19,72,2021-01-15
"105","Grido helado magallanes ushuaia","sabado",20,74.25,2021-01-15
"106","Grido helado magallanes ushuaia","sabado",21,75,2021-01-15
"107","Grido helado magallanes ushuaia","sabado",22,63,2021-01-15
"108","Grido helado magallanes ushuaia","sabado",23,40.5,2021-01-15
"109","Grido helado magallanes ushuaia","domingo",6,0,2021-01-15
"110","Grido helado magallanes ushuaia","domingo",7,0,2021-01-15
"111","Grido helado magallanes ushuaia","domingo",8,0,2021-01-15
"112","Grido helado magallanes ushuaia","domingo",9,0,2021-01-15
"113","Grido helado magallanes ushuaia","domingo",10,0,2021-01-15
"114","Grido helado magallanes ushuaia","domingo",11,0,2021-01-15
"115","Grido helado magallanes ushuaia","domingo",12,9.75,2021-01-15
"116","Grido helado magallanes ushuaia","domingo",13,13.5,2021-01-15
"117","Grido helado magallanes ushuaia","domingo",14,21,2021-01-15
"118","Grido helado magallanes ushuaia","domingo",15,30.75,2021-01-15
"119","Grido helado magallanes ushuaia","domingo",16,43.5,2021-01-15
"120","Grido helado magallanes ushuaia","domingo",17,55.5,2021-01-15
"121","Grido helado magallanes ushuaia","domingo",18,63.75,2021-01-15
"122","Grido helado magallanes ushuaia","domingo",19,64.5,2021-01-15
"123","Grido helado magallanes ushuaia","domingo",20,57,2021-01-15
"124","Grido helado magallanes ushuaia","domingo",21,45,2021-01-15
"125","Grido helado magallanes ushuaia","domingo",22,30.75,2021-01-15
"126","Grido helado magallanes ushuaia","domingo",23,18.75,2021-01-15
