"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","Grido helado magallanes ushuaia","lunes",6,0,2021-01-15
"2","Grido helado magallanes ushuaia","lunes",7,0,2021-01-15
"3","Grido helado magallanes ushuaia","lunes",8,0,2021-01-15
"4","Grido helado magallanes ushuaia","lunes",9,0,2021-01-15
"5","Grido helado magallanes ushuaia","lunes",10,0,2021-01-15
"6","Grido helado magallanes ushuaia","lunes",11,0,2021-01-15
"7","Grido helado magallanes ushuaia","lunes",12,6,2021-01-15
"8","Grido helado magallanes ushuaia","lunes",13,10.5,2021-01-15
"9","Grido helado magallanes ushuaia","lunes",14,15.75,2021-01-15
"10","Grido helado magallanes ushuaia","lunes",15,23.25,2021-01-15
"11","Grido helado magallanes ushuaia","lunes",16,32.25,2021-01-15
"12","Grido helado magallanes ushuaia","lunes",17,39.75,2021-01-15
"13","Grido helado magallanes ushuaia","lunes",18,44.25,2021-01-15
"14","Grido helado magallanes ushuaia","lunes",19,44.25,2021-01-15
"15","Grido helado magallanes ushuaia","lunes",20,39.75,2021-01-15
"16","Grido helado magallanes ushuaia","lunes",21,31.5,2021-01-15
"17","Grido helado magallanes ushuaia","lunes",22,23.25,2021-01-15
"18","Grido helado magallanes ushuaia","lunes",23,15,2021-01-15
"19","Grido helado magallanes ushuaia","martes",6,0,2021-01-15
"20","Grido helado magallanes ushuaia","martes",7,0,2021-01-15
"21","Grido helado magallanes ushuaia","martes",8,0,2021-01-15
"22","Grido helado magallanes ushuaia","martes",9,0,2021-01-15
"23","Grido helado magallanes ushuaia","martes",10,0,2021-01-15
"24","Grido helado magallanes ushuaia","martes",11,0,2021-01-15
"25","Grido helado magallanes ushuaia","martes",12,9,2021-01-15
"26","Grido helado magallanes ushuaia","martes",13,11.25,2021-01-15
"27","Grido helado magallanes ushuaia","martes",14,16.5,2021-01-15
"28","Grido helado magallanes ushuaia","martes",15,24,2021-01-15
"29","Grido helado magallanes ushuaia","martes",16,33.75,2021-01-15
"30","Grido helado magallanes ushuaia","martes",17,43.5,2021-01-15
"31","Grido helado magallanes ushuaia","martes",18,49.5,2021-01-15
"32","Grido helado magallanes ushuaia","martes",19,48,2021-01-15
"33","Grido helado magallanes ushuaia","martes",20,39.75,2021-01-15
"34","Grido helado magallanes ushuaia","martes",21,27,2021-01-15
"35","Grido helado magallanes ushuaia","martes",22,30.75,2021-01-15
"36","Grido helado magallanes ushuaia","martes",23,21,2021-01-15
"37","Grido helado magallanes ushuaia","miercoles",6,0,2021-01-15
"38","Grido helado magallanes ushuaia","miercoles",7,0,2021-01-15
"39","Grido helado magallanes ushuaia","miercoles",8,0,2021-01-15
"40","Grido helado magallanes ushuaia","miercoles",9,0,2021-01-15
"41","Grido helado magallanes ushuaia","miercoles",10,0,2021-01-15
"42","Grido helado magallanes ushuaia","miercoles",11,0,2021-01-15
"43","Grido helado magallanes ushuaia","miercoles",12,9.75,2021-01-15
"44","Grido helado magallanes ushuaia","miercoles",13,16.5,2021-01-15
"45","Grido helado magallanes ushuaia","miercoles",14,23.25,2021-01-15
"46","Grido helado magallanes ushuaia","miercoles",15,28.5,2021-01-15
"47","Grido helado magallanes ushuaia","miercoles",16,32.25,2021-01-15
"48","Grido helado magallanes ushuaia","miercoles",17,36.75,2021-01-15
"49","Grido helado magallanes ushuaia","miercoles",18,42,2021-01-15
"50","Grido helado magallanes ushuaia","miercoles",19,46.5,2021-01-15
"51","Grido helado magallanes ushuaia","miercoles",20,43.5,2021-01-15
"52","Grido helado magallanes ushuaia","miercoles",21,33.75,2021-01-15
"53","Grido helado magallanes ushuaia","miercoles",22,21,2021-01-15
"54","Grido helado magallanes ushuaia","miercoles",23,10.5,2021-01-15
"55","Grido helado magallanes ushuaia","jueves",6,0,2021-01-15
"56","Grido helado magallanes ushuaia","jueves",7,0,2021-01-15
"57","Grido helado magallanes ushuaia","jueves",8,0,2021-01-15
"58","Grido helado magallanes ushuaia","jueves",9,0,2021-01-15
"59","Grido helado magallanes ushuaia","jueves",10,0,2021-01-15
"60","Grido helado magallanes ushuaia","jueves",11,0,2021-01-15
"61","Grido helado magallanes ushuaia","jueves",12,13.5,2021-01-15
"62","Grido helado magallanes ushuaia","jueves",13,20.25,2021-01-15
"63","Grido helado magallanes ushuaia","jueves",14,27.75,2021-01-15
"64","Grido helado magallanes ushuaia","jueves",15,35.25,2021-01-15
"65","Grido helado magallanes ushuaia","jueves",16,41.25,2021-01-15
"66","Grido helado magallanes ushuaia","jueves",17,45,2021-01-15
"67","Grido helado magallanes ushuaia","jueves",18,45,2021-01-15
"68","Grido helado magallanes ushuaia","jueves",19,42,2021-01-15
"69","Grido helado magallanes ushuaia","jueves",20,36,2021-01-15
"70","Grido helado magallanes ushuaia","jueves",21,29.25,2021-01-15
"71","Grido helado magallanes ushuaia","jueves",22,21,2021-01-15
"72","Grido helado magallanes ushuaia","jueves",23,14.25,2021-01-15
"73","Grido helado magallanes ushuaia","viernes",6,0,2021-01-15
"74","Grido helado magallanes ushuaia","viernes",7,0,2021-01-15
"75","Grido helado magallanes ushuaia","viernes",8,0,2021-01-15
"76","Grido helado magallanes ushuaia","viernes",9,0,2021-01-15
"77","Grido helado magallanes ushuaia","viernes",10,0,2021-01-15
"78","Grido helado magallanes ushuaia","viernes",11,0,2021-01-15
"79","Grido helado magallanes ushuaia","viernes",12,9.75,2021-01-15
"80","Grido helado magallanes ushuaia","viernes",13,17.25,2021-01-15
"81","Grido helado magallanes ushuaia","viernes",14,27,2021-01-15
"82","Grido helado magallanes ushuaia","viernes",15,36,2021-01-15
"83","Grido helado magallanes ushuaia","viernes",16,43.5,2021-01-15
"84","Grido helado magallanes ushuaia","viernes",17,46.5,2021-01-15
"85","Grido helado magallanes ushuaia","viernes",18,46.5,2021-01-15
"86","Grido helado magallanes ushuaia","viernes",19,47.25,2021-01-15
"87","Grido helado magallanes ushuaia","viernes",20,48.75,2021-01-15
"88","Grido helado magallanes ushuaia","viernes",21,46.5,2021-01-15
