"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"91","El mercado ushuaia","sabado",6,0,2021-01-15
"92","El mercado ushuaia","sabado",7,0,2021-01-15
"93","El mercado ushuaia","sabado",8,0,2021-01-15
"94","El mercado ushuaia","sabado",9,15.75,2021-01-15
"95","El mercado ushuaia","sabado",10,22.5,2021-01-15
"96","El mercado ushuaia","sabado",11,30.75,2021-01-15
"97","El mercado ushuaia","sabado",12,38.25,2021-01-15
"98","El mercado ushuaia","sabado",13,45,2021-01-15
"99","El mercado ushuaia","sabado",14,48.75,2021-01-15
"100","El mercado ushuaia","sabado",15,49.5,2021-01-15
"101","El mercado ushuaia","sabado",16,47.25,2021-01-15
"102","El mercado ushuaia","sabado",17,44.25,2021-01-15
"103","El mercado ushuaia","sabado",18,43.5,2021-01-15
"104","El mercado ushuaia","sabado",19,50.25,2021-01-15
"105","El mercado ushuaia","sabado",20,63.75,2021-01-15
"106","El mercado ushuaia","sabado",21,75,2021-01-15
"107","El mercado ushuaia","sabado",22,72.75,2021-01-15
"108","El mercado ushuaia","sabado",23,0,2021-01-15
"109","El mercado ushuaia","domingo",6,0,2021-01-15
"110","El mercado ushuaia","domingo",7,0,2021-01-15
"111","El mercado ushuaia","domingo",8,0,2021-01-15
"112","El mercado ushuaia","domingo",9,6.75,2021-01-15
"113","El mercado ushuaia","domingo",10,12.75,2021-01-15
"114","El mercado ushuaia","domingo",11,21.75,2021-01-15
"115","El mercado ushuaia","domingo",12,32.25,2021-01-15
"116","El mercado ushuaia","domingo",13,41.25,2021-01-15
"117","El mercado ushuaia","domingo",14,46.5,2021-01-15
"118","El mercado ushuaia","domingo",15,45.75,2021-01-15
"119","El mercado ushuaia","domingo",16,39.75,2021-01-15
"120","El mercado ushuaia","domingo",17,33,2021-01-15
"121","El mercado ushuaia","domingo",18,30,2021-01-15
"122","El mercado ushuaia","domingo",19,36.75,2021-01-15
"123","El mercado ushuaia","domingo",20,48,2021-01-15
"124","El mercado ushuaia","domingo",21,54.75,2021-01-15
"125","El mercado ushuaia","domingo",22,47.25,2021-01-15
"126","El mercado ushuaia","domingo",23,0,2021-01-15
