"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","El mercado ushuaia","lunes",6,0,2021-01-15
"2","El mercado ushuaia","lunes",7,0,2021-01-15
"3","El mercado ushuaia","lunes",8,0,2021-01-15
"4","El mercado ushuaia","lunes",9,2.25,2021-01-15
"5","El mercado ushuaia","lunes",10,5.25,2021-01-15
"6","El mercado ushuaia","lunes",11,11.25,2021-01-15
"7","El mercado ushuaia","lunes",12,18,2021-01-15
"8","El mercado ushuaia","lunes",13,25.5,2021-01-15
"9","El mercado ushuaia","lunes",14,30.75,2021-01-15
"10","El mercado ushuaia","lunes",15,33,2021-01-15
"11","El mercado ushuaia","lunes",16,31.5,2021-01-15
"12","El mercado ushuaia","lunes",17,28.5,2021-01-15
"13","El mercado ushuaia","lunes",18,27.75,2021-01-15
"14","El mercado ushuaia","lunes",19,33,2021-01-15
"15","El mercado ushuaia","lunes",20,40.5,2021-01-15
"16","El mercado ushuaia","lunes",21,45.75,2021-01-15
"17","El mercado ushuaia","lunes",22,43.5,2021-01-15
"18","El mercado ushuaia","lunes",23,0,2021-01-15
"19","El mercado ushuaia","martes",6,0,2021-01-15
"20","El mercado ushuaia","martes",7,0,2021-01-15
"21","El mercado ushuaia","martes",8,0,2021-01-15
"22","El mercado ushuaia","martes",9,6.75,2021-01-15
"23","El mercado ushuaia","martes",10,13.5,2021-01-15
"24","El mercado ushuaia","martes",11,22.5,2021-01-15
"25","El mercado ushuaia","martes",12,33,2021-01-15
"26","El mercado ushuaia","martes",13,41.25,2021-01-15
"27","El mercado ushuaia","martes",14,45.75,2021-01-15
"28","El mercado ushuaia","martes",15,44.25,2021-01-15
"29","El mercado ushuaia","martes",16,39,2021-01-15
"30","El mercado ushuaia","martes",17,33.75,2021-01-15
"31","El mercado ushuaia","martes",18,32.25,2021-01-15
"32","El mercado ushuaia","martes",19,36,2021-01-15
"33","El mercado ushuaia","martes",20,42,2021-01-15
"34","El mercado ushuaia","martes",21,45.75,2021-01-15
"35","El mercado ushuaia","martes",22,42,2021-01-15
"36","El mercado ushuaia","martes",23,0,2021-01-15
"37","El mercado ushuaia","miercoles",6,0,2021-01-15
"38","El mercado ushuaia","miercoles",7,0,2021-01-15
"39","El mercado ushuaia","miercoles",8,0,2021-01-15
"40","El mercado ushuaia","miercoles",9,8.25,2021-01-15
"41","El mercado ushuaia","miercoles",10,13.5,2021-01-15
"42","El mercado ushuaia","miercoles",11,20.25,2021-01-15
"43","El mercado ushuaia","miercoles",12,29.25,2021-01-15
"44","El mercado ushuaia","miercoles",13,39.75,2021-01-15
"45","El mercado ushuaia","miercoles",14,45.75,2021-01-15
"46","El mercado ushuaia","miercoles",15,40.5,2021-01-15
"47","El mercado ushuaia","miercoles",16,27.75,2021-01-15
"48","El mercado ushuaia","miercoles",17,18.75,2021-01-15
"49","El mercado ushuaia","miercoles",18,21.75,2021-01-15
"50","El mercado ushuaia","miercoles",19,35.25,2021-01-15
"51","El mercado ushuaia","miercoles",20,51.75,2021-01-15
"52","El mercado ushuaia","miercoles",21,61.5,2021-01-15
"53","El mercado ushuaia","miercoles",22,57,2021-01-15
"54","El mercado ushuaia","miercoles",23,0,2021-01-15
"55","El mercado ushuaia","jueves",6,0,2021-01-15
"56","El mercado ushuaia","jueves",7,0,2021-01-15
"57","El mercado ushuaia","jueves",8,0,2021-01-15
"58","El mercado ushuaia","jueves",9,9.75,2021-01-15
"59","El mercado ushuaia","jueves",10,12.75,2021-01-15
"60","El mercado ushuaia","jueves",11,20.25,2021-01-15
"61","El mercado ushuaia","jueves",12,32.25,2021-01-15
"62","El mercado ushuaia","jueves",13,45.75,2021-01-15
"63","El mercado ushuaia","jueves",14,52.5,2021-01-15
"64","El mercado ushuaia","jueves",15,46.5,2021-01-15
"65","El mercado ushuaia","jueves",16,34.5,2021-01-15
"66","El mercado ushuaia","jueves",17,25.5,2021-01-15
"67","El mercado ushuaia","jueves",18,26.25,2021-01-15
"68","El mercado ushuaia","jueves",19,35.25,2021-01-15
"69","El mercado ushuaia","jueves",20,43.5,2021-01-15
"70","El mercado ushuaia","jueves",21,45,2021-01-15
"71","El mercado ushuaia","jueves",22,37.5,2021-01-15
"72","El mercado ushuaia","jueves",23,0,2021-01-15
"73","El mercado ushuaia","viernes",6,0,2021-01-15
"74","El mercado ushuaia","viernes",7,0,2021-01-15
"75","El mercado ushuaia","viernes",8,0,2021-01-15
"76","El mercado ushuaia","viernes",9,4.5,2021-01-15
"77","El mercado ushuaia","viernes",10,9.75,2021-01-15
"78","El mercado ushuaia","viernes",11,19.5,2021-01-15
"79","El mercado ushuaia","viernes",12,33.75,2021-01-15
"80","El mercado ushuaia","viernes",13,47.25,2021-01-15
"81","El mercado ushuaia","viernes",14,54.75,2021-01-15
"82","El mercado ushuaia","viernes",15,52.5,2021-01-15
"83","El mercado ushuaia","viernes",16,43.5,2021-01-15
"84","El mercado ushuaia","viernes",17,35.25,2021-01-15
"85","El mercado ushuaia","viernes",18,36,2021-01-15
"86","El mercado ushuaia","viernes",19,46.5,2021-01-15
"87","El mercado ushuaia","viernes",20,60.75,2021-01-15
"88","El mercado ushuaia","viernes",21,69,2021-01-15
"89","El mercado ushuaia","viernes",22,65.25,2021-01-15
"90","El mercado ushuaia","viernes",23,0,2021-01-15
