"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"47","cartel ushuaia","martes",26,3,2021-01-15
"48","cartel ushuaia","martes",27,1.5,2021-01-15
"49","cartel ushuaia","miercoles",4,1.5,2021-01-15
"50","cartel ushuaia","miercoles",5,2.25,2021-01-15
"51","cartel ushuaia","miercoles",6,2.25,2021-01-15
"52","cartel ushuaia","miercoles",7,3.75,2021-01-15
"53","cartel ushuaia","miercoles",8,4.5,2021-01-15
"54","cartel ushuaia","miercoles",9,5.25,2021-01-15
"55","cartel ushuaia","miercoles",10,6,2021-01-15
"56","cartel ushuaia","miercoles",11,7.5,2021-01-15
"57","cartel ushuaia","miercoles",12,7.5,2021-01-15
"58","cartel ushuaia","miercoles",13,8.25,2021-01-15
"59","cartel ushuaia","miercoles",14,9,2021-01-15
"60","cartel ushuaia","miercoles",15,11.25,2021-01-15
"61","cartel ushuaia","miercoles",16,13.5,2021-01-15
"62","cartel ushuaia","miercoles",17,16.5,2021-01-15
"63","cartel ushuaia","miercoles",18,18,2021-01-15
"64","cartel ushuaia","miercoles",19,18,2021-01-15
"65","cartel ushuaia","miercoles",20,17.25,2021-01-15
"66","cartel ushuaia","miercoles",21,18,2021-01-15
"67","cartel ushuaia","miercoles",22,23.25,2021-01-15
"68","cartel ushuaia","miercoles",23,26.25,2021-01-15
"69","cartel ushuaia","miercoles",24,21,2021-01-15
"70","cartel ushuaia","miercoles",25,10.5,2021-01-15
"71","cartel ushuaia","miercoles",26,3.75,2021-01-15
"72","cartel ushuaia","miercoles",27,1.5,2021-01-15
"73","cartel ushuaia","jueves",4,0.75,2021-01-15
"74","cartel ushuaia","jueves",5,0.75,2021-01-15
"75","cartel ushuaia","jueves",6,1.5,2021-01-15
"76","cartel ushuaia","jueves",7,3,2021-01-15
"77","cartel ushuaia","jueves",8,5.25,2021-01-15
"78","cartel ushuaia","jueves",9,6.75,2021-01-15
"79","cartel ushuaia","jueves",10,9,2021-01-15
"80","cartel ushuaia","jueves",11,9.75,2021-01-15
"81","cartel ushuaia","jueves",12,10.5,2021-01-15
"82","cartel ushuaia","jueves",13,10.5,2021-01-15
"83","cartel ushuaia","jueves",14,10.5,2021-01-15
"84","cartel ushuaia","jueves",15,10.5,2021-01-15
"85","cartel ushuaia","jueves",16,12.75,2021-01-15
"86","cartel ushuaia","jueves",17,14.25,2021-01-15
"87","cartel ushuaia","jueves",18,15.75,2021-01-15
"88","cartel ushuaia","jueves",19,16.5,2021-01-15
"89","cartel ushuaia","jueves",20,18.75,2021-01-15
"90","cartel ushuaia","jueves",21,21.75,2021-01-15
"91","cartel ushuaia","jueves",22,24,2021-01-15
"92","cartel ushuaia","jueves",23,23.25,2021-01-15
"93","cartel ushuaia","jueves",24,18,2021-01-15
"94","cartel ushuaia","jueves",25,11.25,2021-01-15
"95","cartel ushuaia","jueves",26,5.25,2021-01-15
"96","cartel ushuaia","jueves",27,2.25,2021-01-15
"97","cartel ushuaia","viernes",4,0.75,2021-01-15
"98","cartel ushuaia","viernes",5,0.75,2021-01-15
"99","cartel ushuaia","viernes",6,0.75,2021-01-15
"100","cartel ushuaia","viernes",7,3,2021-01-15
"101","cartel ushuaia","viernes",8,5.25,2021-01-15
"102","cartel ushuaia","viernes",9,7.5,2021-01-15
"103","cartel ushuaia","viernes",10,10.5,2021-01-15
"104","cartel ushuaia","viernes",11,11.25,2021-01-15
"105","cartel ushuaia","viernes",12,12,2021-01-15
"106","cartel ushuaia","viernes",13,12.75,2021-01-15
"107","cartel ushuaia","viernes",14,16.5,2021-01-15
"108","cartel ushuaia","viernes",15,21,2021-01-15
"109","cartel ushuaia","viernes",16,24.75,2021-01-15
"110","cartel ushuaia","viernes",17,27,2021-01-15
"111","cartel ushuaia","viernes",18,27,2021-01-15
"112","cartel ushuaia","viernes",19,29.25,2021-01-15
"113","cartel ushuaia","viernes",20,33.75,2021-01-15
"114","cartel ushuaia","viernes",21,38.25,2021-01-15
"115","cartel ushuaia","viernes",22,38.25,2021-01-15
"116","cartel ushuaia","viernes",23,33,2021-01-15
"117","cartel ushuaia","viernes",24,24,2021-01-15
"118","cartel ushuaia","viernes",25,13.5,2021-01-15
"119","cartel ushuaia","viernes",26,6.75,2021-01-15
"120","cartel ushuaia","viernes",27,2.25,2021-01-15
"121","cartel ushuaia","sabado",4,0,2021-01-15
"122","cartel ushuaia","sabado",5,0,2021-01-15
"123","cartel ushuaia","sabado",6,0.75,2021-01-15
"124","cartel ushuaia","sabado",7,1.5,2021-01-15
"125","cartel ushuaia","sabado",8,3.75,2021-01-15
"126","cartel ushuaia","sabado",9,7.5,2021-01-15
"127","cartel ushuaia","sabado",10,11.25,2021-01-15
"128","cartel ushuaia","sabado",11,14.25,2021-01-15
"129","cartel ushuaia","sabado",12,16.5,2021-01-15
"130","cartel ushuaia","sabado",13,15.75,2021-01-15
"131","cartel ushuaia","sabado",14,13.5,2021-01-15
"132","cartel ushuaia","sabado",15,14.25,2021-01-15
"133","cartel ushuaia","sabado",16,20.25,2021-01-15
"134","cartel ushuaia","sabado",17,29.25,2021-01-15
"135","cartel ushuaia","sabado",18,33.75,2021-01-15
"136","cartel ushuaia","sabado",19,33.75,2021-01-15
"137","cartel ushuaia","sabado",20,39.75,2021-01-15
"138","cartel ushuaia","sabado",21,57,2021-01-15
"139","cartel ushuaia","sabado",22,75,2021-01-15
"140","cartel ushuaia","sabado",23,75,2021-01-15
"141","cartel ushuaia","sabado",24,54,2021-01-15
"142","cartel ushuaia","sabado",25,27.75,2021-01-15
"143","cartel ushuaia","sabado",26,10.5,2021-01-15
"144","cartel ushuaia","sabado",27,2.25,2021-01-15
"145","cartel ushuaia","domingo",4,0.75,2021-01-15
"146","cartel ushuaia","domingo",5,0.75,2021-01-15
"147","cartel ushuaia","domingo",6,2.25,2021-01-15
"148","cartel ushuaia","domingo",7,3.75,2021-01-15
"149","cartel ushuaia","domingo",8,5.25,2021-01-15
"150","cartel ushuaia","domingo",9,7.5,2021-01-15
"151","cartel ushuaia","domingo",10,9,2021-01-15
"152","cartel ushuaia","domingo",11,10.5,2021-01-15
"153","cartel ushuaia","domingo",12,11.25,2021-01-15
"154","cartel ushuaia","domingo",13,11.25,2021-01-15
"155","cartel ushuaia","domingo",14,10.5,2021-01-15
"156","cartel ushuaia","domingo",15,13.5,2021-01-15
"157","cartel ushuaia","domingo",16,21.75,2021-01-15
"158","cartel ushuaia","domingo",17,28.5,2021-01-15
"159","cartel ushuaia","domingo",18,24.75,2021-01-15
"160","cartel ushuaia","domingo",19,20.25,2021-01-15
"161","cartel ushuaia","domingo",20,26.25,2021-01-15
"162","cartel ushuaia","domingo",21,39.75,2021-01-15
"163","cartel ushuaia","domingo",22,48,2021-01-15
"164","cartel ushuaia","domingo",23,43.5,2021-01-15
"165","cartel ushuaia","domingo",24,29.25,2021-01-15
"166","cartel ushuaia","domingo",25,15,2021-01-15
"167","cartel ushuaia","domingo",26,6,2021-01-15
"168","cartel ushuaia","domingo",27,1.5,2021-01-15
