"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","cartel ushuaia","lunes",4,0.75,2021-01-15
"2","cartel ushuaia","lunes",5,1.5,2021-01-15
"3","cartel ushuaia","lunes",6,2.25,2021-01-15
"4","cartel ushuaia","lunes",7,3,2021-01-15
"5","cartel ushuaia","lunes",8,4.5,2021-01-15
"6","cartel ushuaia","lunes",9,6,2021-01-15
"7","cartel ushuaia","lunes",10,6.75,2021-01-15
"8","cartel ushuaia","lunes",11,8.25,2021-01-15
"9","cartel ushuaia","lunes",12,9,2021-01-15
"10","cartel ushuaia","lunes",13,9.75,2021-01-15
"11","cartel ushuaia","lunes",14,9.75,2021-01-15
"12","cartel ushuaia","lunes",15,9.75,2021-01-15
"13","cartel ushuaia","lunes",16,10.5,2021-01-15
"14","cartel ushuaia","lunes",17,12,2021-01-15
"15","cartel ushuaia","lunes",18,14.25,2021-01-15
"16","cartel ushuaia","lunes",19,16.5,2021-01-15
"17","cartel ushuaia","lunes",20,17.25,2021-01-15
"18","cartel ushuaia","lunes",21,15,2021-01-15
"19","cartel ushuaia","lunes",22,13.5,2021-01-15
"20","cartel ushuaia","lunes",23,12.75,2021-01-15
"21","cartel ushuaia","lunes",24,7.5,2021-01-15
"22","cartel ushuaia","lunes",25,2.25,2021-01-15
"23","cartel ushuaia","lunes",26,0.75,2021-01-15
"24","cartel ushuaia","lunes",27,0.75,2021-01-15
"25","cartel ushuaia","martes",4,0.75,2021-01-15
"26","cartel ushuaia","martes",5,0.75,2021-01-15
"27","cartel ushuaia","martes",6,1.5,2021-01-15
"28","cartel ushuaia","martes",7,3,2021-01-15
"29","cartel ushuaia","martes",8,4.5,2021-01-15
"30","cartel ushuaia","martes",9,6,2021-01-15
"31","cartel ushuaia","martes",10,6.75,2021-01-15
"32","cartel ushuaia","martes",11,6.75,2021-01-15
"33","cartel ushuaia","martes",12,6,2021-01-15
"34","cartel ushuaia","martes",13,6,2021-01-15
"35","cartel ushuaia","martes",14,6,2021-01-15
"36","cartel ushuaia","martes",15,6.75,2021-01-15
"37","cartel ushuaia","martes",16,9.75,2021-01-15
"38","cartel ushuaia","martes",17,14.25,2021-01-15
"39","cartel ushuaia","martes",18,18.75,2021-01-15
"40","cartel ushuaia","martes",19,22.5,2021-01-15
"41","cartel ushuaia","martes",20,24,2021-01-15
"42","cartel ushuaia","martes",21,22.5,2021-01-15
"43","cartel ushuaia","martes",22,18.75,2021-01-15
"44","cartel ushuaia","martes",23,14.25,2021-01-15
"45","cartel ushuaia","martes",24,9.75,2021-01-15
"46","cartel ushuaia","martes",25,6,2021-01-15
