"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"92","monumento galicia en ushuaia","jueves",23,15,2021-01-15
"93","monumento galicia en ushuaia","jueves",24,14.25,2021-01-15
"94","monumento galicia en ushuaia","jueves",25,13.5,2021-01-15
"95","monumento galicia en ushuaia","jueves",26,12,2021-01-15
"96","monumento galicia en ushuaia","jueves",27,10.5,2021-01-15
"97","monumento galicia en ushuaia","viernes",4,10.5,2021-01-15
"98","monumento galicia en ushuaia","viernes",5,9.75,2021-01-15
"99","monumento galicia en ushuaia","viernes",6,9.75,2021-01-15
"100","monumento galicia en ushuaia","viernes",7,10.5,2021-01-15
"101","monumento galicia en ushuaia","viernes",8,12,2021-01-15
"102","monumento galicia en ushuaia","viernes",9,13.5,2021-01-15
"103","monumento galicia en ushuaia","viernes",10,15,2021-01-15
"104","monumento galicia en ushuaia","viernes",11,15.75,2021-01-15
"105","monumento galicia en ushuaia","viernes",12,15.75,2021-01-15
"106","monumento galicia en ushuaia","viernes",13,16.5,2021-01-15
"107","monumento galicia en ushuaia","viernes",14,19.5,2021-01-15
"108","monumento galicia en ushuaia","viernes",15,27,2021-01-15
"109","monumento galicia en ushuaia","viernes",16,37.5,2021-01-15
"110","monumento galicia en ushuaia","viernes",17,47.25,2021-01-15
"111","monumento galicia en ushuaia","viernes",18,48.75,2021-01-15
"112","monumento galicia en ushuaia","viernes",19,42,2021-01-15
"113","monumento galicia en ushuaia","viernes",20,32.25,2021-01-15
"114","monumento galicia en ushuaia","viernes",21,25.5,2021-01-15
"115","monumento galicia en ushuaia","viernes",22,21.75,2021-01-15
"116","monumento galicia en ushuaia","viernes",23,19.5,2021-01-15
"117","monumento galicia en ushuaia","viernes",24,18,2021-01-15
"118","monumento galicia en ushuaia","viernes",25,15.75,2021-01-15
"119","monumento galicia en ushuaia","viernes",26,13.5,2021-01-15
"120","monumento galicia en ushuaia","viernes",27,12,2021-01-15
"121","monumento galicia en ushuaia","sabado",4,12.75,2021-01-15
"122","monumento galicia en ushuaia","sabado",5,12,2021-01-15
"123","monumento galicia en ushuaia","sabado",6,11.25,2021-01-15
"124","monumento galicia en ushuaia","sabado",7,12.75,2021-01-15
"125","monumento galicia en ushuaia","sabado",8,15,2021-01-15
"126","monumento galicia en ushuaia","sabado",9,18,2021-01-15
"127","monumento galicia en ushuaia","sabado",10,21,2021-01-15
"128","monumento galicia en ushuaia","sabado",11,23.25,2021-01-15
"129","monumento galicia en ushuaia","sabado",12,25.5,2021-01-15
"130","monumento galicia en ushuaia","sabado",13,27,2021-01-15
"131","monumento galicia en ushuaia","sabado",14,30,2021-01-15
"132","monumento galicia en ushuaia","sabado",15,36.75,2021-01-15
"133","monumento galicia en ushuaia","sabado",16,47.25,2021-01-15
"134","monumento galicia en ushuaia","sabado",17,54,2021-01-15
"135","monumento galicia en ushuaia","sabado",18,49.5,2021-01-15
"136","monumento galicia en ushuaia","sabado",19,39.75,2021-01-15
"137","monumento galicia en ushuaia","sabado",20,30.75,2021-01-15
"138","monumento galicia en ushuaia","sabado",21,27.75,2021-01-15
"139","monumento galicia en ushuaia","sabado",22,27,2021-01-15
"140","monumento galicia en ushuaia","sabado",23,27,2021-01-15
"141","monumento galicia en ushuaia","sabado",24,25.5,2021-01-15
"142","monumento galicia en ushuaia","sabado",25,23.25,2021-01-15
"143","monumento galicia en ushuaia","sabado",26,19.5,2021-01-15
"144","monumento galicia en ushuaia","sabado",27,15.75,2021-01-15
"145","monumento galicia en ushuaia","domingo",4,12,2021-01-15
"146","monumento galicia en ushuaia","domingo",5,13.5,2021-01-15
"147","monumento galicia en ushuaia","domingo",6,15.75,2021-01-15
"148","monumento galicia en ushuaia","domingo",7,18,2021-01-15
"149","monumento galicia en ushuaia","domingo",8,19.5,2021-01-15
"150","monumento galicia en ushuaia","domingo",9,20.25,2021-01-15
"151","monumento galicia en ushuaia","domingo",10,21,2021-01-15
"152","monumento galicia en ushuaia","domingo",11,20.25,2021-01-15
"153","monumento galicia en ushuaia","domingo",12,21,2021-01-15
"154","monumento galicia en ushuaia","domingo",13,24.75,2021-01-15
"155","monumento galicia en ushuaia","domingo",14,36,2021-01-15
"156","monumento galicia en ushuaia","domingo",15,52.5,2021-01-15
"157","monumento galicia en ushuaia","domingo",16,69,2021-01-15
"158","monumento galicia en ushuaia","domingo",17,75,2021-01-15
"159","monumento galicia en ushuaia","domingo",18,66.75,2021-01-15
"160","monumento galicia en ushuaia","domingo",19,51.75,2021-01-15
"161","monumento galicia en ushuaia","domingo",20,36.75,2021-01-15
"162","monumento galicia en ushuaia","domingo",21,27.75,2021-01-15
"163","monumento galicia en ushuaia","domingo",22,22.5,2021-01-15
"164","monumento galicia en ushuaia","domingo",23,19.5,2021-01-15
"165","monumento galicia en ushuaia","domingo",24,16.5,2021-01-15
"166","monumento galicia en ushuaia","domingo",25,13.5,2021-01-15
"167","monumento galicia en ushuaia","domingo",26,12,2021-01-15
"168","monumento galicia en ushuaia","domingo",27,12,2021-01-15
