"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","La anonima perito moreno ushuaia","lunes",6,0,2021-01-15
"2","La anonima perito moreno ushuaia","lunes",7,0,2021-01-15
"3","La anonima perito moreno ushuaia","lunes",8,0,2021-01-15
"4","La anonima perito moreno ushuaia","lunes",9,8.25,2021-01-15
"5","La anonima perito moreno ushuaia","lunes",10,21,2021-01-15
"6","La anonima perito moreno ushuaia","lunes",11,34.5,2021-01-15
"7","La anonima perito moreno ushuaia","lunes",12,43.5,2021-01-15
"8","La anonima perito moreno ushuaia","lunes",13,45,2021-01-15
"9","La anonima perito moreno ushuaia","lunes",14,39.75,2021-01-15
"10","La anonima perito moreno ushuaia","lunes",15,35.25,2021-01-15
"11","La anonima perito moreno ushuaia","lunes",16,39,2021-01-15
"12","La anonima perito moreno ushuaia","lunes",17,51,2021-01-15
"13","La anonima perito moreno ushuaia","lunes",18,61.5,2021-01-15
"14","La anonima perito moreno ushuaia","lunes",19,57.75,2021-01-15
"15","La anonima perito moreno ushuaia","lunes",20,39.75,2021-01-15
"16","La anonima perito moreno ushuaia","lunes",21,16.5,2021-01-15
"17","La anonima perito moreno ushuaia","lunes",22,0,2021-01-15
"18","La anonima perito moreno ushuaia","lunes",23,0,2021-01-15
"19","La anonima perito moreno ushuaia","martes",6,0,2021-01-15
"20","La anonima perito moreno ushuaia","martes",7,0,2021-01-15
"21","La anonima perito moreno ushuaia","martes",8,0,2021-01-15
"22","La anonima perito moreno ushuaia","martes",9,14.25,2021-01-15
"23","La anonima perito moreno ushuaia","martes",10,24,2021-01-15
"24","La anonima perito moreno ushuaia","martes",11,33.75,2021-01-15
"25","La anonima perito moreno ushuaia","martes",12,41.25,2021-01-15
"26","La anonima perito moreno ushuaia","martes",13,45,2021-01-15
"27","La anonima perito moreno ushuaia","martes",14,44.25,2021-01-15
"28","La anonima perito moreno ushuaia","martes",15,40.5,2021-01-15
"29","La anonima perito moreno ushuaia","martes",16,38.25,2021-01-15
"30","La anonima perito moreno ushuaia","martes",17,45,2021-01-15
"31","La anonima perito moreno ushuaia","martes",18,57,2021-01-15
"32","La anonima perito moreno ushuaia","martes",19,60.75,2021-01-15
"33","La anonima perito moreno ushuaia","martes",20,43.5,2021-01-15
"34","La anonima perito moreno ushuaia","martes",21,16.5,2021-01-15
"35","La anonima perito moreno ushuaia","martes",22,0,2021-01-15
"36","La anonima perito moreno ushuaia","martes",23,0,2021-01-15
"37","La anonima perito moreno ushuaia","miercoles",6,0,2021-01-15
"38","La anonima perito moreno ushuaia","miercoles",7,0,2021-01-15
"39","La anonima perito moreno ushuaia","miercoles",8,0,2021-01-15
"40","La anonima perito moreno ushuaia","miercoles",9,15.75,2021-01-15
"41","La anonima perito moreno ushuaia","miercoles",10,33,2021-01-15
"42","La anonima perito moreno ushuaia","miercoles",11,48.75,2021-01-15
"43","La anonima perito moreno ushuaia","miercoles",12,55.5,2021-01-15
"44","La anonima perito moreno ushuaia","miercoles",13,51,2021-01-15
"45","La anonima perito moreno ushuaia","miercoles",14,39.75,2021-01-15
"46","La anonima perito moreno ushuaia","miercoles",15,33.75,2021-01-15
"47","La anonima perito moreno ushuaia","miercoles",16,41.25,2021-01-15
"48","La anonima perito moreno ushuaia","miercoles",17,58.5,2021-01-15
"49","La anonima perito moreno ushuaia","miercoles",18,72,2021-01-15
"50","La anonima perito moreno ushuaia","miercoles",19,66.75,2021-01-15
"51","La anonima perito moreno ushuaia","miercoles",20,44.25,2021-01-15
"52","La anonima perito moreno ushuaia","miercoles",21,17.25,2021-01-15
"53","La anonima perito moreno ushuaia","miercoles",22,0,2021-01-15
"54","La anonima perito moreno ushuaia","miercoles",23,0,2021-01-15
"55","La anonima perito moreno ushuaia","jueves",6,0,2021-01-15
"56","La anonima perito moreno ushuaia","jueves",7,0,2021-01-15
"57","La anonima perito moreno ushuaia","jueves",8,0,2021-01-15
"58","La anonima perito moreno ushuaia","jueves",9,18,2021-01-15
"59","La anonima perito moreno ushuaia","jueves",10,32.25,2021-01-15
"60","La anonima perito moreno ushuaia","jueves",11,44.25,2021-01-15
"61","La anonima perito moreno ushuaia","jueves",12,50.25,2021-01-15
"62","La anonima perito moreno ushuaia","jueves",13,49.5,2021-01-15
"63","La anonima perito moreno ushuaia","jueves",14,44.25,2021-01-15
"64","La anonima perito moreno ushuaia","jueves",15,38.25,2021-01-15
"65","La anonima perito moreno ushuaia","jueves",16,38.25,2021-01-15
"66","La anonima perito moreno ushuaia","jueves",17,46.5,2021-01-15
"67","La anonima perito moreno ushuaia","jueves",18,55.5,2021-01-15
"68","La anonima perito moreno ushuaia","jueves",19,52.5,2021-01-15
"69","La anonima perito moreno ushuaia","jueves",20,34.5,2021-01-15
"70","La anonima perito moreno ushuaia","jueves",21,11.25,2021-01-15
"71","La anonima perito moreno ushuaia","jueves",22,0,2021-01-15
"72","La anonima perito moreno ushuaia","jueves",23,0,2021-01-15
"73","La anonima perito moreno ushuaia","viernes",6,0,2021-01-15
"74","La anonima perito moreno ushuaia","viernes",7,0,2021-01-15
"75","La anonima perito moreno ushuaia","viernes",8,0,2021-01-15
"76","La anonima perito moreno ushuaia","viernes",9,17.25,2021-01-15
"77","La anonima perito moreno ushuaia","viernes",10,28.5,2021-01-15
"78","La anonima perito moreno ushuaia","viernes",11,37.5,2021-01-15
"79","La anonima perito moreno ushuaia","viernes",12,40.5,2021-01-15
"80","La anonima perito moreno ushuaia","viernes",13,39,2021-01-15
"81","La anonima perito moreno ushuaia","viernes",14,34.5,2021-01-15
"82","La anonima perito moreno ushuaia","viernes",15,33.75,2021-01-15
"83","La anonima perito moreno ushuaia","viernes",16,40.5,2021-01-15
"84","La anonima perito moreno ushuaia","viernes",17,50.25,2021-01-15
"85","La anonima perito moreno ushuaia","viernes",18,60,2021-01-15
"86","La anonima perito moreno ushuaia","viernes",19,60.75,2021-01-15
"87","La anonima perito moreno ushuaia","viernes",20,43.5,2021-01-15
"88","La anonima perito moreno ushuaia","viernes",21,15.75,2021-01-15
"89","La anonima perito moreno ushuaia","viernes",22,0,2021-01-15
"90","La anonima perito moreno ushuaia","viernes",23,0,2021-01-15
"91","La anonima perito moreno ushuaia","sabado",6,0,2021-01-15
"92","La anonima perito moreno ushuaia","sabado",7,0,2021-01-15
"93","La anonima perito moreno ushuaia","sabado",8,0,2021-01-15
"94","La anonima perito moreno ushuaia","sabado",9,21.75,2021-01-15
"95","La anonima perito moreno ushuaia","sabado",10,43.5,2021-01-15
"96","La anonima perito moreno ushuaia","sabado",11,61.5,2021-01-15
"97","La anonima perito moreno ushuaia","sabado",12,68.25,2021-01-15
"98","La anonima perito moreno ushuaia","sabado",13,61.5,2021-01-15
"99","La anonima perito moreno ushuaia","sabado",14,48,2021-01-15
"100","La anonima perito moreno ushuaia","sabado",15,41.25,2021-01-15
"101","La anonima perito moreno ushuaia","sabado",16,48.75,2021-01-15
"102","La anonima perito moreno ushuaia","sabado",17,63.75,2021-01-15
"103","La anonima perito moreno ushuaia","sabado",18,75,2021-01-15
"104","La anonima perito moreno ushuaia","sabado",19,69.75,2021-01-15
"105","La anonima perito moreno ushuaia","sabado",20,50.25,2021-01-15
"106","La anonima perito moreno ushuaia","sabado",21,24.75,2021-01-15
"107","La anonima perito moreno ushuaia","sabado",22,0,2021-01-15
"108","La anonima perito moreno ushuaia","sabado",23,0,2021-01-15
"109","La anonima perito moreno ushuaia","domingo",6,0,2021-01-15
"110","La anonima perito moreno ushuaia","domingo",7,0,2021-01-15
"111","La anonima perito moreno ushuaia","domingo",8,0,2021-01-15
"112","La anonima perito moreno ushuaia","domingo",9,12.75,2021-01-15
"113","La anonima perito moreno ushuaia","domingo",10,29.25,2021-01-15
"114","La anonima perito moreno ushuaia","domingo",11,46.5,2021-01-15
"115","La anonima perito moreno ushuaia","domingo",12,56.25,2021-01-15
"116","La anonima perito moreno ushuaia","domingo",13,54.75,2021-01-15
