"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","arredondo","martes",6,0,2021-01-15
"2","arredondo","martes",7,0,2021-01-15
"3","arredondo","martes",8,0,2021-01-15
"4","arredondo","martes",9,0,2021-01-15
"5","arredondo","martes",10,0,2021-01-15
"6","arredondo","martes",11,0,2021-01-15
"7","arredondo","martes",12,8.25,2021-01-15
"8","arredondo","martes",13,11.25,2021-01-15
"9","arredondo","martes",14,14.25,2021-01-15
"10","arredondo","martes",15,15,2021-01-15
"11","arredondo","martes",16,14.25,2021-01-15
"12","arredondo","martes",17,13.5,2021-01-15
"13","arredondo","martes",18,16.5,2021-01-15
"14","arredondo","martes",19,27,2021-01-15
"15","arredondo","martes",20,40.5,2021-01-15
"16","arredondo","martes",21,48.75,2021-01-15
"17","arredondo","martes",22,42,2021-01-15
"18","arredondo","martes",23,26.25,2021-01-15
"19","arredondo","miercoles",6,0,2021-01-15
"20","arredondo","miercoles",7,0,2021-01-15
"21","arredondo","miercoles",8,0,2021-01-15
"22","arredondo","miercoles",9,0,2021-01-15
"23","arredondo","miercoles",10,0,2021-01-15
"24","arredondo","miercoles",11,0,2021-01-15
"25","arredondo","miercoles",12,11.25,2021-01-15
"26","arredondo","miercoles",13,13.5,2021-01-15
"27","arredondo","miercoles",14,15.75,2021-01-15
"28","arredondo","miercoles",15,16.5,2021-01-15
"29","arredondo","miercoles",16,17.25,2021-01-15
"30","arredondo","miercoles",17,18,2021-01-15
"31","arredondo","miercoles",18,19.5,2021-01-15
"32","arredondo","miercoles",19,26.25,2021-01-15
"33","arredondo","miercoles",20,39,2021-01-15
"34","arredondo","miercoles",21,50.25,2021-01-15
"35","arredondo","miercoles",22,47.25,2021-01-15
"36","arredondo","miercoles",23,31.5,2021-01-15
"37","arredondo","jueves",6,0,2021-01-15
"38","arredondo","jueves",7,0,2021-01-15
"39","arredondo","jueves",8,0,2021-01-15
"40","arredondo","jueves",9,0,2021-01-15
"41","arredondo","jueves",10,0,2021-01-15
"42","arredondo","jueves",11,0,2021-01-15
"43","arredondo","jueves",12,9.75,2021-01-15
"44","arredondo","jueves",13,12,2021-01-15
"45","arredondo","jueves",14,13.5,2021-01-15
"46","arredondo","jueves",15,13.5,2021-01-15
"47","arredondo","jueves",16,13.5,2021-01-15
"48","arredondo","jueves",17,15,2021-01-15
"49","arredondo","jueves",18,21.75,2021-01-15
"50","arredondo","jueves",19,33.75,2021-01-15
"51","arredondo","jueves",20,47.25,2021-01-15
"52","arredondo","jueves",21,54,2021-01-15
"53","arredondo","jueves",22,50.25,2021-01-15
"54","arredondo","jueves",23,36.75,2021-01-15
"55","arredondo","viernes",6,0,2021-01-15
"56","arredondo","viernes",7,0,2021-01-15
"57","arredondo","viernes",8,0,2021-01-15
"58","arredondo","viernes",9,0,2021-01-15
"59","arredondo","viernes",10,0,2021-01-15
"60","arredondo","viernes",11,0,2021-01-15
"61","arredondo","viernes",12,14.25,2021-01-15
"62","arredondo","viernes",13,20.25,2021-01-15
"63","arredondo","viernes",14,23.25,2021-01-15
"64","arredondo","viernes",15,21.75,2021-01-15
"65","arredondo","viernes",16,16.5,2021-01-15
"66","arredondo","viernes",17,12.75,2021-01-15
"67","arredondo","viernes",18,16.5,2021-01-15
"68","arredondo","viernes",19,30.75,2021-01-15
"69","arredondo","viernes",20,53.25,2021-01-15
"70","arredondo","viernes",21,72,2021-01-15
"71","arredondo","viernes",22,75,2021-01-15
"72","arredondo","viernes",23,58.5,2021-01-15
"73","arredondo","sabado",6,0,2021-01-15
"74","arredondo","sabado",7,0,2021-01-15
"75","arredondo","sabado",8,0,2021-01-15
"76","arredondo","sabado",9,0,2021-01-15
"77","arredondo","sabado",10,0,2021-01-15
"78","arredondo","sabado",11,0,2021-01-15
"79","arredondo","sabado",12,17.25,2021-01-15
"80","arredondo","sabado",13,24.75,2021-01-15
"81","arredondo","sabado",14,27.75,2021-01-15
"82","arredondo","sabado",15,24.75,2021-01-15
"83","arredondo","sabado",16,18,2021-01-15
"84","arredondo","sabado",17,11.25,2021-01-15
"85","arredondo","sabado",18,12,2021-01-15
"86","arredondo","sabado",19,24.75,2021-01-15
"87","arredondo","sabado",20,46.5,2021-01-15
"88","arredondo","sabado",21,66,2021-01-15
"89","arredondo","sabado",22,69.75,2021-01-15
"90","arredondo","sabado",23,54,2021-01-15
"91","arredondo","domingo",6,0,2021-01-15
"92","arredondo","domingo",7,0,2021-01-15
"93","arredondo","domingo",8,0,2021-01-15
"94","arredondo","domingo",9,0,2021-01-15
"95","arredondo","domingo",10,0,2021-01-15
"96","arredondo","domingo",11,0,2021-01-15
"97","arredondo","domingo",12,9.75,2021-01-15
"98","arredondo","domingo",13,13.5,2021-01-15
"99","arredondo","domingo",14,17.25,2021-01-15
"100","arredondo","domingo",15,18,2021-01-15
"101","arredondo","domingo",16,17.25,2021-01-15
"102","arredondo","domingo",17,15,2021-01-15
"103","arredondo","domingo",18,15.75,2021-01-15
"104","arredondo","domingo",19,23.25,2021-01-15
"105","arredondo","domingo",20,36.75,2021-01-15
"106","arredondo","domingo",21,48,2021-01-15
"107","arredondo","domingo",22,45,2021-01-15
"108","arredondo","domingo",23,29.25,2021-01-15
