"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","monumento a los heroes de malvinas ushuaia","lunes",4,2.25,2021-01-15
"2","monumento a los heroes de malvinas ushuaia","lunes",5,2.25,2021-01-15
"3","monumento a los heroes de malvinas ushuaia","lunes",6,2.25,2021-01-15
"4","monumento a los heroes de malvinas ushuaia","lunes",7,2.25,2021-01-15
"5","monumento a los heroes de malvinas ushuaia","lunes",8,2.25,2021-01-15
"6","monumento a los heroes de malvinas ushuaia","lunes",9,5.25,2021-01-15
"7","monumento a los heroes de malvinas ushuaia","lunes",10,12.75,2021-01-15
"8","monumento a los heroes de malvinas ushuaia","lunes",11,29.25,2021-01-15
"9","monumento a los heroes de malvinas ushuaia","lunes",12,18.75,2021-01-15
"10","monumento a los heroes de malvinas ushuaia","lunes",13,7.5,2021-01-15
"11","monumento a los heroes de malvinas ushuaia","lunes",14,7.5,2021-01-15
"12","monumento a los heroes de malvinas ushuaia","lunes",15,10.5,2021-01-15
"13","monumento a los heroes de malvinas ushuaia","lunes",16,18.75,2021-01-15
"14","monumento a los heroes de malvinas ushuaia","lunes",17,24,2021-01-15
"15","monumento a los heroes de malvinas ushuaia","lunes",18,24,2021-01-15
"16","monumento a los heroes de malvinas ushuaia","lunes",19,18.75,2021-01-15
"17","monumento a los heroes de malvinas ushuaia","lunes",20,10.5,2021-01-15
"18","monumento a los heroes de malvinas ushuaia","lunes",21,5.25,2021-01-15
"19","monumento a los heroes de malvinas ushuaia","lunes",22,5.25,2021-01-15
"20","monumento a los heroes de malvinas ushuaia","lunes",23,5.25,2021-01-15
"21","monumento a los heroes de malvinas ushuaia","lunes",24,2.25,2021-01-15
"22","monumento a los heroes de malvinas ushuaia","lunes",25,2.25,2021-01-15
"23","monumento a los heroes de malvinas ushuaia","lunes",26,2.25,2021-01-15
"24","monumento a los heroes de malvinas ushuaia","lunes",27,2.25,2021-01-15
"25","monumento a los heroes de malvinas ushuaia","martes",4,2.25,2021-01-15
"26","monumento a los heroes de malvinas ushuaia","martes",5,0,2021-01-15
"27","monumento a los heroes de malvinas ushuaia","martes",6,0,2021-01-15
"28","monumento a los heroes de malvinas ushuaia","martes",7,0,2021-01-15
"29","monumento a los heroes de malvinas ushuaia","martes",8,5.25,2021-01-15
"30","monumento a los heroes de malvinas ushuaia","martes",9,10.5,2021-01-15
"31","monumento a los heroes de malvinas ushuaia","martes",10,12.75,2021-01-15
"32","monumento a los heroes de malvinas ushuaia","martes",11,7.5,2021-01-15
"33","monumento a los heroes de malvinas ushuaia","martes",12,2.25,2021-01-15
"34","monumento a los heroes de malvinas ushuaia","martes",13,5.25,2021-01-15
"35","monumento a los heroes de malvinas ushuaia","martes",14,10.5,2021-01-15
"36","monumento a los heroes de malvinas ushuaia","martes",15,21,2021-01-15
"37","monumento a los heroes de malvinas ushuaia","martes",16,29.25,2021-01-15
"38","monumento a los heroes de malvinas ushuaia","martes",17,34.5,2021-01-15
"39","monumento a los heroes de malvinas ushuaia","martes",18,31.5,2021-01-15
"40","monumento a los heroes de malvinas ushuaia","martes",19,24,2021-01-15
"41","monumento a los heroes de malvinas ushuaia","martes",20,18.75,2021-01-15
"42","monumento a los heroes de malvinas ushuaia","martes",21,12.75,2021-01-15
"43","monumento a los heroes de malvinas ushuaia","martes",22,0,2021-01-15
