"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"90","sportclub cabildo","viernes",23,0,2021-01-14
"91","sportclub cabildo","sabado",6,0,2021-01-14
"92","sportclub cabildo","sabado",7,0,2021-01-14
"93","sportclub cabildo","sabado",8,0,2021-01-14
"94","sportclub cabildo","sabado",9,0.75,2021-01-14
"95","sportclub cabildo","sabado",10,9.75,2021-01-14
"96","sportclub cabildo","sabado",11,34.5,2021-01-14
"97","sportclub cabildo","sabado",12,60.75,2021-01-14
"98","sportclub cabildo","sabado",13,69,2021-01-14
"99","sportclub cabildo","sabado",14,51.75,2021-01-14
"100","sportclub cabildo","sabado",15,34.5,2021-01-14
"101","sportclub cabildo","sabado",16,35.25,2021-01-14
"102","sportclub cabildo","sabado",17,33,2021-01-14
"103","sportclub cabildo","sabado",18,15.75,2021-01-14
"104","sportclub cabildo","sabado",19,0,2021-01-14
"105","sportclub cabildo","sabado",20,0,2021-01-14
"106","sportclub cabildo","sabado",21,0,2021-01-14
"107","sportclub cabildo","sabado",22,0,2021-01-14
"108","sportclub cabildo","sabado",23,0,2021-01-14
