"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","Santos cerveceria ushuaia","martes",6,0,2021-01-15
"2","Santos cerveceria ushuaia","martes",7,0,2021-01-15
"3","Santos cerveceria ushuaia","martes",8,0,2021-01-15
"4","Santos cerveceria ushuaia","martes",9,0,2021-01-15
"5","Santos cerveceria ushuaia","martes",10,0,2021-01-15
"6","Santos cerveceria ushuaia","martes",11,0,2021-01-15
"7","Santos cerveceria ushuaia","martes",12,0,2021-01-15
"8","Santos cerveceria ushuaia","martes",13,0,2021-01-15
"9","Santos cerveceria ushuaia","martes",14,0,2021-01-15
"10","Santos cerveceria ushuaia","martes",15,0,2021-01-15
"11","Santos cerveceria ushuaia","martes",16,0,2021-01-15
"12","Santos cerveceria ushuaia","martes",17,4.5,2021-01-15
"13","Santos cerveceria ushuaia","martes",18,7.5,2021-01-15
"14","Santos cerveceria ushuaia","martes",19,12.75,2021-01-15
"15","Santos cerveceria ushuaia","martes",20,19.5,2021-01-15
"16","Santos cerveceria ushuaia","martes",21,26.25,2021-01-15
"17","Santos cerveceria ushuaia","martes",22,30.75,2021-01-15
"18","Santos cerveceria ushuaia","martes",23,29.25,2021-01-15
"19","Santos cerveceria ushuaia","martes",24,21.75,2021-01-15
"20","Santos cerveceria ushuaia","martes",25,12,2021-01-15
"21","Santos cerveceria ushuaia","martes",26,4.5,2021-01-15
"22","Santos cerveceria ushuaia","martes",27,1.5,2021-01-15
"23","Santos cerveceria ushuaia","miercoles",6,0,2021-01-15
"24","Santos cerveceria ushuaia","miercoles",7,0,2021-01-15
"25","Santos cerveceria ushuaia","miercoles",8,0,2021-01-15
"26","Santos cerveceria ushuaia","miercoles",9,0,2021-01-15
"27","Santos cerveceria ushuaia","miercoles",10,0,2021-01-15
"28","Santos cerveceria ushuaia","miercoles",11,0,2021-01-15
"29","Santos cerveceria ushuaia","miercoles",12,0,2021-01-15
"30","Santos cerveceria ushuaia","miercoles",13,0,2021-01-15
"31","Santos cerveceria ushuaia","miercoles",14,0,2021-01-15
"32","Santos cerveceria ushuaia","miercoles",15,0,2021-01-15
"33","Santos cerveceria ushuaia","miercoles",16,0,2021-01-15
"34","Santos cerveceria ushuaia","miercoles",17,6.75,2021-01-15
"35","Santos cerveceria ushuaia","miercoles",18,10.5,2021-01-15
"36","Santos cerveceria ushuaia","miercoles",19,15.75,2021-01-15
"37","Santos cerveceria ushuaia","miercoles",20,22.5,2021-01-15
"38","Santos cerveceria ushuaia","miercoles",21,27.75,2021-01-15
"39","Santos cerveceria ushuaia","miercoles",22,32.25,2021-01-15
"40","Santos cerveceria ushuaia","miercoles",23,33,2021-01-15
"41","Santos cerveceria ushuaia","miercoles",24,27.75,2021-01-15
