"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","anses villa urquiza","lunes",6,0,2021-01-15
"2","anses villa urquiza","lunes",7,0,2021-01-15
"3","anses villa urquiza","lunes",8,31.5,2021-01-15
"4","anses villa urquiza","lunes",9,49.5,2021-01-15
"5","anses villa urquiza","lunes",10,59.25,2021-01-15
"6","anses villa urquiza","lunes",11,58.5,2021-01-15
"7","anses villa urquiza","lunes",12,51.75,2021-01-15
"8","anses villa urquiza","lunes",13,40.5,2021-01-15
"9","anses villa urquiza","lunes",14,0,2021-01-15
"10","anses villa urquiza","lunes",15,0,2021-01-15
"11","anses villa urquiza","lunes",16,0,2021-01-15
"12","anses villa urquiza","lunes",17,0,2021-01-15
"13","anses villa urquiza","lunes",18,0,2021-01-15
"14","anses villa urquiza","lunes",19,0,2021-01-15
"15","anses villa urquiza","lunes",20,0,2021-01-15
"16","anses villa urquiza","lunes",21,0,2021-01-15
"17","anses villa urquiza","lunes",22,0,2021-01-15
"18","anses villa urquiza","lunes",23,0,2021-01-15
"19","anses villa urquiza","martes",6,0,2021-01-15
"20","anses villa urquiza","martes",7,0,2021-01-15
"21","anses villa urquiza","martes",8,41.25,2021-01-15
"22","anses villa urquiza","martes",9,60,2021-01-15
"23","anses villa urquiza","martes",10,67.5,2021-01-15
"24","anses villa urquiza","martes",11,63.75,2021-01-15
"25","anses villa urquiza","martes",12,53.25,2021-01-15
"26","anses villa urquiza","martes",13,43.5,2021-01-15
"27","anses villa urquiza","martes",14,0,2021-01-15
"28","anses villa urquiza","martes",15,0,2021-01-15
"29","anses villa urquiza","martes",16,0,2021-01-15
"30","anses villa urquiza","martes",17,0,2021-01-15
"31","anses villa urquiza","martes",18,0,2021-01-15
"32","anses villa urquiza","martes",19,0,2021-01-15
"33","anses villa urquiza","martes",20,0,2021-01-15
"34","anses villa urquiza","martes",21,0,2021-01-15
"35","anses villa urquiza","martes",22,0,2021-01-15
"36","anses villa urquiza","martes",23,0,2021-01-15
"37","anses villa urquiza","miercoles",6,0,2021-01-15
"38","anses villa urquiza","miercoles",7,0,2021-01-15
"39","anses villa urquiza","miercoles",8,43.5,2021-01-15
"40","anses villa urquiza","miercoles",9,65.25,2021-01-15
"41","anses villa urquiza","miercoles",10,74.25,2021-01-15
"42","anses villa urquiza","miercoles",11,75,2021-01-15
"43","anses villa urquiza","miercoles",12,72.75,2021-01-15
"44","anses villa urquiza","miercoles",13,63.75,2021-01-15
"45","anses villa urquiza","miercoles",14,0,2021-01-15
"46","anses villa urquiza","miercoles",15,0,2021-01-15
"47","anses villa urquiza","miercoles",16,0,2021-01-15
"48","anses villa urquiza","miercoles",17,0,2021-01-15
"49","anses villa urquiza","miercoles",18,0,2021-01-15
"50","anses villa urquiza","miercoles",19,0,2021-01-15
"51","anses villa urquiza","miercoles",20,0,2021-01-15
"52","anses villa urquiza","miercoles",21,0,2021-01-15
"53","anses villa urquiza","miercoles",22,0,2021-01-15
"54","anses villa urquiza","miercoles",23,0,2021-01-15
"55","anses villa urquiza","jueves",6,0,2021-01-15
"56","anses villa urquiza","jueves",7,0,2021-01-15
"57","anses villa urquiza","jueves",8,34.5,2021-01-15
"58","anses villa urquiza","jueves",9,51.75,2021-01-15
"59","anses villa urquiza","jueves",10,63,2021-01-15
"60","anses villa urquiza","jueves",11,64.5,2021-01-15
"61","anses villa urquiza","jueves",12,60.75,2021-01-15
"62","anses villa urquiza","jueves",13,52.5,2021-01-15
"63","anses villa urquiza","jueves",14,0,2021-01-15
"64","anses villa urquiza","jueves",15,0,2021-01-15
"65","anses villa urquiza","jueves",16,0,2021-01-15
"66","anses villa urquiza","jueves",17,0,2021-01-15
"67","anses villa urquiza","jueves",18,0,2021-01-15
"68","anses villa urquiza","jueves",19,0,2021-01-15
"69","anses villa urquiza","jueves",20,0,2021-01-15
"70","anses villa urquiza","jueves",21,0,2021-01-15
"71","anses villa urquiza","jueves",22,0,2021-01-15
"72","anses villa urquiza","jueves",23,0,2021-01-15
"73","anses villa urquiza","viernes",6,0,2021-01-15
"74","anses villa urquiza","viernes",7,0,2021-01-15
"75","anses villa urquiza","viernes",8,36,2021-01-15
"76","anses villa urquiza","viernes",9,54.75,2021-01-15
"77","anses villa urquiza","viernes",10,59.25,2021-01-15
"78","anses villa urquiza","viernes",11,53.25,2021-01-15
"79","anses villa urquiza","viernes",12,48,2021-01-15
"80","anses villa urquiza","viernes",13,43.5,2021-01-15
"81","anses villa urquiza","viernes",14,0,2021-01-15
"82","anses villa urquiza","viernes",15,0,2021-01-15
"83","anses villa urquiza","viernes",16,0,2021-01-15
"84","anses villa urquiza","viernes",17,0,2021-01-15
"85","anses villa urquiza","viernes",18,0,2021-01-15
"86","anses villa urquiza","viernes",19,0,2021-01-15
"87","anses villa urquiza","viernes",20,0,2021-01-15
"88","anses villa urquiza","viernes",21,0,2021-01-15
"89","anses villa urquiza","viernes",22,0,2021-01-15
"90","anses villa urquiza","viernes",23,0,2021-01-15
