"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","Gadget san martin ushuaia","lunes",6,0,2021-01-15
"2","Gadget san martin ushuaia","lunes",7,0,2021-01-15
"3","Gadget san martin ushuaia","lunes",8,0,2021-01-15
"4","Gadget san martin ushuaia","lunes",9,0,2021-01-15
"5","Gadget san martin ushuaia","lunes",10,0,2021-01-15
"6","Gadget san martin ushuaia","lunes",11,3.75,2021-01-15
"7","Gadget san martin ushuaia","lunes",12,6,2021-01-15
"8","Gadget san martin ushuaia","lunes",13,8.25,2021-01-15
"9","Gadget san martin ushuaia","lunes",14,12,2021-01-15
"10","Gadget san martin ushuaia","lunes",15,17.25,2021-01-15
"11","Gadget san martin ushuaia","lunes",16,22.5,2021-01-15
"12","Gadget san martin ushuaia","lunes",17,26.25,2021-01-15
"13","Gadget san martin ushuaia","lunes",18,27.75,2021-01-15
"14","Gadget san martin ushuaia","lunes",19,26.25,2021-01-15
"15","Gadget san martin ushuaia","lunes",20,21.75,2021-01-15
"16","Gadget san martin ushuaia","lunes",21,18.75,2021-01-15
"17","Gadget san martin ushuaia","lunes",22,22.5,2021-01-15
"18","Gadget san martin ushuaia","lunes",23,24.75,2021-01-15
"19","Gadget san martin ushuaia","lunes",24,13.5,2021-01-15
"20","Gadget san martin ushuaia","lunes",25,3,2021-01-15
"21","Gadget san martin ushuaia","martes",6,0,2021-01-15
"22","Gadget san martin ushuaia","martes",7,0,2021-01-15
"23","Gadget san martin ushuaia","martes",8,0,2021-01-15
"24","Gadget san martin ushuaia","martes",9,0,2021-01-15
"25","Gadget san martin ushuaia","martes",10,0,2021-01-15
"26","Gadget san martin ushuaia","martes",11,3.75,2021-01-15
"27","Gadget san martin ushuaia","martes",12,6,2021-01-15
"28","Gadget san martin ushuaia","martes",13,8.25,2021-01-15
"29","Gadget san martin ushuaia","martes",14,10.5,2021-01-15
"30","Gadget san martin ushuaia","martes",15,14.25,2021-01-15
"31","Gadget san martin ushuaia","martes",16,19.5,2021-01-15
"32","Gadget san martin ushuaia","martes",17,24,2021-01-15
"33","Gadget san martin ushuaia","martes",18,27.75,2021-01-15
"34","Gadget san martin ushuaia","martes",19,28.5,2021-01-15
"35","Gadget san martin ushuaia","martes",20,27,2021-01-15
"36","Gadget san martin ushuaia","martes",21,24.75,2021-01-15
"37","Gadget san martin ushuaia","martes",22,27,2021-01-15
"38","Gadget san martin ushuaia","martes",23,27.75,2021-01-15
"39","Gadget san martin ushuaia","martes",24,18.75,2021-01-15
"40","Gadget san martin ushuaia","martes",25,6.75,2021-01-15
"41","Gadget san martin ushuaia","miercoles",6,0,2021-01-15
"42","Gadget san martin ushuaia","miercoles",7,0,2021-01-15
"43","Gadget san martin ushuaia","miercoles",8,0,2021-01-15
"44","Gadget san martin ushuaia","miercoles",9,0,2021-01-15
"45","Gadget san martin ushuaia","miercoles",10,0,2021-01-15
"46","Gadget san martin ushuaia","miercoles",11,4.5,2021-01-15
"47","Gadget san martin ushuaia","miercoles",12,6.75,2021-01-15
"48","Gadget san martin ushuaia","miercoles",13,9,2021-01-15
"49","Gadget san martin ushuaia","miercoles",14,12,2021-01-15
"50","Gadget san martin ushuaia","miercoles",15,15,2021-01-15
"51","Gadget san martin ushuaia","miercoles",16,20.25,2021-01-15
"52","Gadget san martin ushuaia","miercoles",17,26.25,2021-01-15
"53","Gadget san martin ushuaia","miercoles",18,30,2021-01-15
"54","Gadget san martin ushuaia","miercoles",19,29.25,2021-01-15
"55","Gadget san martin ushuaia","miercoles",20,24.75,2021-01-15
"56","Gadget san martin ushuaia","miercoles",21,21.75,2021-01-15
"57","Gadget san martin ushuaia","miercoles",22,22.5,2021-01-15
"58","Gadget san martin ushuaia","miercoles",23,20.25,2021-01-15
"59","Gadget san martin ushuaia","miercoles",24,11.25,2021-01-15
"60","Gadget san martin ushuaia","miercoles",25,3.75,2021-01-15
"61","Gadget san martin ushuaia","jueves",6,0,2021-01-15
"62","Gadget san martin ushuaia","jueves",7,0,2021-01-15
"63","Gadget san martin ushuaia","jueves",8,0,2021-01-15
"64","Gadget san martin ushuaia","jueves",9,0,2021-01-15
"65","Gadget san martin ushuaia","jueves",10,0,2021-01-15
"66","Gadget san martin ushuaia","jueves",11,5.25,2021-01-15
"67","Gadget san martin ushuaia","jueves",12,8.25,2021-01-15
"68","Gadget san martin ushuaia","jueves",13,12,2021-01-15
"69","Gadget san martin ushuaia","jueves",14,15.75,2021-01-15
"70","Gadget san martin ushuaia","jueves",15,19.5,2021-01-15
"71","Gadget san martin ushuaia","jueves",16,24,2021-01-15
"72","Gadget san martin ushuaia","jueves",17,28.5,2021-01-15
"73","Gadget san martin ushuaia","jueves",18,31.5,2021-01-15
"74","Gadget san martin ushuaia","jueves",19,30,2021-01-15
"75","Gadget san martin ushuaia","jueves",20,23.25,2021-01-15
"76","Gadget san martin ushuaia","jueves",21,15.75,2021-01-15
"77","Gadget san martin ushuaia","jueves",22,17.25,2021-01-15
"78","Gadget san martin ushuaia","jueves",23,24,2021-01-15
"79","Gadget san martin ushuaia","jueves",24,11.25,2021-01-15
"80","Gadget san martin ushuaia","jueves",25,1.5,2021-01-15
"81","Gadget san martin ushuaia","viernes",6,0,2021-01-15
"82","Gadget san martin ushuaia","viernes",7,0,2021-01-15
"83","Gadget san martin ushuaia","viernes",8,0,2021-01-15
"84","Gadget san martin ushuaia","viernes",9,0,2021-01-15
"85","Gadget san martin ushuaia","viernes",10,0,2021-01-15
"86","Gadget san martin ushuaia","viernes",11,3.75,2021-01-15
"87","Gadget san martin ushuaia","viernes",12,6,2021-01-15
"88","Gadget san martin ushuaia","viernes",13,9.75,2021-01-15
"89","Gadget san martin ushuaia","viernes",14,13.5,2021-01-15
"90","Gadget san martin ushuaia","viernes",15,18.75,2021-01-15
"91","Gadget san martin ushuaia","viernes",16,24.75,2021-01-15
"92","Gadget san martin ushuaia","viernes",17,30.75,2021-01-15
"93","Gadget san martin ushuaia","viernes",18,36,2021-01-15
"94","Gadget san martin ushuaia","viernes",19,36.75,2021-01-15
"95","Gadget san martin ushuaia","viernes",20,33,2021-01-15
"96","Gadget san martin ushuaia","viernes",21,27.75,2021-01-15
"97","Gadget san martin ushuaia","viernes",22,30.75,2021-01-15
"98","Gadget san martin ushuaia","viernes",23,33,2021-01-15
"99","Gadget san martin ushuaia","viernes",24,21.75,2021-01-15
"100","Gadget san martin ushuaia","viernes",25,7.5,2021-01-15
"101","Gadget san martin ushuaia","viernes",26,1.5,2021-01-15
"102","Gadget san martin ushuaia","sabado",6,0,2021-01-15
"103","Gadget san martin ushuaia","sabado",7,0,2021-01-15
"104","Gadget san martin ushuaia","sabado",8,0,2021-01-15
"105","Gadget san martin ushuaia","sabado",9,0,2021-01-15
"106","Gadget san martin ushuaia","sabado",10,0,2021-01-15
"107","Gadget san martin ushuaia","sabado",11,4.5,2021-01-15
"108","Gadget san martin ushuaia","sabado",12,6.75,2021-01-15
"109","Gadget san martin ushuaia","sabado",13,9.75,2021-01-15
"110","Gadget san martin ushuaia","sabado",14,15,2021-01-15
"111","Gadget san martin ushuaia","sabado",15,23.25,2021-01-15
"112","Gadget san martin ushuaia","sabado",16,37.5,2021-01-15
"113","Gadget san martin ushuaia","sabado",17,56.25,2021-01-15
"114","Gadget san martin ushuaia","sabado",18,72,2021-01-15
"115","Gadget san martin ushuaia","sabado",19,75,2021-01-15
"116","Gadget san martin ushuaia","sabado",20,62.25,2021-01-15
"117","Gadget san martin ushuaia","sabado",21,43.5,2021-01-15
"118","Gadget san martin ushuaia","sabado",22,40.5,2021-01-15
"119","Gadget san martin ushuaia","sabado",23,48.75,2021-01-15
"120","Gadget san martin ushuaia","sabado",24,27,2021-01-15
"121","Gadget san martin ushuaia","sabado",25,6,2021-01-15
"122","Gadget san martin ushuaia","sabado",26,1.5,2021-01-15
"123","Gadget san martin ushuaia","domingo",6,0,2021-01-15
"124","Gadget san martin ushuaia","domingo",7,0,2021-01-15
"125","Gadget san martin ushuaia","domingo",8,0,2021-01-15
"126","Gadget san martin ushuaia","domingo",9,0,2021-01-15
"127","Gadget san martin ushuaia","domingo",10,0,2021-01-15
"128","Gadget san martin ushuaia","domingo",11,0,2021-01-15
"129","Gadget san martin ushuaia","domingo",12,6,2021-01-15
"130","Gadget san martin ushuaia","domingo",13,9.75,2021-01-15
"131","Gadget san martin ushuaia","domingo",14,17.25,2021-01-15
"132","Gadget san martin ushuaia","domingo",15,26.25,2021-01-15
"133","Gadget san martin ushuaia","domingo",16,37.5,2021-01-15
"134","Gadget san martin ushuaia","domingo",17,46.5,2021-01-15
"135","Gadget san martin ushuaia","domingo",18,51.75,2021-01-15
"136","Gadget san martin ushuaia","domingo",19,51.75,2021-01-15
"137","Gadget san martin ushuaia","domingo",20,45,2021-01-15
"138","Gadget san martin ushuaia","domingo",21,35.25,2021-01-15
"139","Gadget san martin ushuaia","domingo",22,29.25,2021-01-15
"140","Gadget san martin ushuaia","domingo",23,39,2021-01-15
"141","Gadget san martin ushuaia","domingo",24,24.75,2021-01-15
"142","Gadget san martin ushuaia","domingo",25,5.25,2021-01-15
