"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","Freddo san martin ushuaia","lunes",6,0,2021-01-15
"2","Freddo san martin ushuaia","lunes",7,0,2021-01-15
"3","Freddo san martin ushuaia","lunes",8,0,2021-01-15
"4","Freddo san martin ushuaia","lunes",9,0,2021-01-15
"5","Freddo san martin ushuaia","lunes",10,5.25,2021-01-15
"6","Freddo san martin ushuaia","lunes",11,7.5,2021-01-15
"7","Freddo san martin ushuaia","lunes",12,10.5,2021-01-15
"8","Freddo san martin ushuaia","lunes",13,14.25,2021-01-15
"9","Freddo san martin ushuaia","lunes",14,18,2021-01-15
"10","Freddo san martin ushuaia","lunes",15,21.75,2021-01-15
"11","Freddo san martin ushuaia","lunes",16,26.25,2021-01-15
"12","Freddo san martin ushuaia","lunes",17,30.75,2021-01-15
"13","Freddo san martin ushuaia","lunes",18,35.25,2021-01-15
"14","Freddo san martin ushuaia","lunes",19,37.5,2021-01-15
"15","Freddo san martin ushuaia","lunes",20,37.5,2021-01-15
"16","Freddo san martin ushuaia","lunes",21,34.5,2021-01-15
"17","Freddo san martin ushuaia","lunes",22,29.25,2021-01-15
"18","Freddo san martin ushuaia","lunes",23,22.5,2021-01-15
"19","Freddo san martin ushuaia","lunes",24,15.75,2021-01-15
"20","Freddo san martin ushuaia","martes",6,0,2021-01-15
"21","Freddo san martin ushuaia","martes",7,0,2021-01-15
"22","Freddo san martin ushuaia","martes",8,0,2021-01-15
"23","Freddo san martin ushuaia","martes",9,0,2021-01-15
"24","Freddo san martin ushuaia","martes",10,8.25,2021-01-15
"25","Freddo san martin ushuaia","martes",11,11.25,2021-01-15
"26","Freddo san martin ushuaia","martes",12,14.25,2021-01-15
"27","Freddo san martin ushuaia","martes",13,17.25,2021-01-15
"28","Freddo san martin ushuaia","martes",14,19.5,2021-01-15
"29","Freddo san martin ushuaia","martes",15,21.75,2021-01-15
"30","Freddo san martin ushuaia","martes",16,24,2021-01-15
"31","Freddo san martin ushuaia","martes",17,26.25,2021-01-15
"32","Freddo san martin ushuaia","martes",18,30.75,2021-01-15
"33","Freddo san martin ushuaia","martes",19,34.5,2021-01-15
"34","Freddo san martin ushuaia","martes",20,36.75,2021-01-15
"35","Freddo san martin ushuaia","martes",21,33.75,2021-01-15
"36","Freddo san martin ushuaia","martes",22,27,2021-01-15
"37","Freddo san martin ushuaia","martes",23,18.75,2021-01-15
"38","Freddo san martin ushuaia","martes",24,11.25,2021-01-15
"39","Freddo san martin ushuaia","miercoles",6,0,2021-01-15
"40","Freddo san martin ushuaia","miercoles",7,0,2021-01-15
"41","Freddo san martin ushuaia","miercoles",8,0,2021-01-15
"42","Freddo san martin ushuaia","miercoles",9,0,2021-01-15
"43","Freddo san martin ushuaia","miercoles",10,10.5,2021-01-15
"44","Freddo san martin ushuaia","miercoles",11,12.75,2021-01-15
"45","Freddo san martin ushuaia","miercoles",12,15,2021-01-15
"46","Freddo san martin ushuaia","miercoles",13,18,2021-01-15
"47","Freddo san martin ushuaia","miercoles",14,22.5,2021-01-15
"48","Freddo san martin ushuaia","miercoles",15,28.5,2021-01-15
"49","Freddo san martin ushuaia","miercoles",16,33.75,2021-01-15
"50","Freddo san martin ushuaia","miercoles",17,36,2021-01-15
"51","Freddo san martin ushuaia","miercoles",18,34.5,2021-01-15
"52","Freddo san martin ushuaia","miercoles",19,31.5,2021-01-15
"53","Freddo san martin ushuaia","miercoles",20,28.5,2021-01-15
"54","Freddo san martin ushuaia","miercoles",21,27,2021-01-15
"55","Freddo san martin ushuaia","miercoles",22,25.5,2021-01-15
