"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","La anonima San martin ushuaia","lunes",6,0,2021-01-15
"2","La anonima San martin ushuaia","lunes",7,0,2021-01-15
"3","La anonima San martin ushuaia","lunes",8,0,2021-01-15
"4","La anonima San martin ushuaia","lunes",9,9.75,2021-01-15
"5","La anonima San martin ushuaia","lunes",10,16.5,2021-01-15
"6","La anonima San martin ushuaia","lunes",11,24,2021-01-15
"7","La anonima San martin ushuaia","lunes",12,28.5,2021-01-15
"8","La anonima San martin ushuaia","lunes",13,30,2021-01-15
"9","La anonima San martin ushuaia","lunes",14,27,2021-01-15
"10","La anonima San martin ushuaia","lunes",15,23.25,2021-01-15
"11","La anonima San martin ushuaia","lunes",16,21,2021-01-15
"12","La anonima San martin ushuaia","lunes",17,27,2021-01-15
"13","La anonima San martin ushuaia","lunes",18,38.25,2021-01-15
"14","La anonima San martin ushuaia","lunes",19,41.25,2021-01-15
"15","La anonima San martin ushuaia","lunes",20,28.5,2021-01-15
"16","La anonima San martin ushuaia","lunes",21,11.25,2021-01-15
"17","La anonima San martin ushuaia","lunes",22,0,2021-01-15
"18","La anonima San martin ushuaia","lunes",23,0,2021-01-15
"19","La anonima San martin ushuaia","martes",6,0,2021-01-15
"20","La anonima San martin ushuaia","martes",7,0,2021-01-15
"21","La anonima San martin ushuaia","martes",8,0,2021-01-15
"22","La anonima San martin ushuaia","martes",9,13.5,2021-01-15
"23","La anonima San martin ushuaia","martes",10,21,2021-01-15
"24","La anonima San martin ushuaia","martes",11,27,2021-01-15
"25","La anonima San martin ushuaia","martes",12,30,2021-01-15
"26","La anonima San martin ushuaia","martes",13,30.75,2021-01-15
"27","La anonima San martin ushuaia","martes",14,27.75,2021-01-15
"28","La anonima San martin ushuaia","martes",15,24,2021-01-15
"29","La anonima San martin ushuaia","martes",16,24.75,2021-01-15
"30","La anonima San martin ushuaia","martes",17,31.5,2021-01-15
"31","La anonima San martin ushuaia","martes",18,41.25,2021-01-15
"32","La anonima San martin ushuaia","martes",19,42,2021-01-15
"33","La anonima San martin ushuaia","martes",20,29.25,2021-01-15
"34","La anonima San martin ushuaia","martes",21,12,2021-01-15
"35","La anonima San martin ushuaia","martes",22,0,2021-01-15
"36","La anonima San martin ushuaia","martes",23,0,2021-01-15
"37","La anonima San martin ushuaia","miercoles",6,0,2021-01-15
"38","La anonima San martin ushuaia","miercoles",7,0,2021-01-15
"39","La anonima San martin ushuaia","miercoles",8,0,2021-01-15
"40","La anonima San martin ushuaia","miercoles",9,12.75,2021-01-15
"41","La anonima San martin ushuaia","miercoles",10,20.25,2021-01-15
"42","La anonima San martin ushuaia","miercoles",11,27.75,2021-01-15
