"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","La anonima gdor paz ushuaia","lunes",6,0,2021-01-15
"2","La anonima gdor paz ushuaia","lunes",7,0,2021-01-15
"3","La anonima gdor paz ushuaia","lunes",8,0,2021-01-15
"4","La anonima gdor paz ushuaia","lunes",9,16.5,2021-01-15
"5","La anonima gdor paz ushuaia","lunes",10,32.25,2021-01-15
"6","La anonima gdor paz ushuaia","lunes",11,47.25,2021-01-15
"7","La anonima gdor paz ushuaia","lunes",12,54.75,2021-01-15
"8","La anonima gdor paz ushuaia","lunes",13,51.75,2021-01-15
"9","La anonima gdor paz ushuaia","lunes",14,42.75,2021-01-15
"10","La anonima gdor paz ushuaia","lunes",15,35.25,2021-01-15
"11","La anonima gdor paz ushuaia","lunes",16,36.75,2021-01-15
"12","La anonima gdor paz ushuaia","lunes",17,48,2021-01-15
"13","La anonima gdor paz ushuaia","lunes",18,58.5,2021-01-15
"14","La anonima gdor paz ushuaia","lunes",19,55.5,2021-01-15
"15","La anonima gdor paz ushuaia","lunes",20,39,2021-01-15
"16","La anonima gdor paz ushuaia","lunes",21,17.25,2021-01-15
"17","La anonima gdor paz ushuaia","lunes",22,0,2021-01-15
"18","La anonima gdor paz ushuaia","lunes",23,0,2021-01-15
"19","La anonima gdor paz ushuaia","martes",6,0,2021-01-15
"20","La anonima gdor paz ushuaia","martes",7,0,2021-01-15
"21","La anonima gdor paz ushuaia","martes",8,0,2021-01-15
"22","La anonima gdor paz ushuaia","martes",9,19.5,2021-01-15
"23","La anonima gdor paz ushuaia","martes",10,36.75,2021-01-15
"24","La anonima gdor paz ushuaia","martes",11,51.75,2021-01-15
"25","La anonima gdor paz ushuaia","martes",12,60,2021-01-15
"26","La anonima gdor paz ushuaia","martes",13,57.75,2021-01-15
"27","La anonima gdor paz ushuaia","martes",14,48.75,2021-01-15
"28","La anonima gdor paz ushuaia","martes",15,42,2021-01-15
"29","La anonima gdor paz ushuaia","martes",16,45.75,2021-01-15
"30","La anonima gdor paz ushuaia","martes",17,59.25,2021-01-15
"31","La anonima gdor paz ushuaia","martes",18,69.75,2021-01-15
"32","La anonima gdor paz ushuaia","martes",19,63,2021-01-15
"33","La anonima gdor paz ushuaia","martes",20,41.25,2021-01-15
"34","La anonima gdor paz ushuaia","martes",21,18,2021-01-15
"35","La anonima gdor paz ushuaia","martes",22,0,2021-01-15
"36","La anonima gdor paz ushuaia","martes",23,0,2021-01-15
"37","La anonima gdor paz ushuaia","miercoles",6,0,2021-01-15
"38","La anonima gdor paz ushuaia","miercoles",7,0,2021-01-15
"39","La anonima gdor paz ushuaia","miercoles",8,0,2021-01-15
"40","La anonima gdor paz ushuaia","miercoles",9,27.75,2021-01-15
"41","La anonima gdor paz ushuaia","miercoles",10,48,2021-01-15
"42","La anonima gdor paz ushuaia","miercoles",11,64.5,2021-01-15
"43","La anonima gdor paz ushuaia","miercoles",12,70.5,2021-01-15
"44","La anonima gdor paz ushuaia","miercoles",13,63.75,2021-01-15
"45","La anonima gdor paz ushuaia","miercoles",14,52.5,2021-01-15
"46","La anonima gdor paz ushuaia","miercoles",15,46.5,2021-01-15
"47","La anonima gdor paz ushuaia","miercoles",16,53.25,2021-01-15
"48","La anonima gdor paz ushuaia","miercoles",17,67.5,2021-01-15
"49","La anonima gdor paz ushuaia","miercoles",18,75,2021-01-15
"50","La anonima gdor paz ushuaia","miercoles",19,64.5,2021-01-15
"51","La anonima gdor paz ushuaia","miercoles",20,41.25,2021-01-15
"52","La anonima gdor paz ushuaia","miercoles",21,17.25,2021-01-15
"53","La anonima gdor paz ushuaia","miercoles",22,0,2021-01-15
"54","La anonima gdor paz ushuaia","miercoles",23,0,2021-01-15
"55","La anonima gdor paz ushuaia","jueves",6,0,2021-01-15
"56","La anonima gdor paz ushuaia","jueves",7,0,2021-01-15
"57","La anonima gdor paz ushuaia","jueves",8,0,2021-01-15
"58","La anonima gdor paz ushuaia","jueves",9,26.25,2021-01-15
"59","La anonima gdor paz ushuaia","jueves",10,48,2021-01-15
"60","La anonima gdor paz ushuaia","jueves",11,66,2021-01-15
"61","La anonima gdor paz ushuaia","jueves",12,71.25,2021-01-15
"62","La anonima gdor paz ushuaia","jueves",13,63.75,2021-01-15
"63","La anonima gdor paz ushuaia","jueves",14,51,2021-01-15
"64","La anonima gdor paz ushuaia","jueves",15,44.25,2021-01-15
"65","La anonima gdor paz ushuaia","jueves",16,50.25,2021-01-15
"66","La anonima gdor paz ushuaia","jueves",17,61.5,2021-01-15
"67","La anonima gdor paz ushuaia","jueves",18,66,2021-01-15
"68","La anonima gdor paz ushuaia","jueves",19,54.75,2021-01-15
"69","La anonima gdor paz ushuaia","jueves",20,33.75,2021-01-15
"70","La anonima gdor paz ushuaia","jueves",21,13.5,2021-01-15
"71","La anonima gdor paz ushuaia","jueves",22,0,2021-01-15
"72","La anonima gdor paz ushuaia","jueves",23,0,2021-01-15
"73","La anonima gdor paz ushuaia","viernes",6,0,2021-01-15
"74","La anonima gdor paz ushuaia","viernes",7,0,2021-01-15
"75","La anonima gdor paz ushuaia","viernes",8,0,2021-01-15
"76","La anonima gdor paz ushuaia","viernes",9,24.75,2021-01-15
"77","La anonima gdor paz ushuaia","viernes",10,42.75,2021-01-15
"78","La anonima gdor paz ushuaia","viernes",11,57,2021-01-15
"79","La anonima gdor paz ushuaia","viernes",12,63.75,2021-01-15
"80","La anonima gdor paz ushuaia","viernes",13,60,2021-01-15
"81","La anonima gdor paz ushuaia","viernes",14,50.25,2021-01-15
"82","La anonima gdor paz ushuaia","viernes",15,43.5,2021-01-15
"83","La anonima gdor paz ushuaia","viernes",16,48,2021-01-15
"84","La anonima gdor paz ushuaia","viernes",17,59.25,2021-01-15
"85","La anonima gdor paz ushuaia","viernes",18,67.5,2021-01-15
"86","La anonima gdor paz ushuaia","viernes",19,60.75,2021-01-15
"87","La anonima gdor paz ushuaia","viernes",20,41.25,2021-01-15
"88","La anonima gdor paz ushuaia","viernes",21,19.5,2021-01-15
"89","La anonima gdor paz ushuaia","viernes",22,0,2021-01-15
"90","La anonima gdor paz ushuaia","viernes",23,0,2021-01-15
"91","La anonima gdor paz ushuaia","sabado",6,0,2021-01-15
"92","La anonima gdor paz ushuaia","sabado",7,0,2021-01-15
"93","La anonima gdor paz ushuaia","sabado",8,0,2021-01-15
"94","La anonima gdor paz ushuaia","sabado",9,21,2021-01-15
"95","La anonima gdor paz ushuaia","sabado",10,42.75,2021-01-15
"96","La anonima gdor paz ushuaia","sabado",11,63,2021-01-15
"97","La anonima gdor paz ushuaia","sabado",12,72,2021-01-15
"98","La anonima gdor paz ushuaia","sabado",13,66,2021-01-15
"99","La anonima gdor paz ushuaia","sabado",14,51,2021-01-15
"100","La anonima gdor paz ushuaia","sabado",15,39.75,2021-01-15
"101","La anonima gdor paz ushuaia","sabado",16,42.75,2021-01-15
"102","La anonima gdor paz ushuaia","sabado",17,57.75,2021-01-15
"103","La anonima gdor paz ushuaia","sabado",18,72.75,2021-01-15
"104","La anonima gdor paz ushuaia","sabado",19,72,2021-01-15
"105","La anonima gdor paz ushuaia","sabado",20,54.75,2021-01-15
"106","La anonima gdor paz ushuaia","sabado",21,30,2021-01-15
"107","La anonima gdor paz ushuaia","sabado",22,0,2021-01-15
"108","La anonima gdor paz ushuaia","sabado",23,0,2021-01-15
"109","La anonima gdor paz ushuaia","domingo",6,0,2021-01-15
"110","La anonima gdor paz ushuaia","domingo",7,0,2021-01-15
"111","La anonima gdor paz ushuaia","domingo",8,0,2021-01-15
"112","La anonima gdor paz ushuaia","domingo",9,8.25,2021-01-15
"113","La anonima gdor paz ushuaia","domingo",10,16.5,2021-01-15
