"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"113","Hard rock ushuaia","sabado",23,53.25,2021-01-15
"114","Hard rock ushuaia","sabado",24,26.25,2021-01-15
"115","Hard rock ushuaia","domingo",6,0,2021-01-15
"116","Hard rock ushuaia","domingo",7,0,2021-01-15
"117","Hard rock ushuaia","domingo",8,0,2021-01-15
"118","Hard rock ushuaia","domingo",9,0,2021-01-15
"119","Hard rock ushuaia","domingo",10,0,2021-01-15
"120","Hard rock ushuaia","domingo",11,2.25,2021-01-15
"121","Hard rock ushuaia","domingo",12,3,2021-01-15
"122","Hard rock ushuaia","domingo",13,4.5,2021-01-15
"123","Hard rock ushuaia","domingo",14,6.75,2021-01-15
"124","Hard rock ushuaia","domingo",15,13.5,2021-01-15
"125","Hard rock ushuaia","domingo",16,24,2021-01-15
"126","Hard rock ushuaia","domingo",17,33.75,2021-01-15
"127","Hard rock ushuaia","domingo",18,37.5,2021-01-15
"128","Hard rock ushuaia","domingo",19,33.75,2021-01-15
"129","Hard rock ushuaia","domingo",20,26.25,2021-01-15
"130","Hard rock ushuaia","domingo",21,24,2021-01-15
"131","Hard rock ushuaia","domingo",22,26.25,2021-01-15
"132","Hard rock ushuaia","domingo",23,21.75,2021-01-15
"133","Hard rock ushuaia","domingo",24,11.25,2021-01-15
