"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","Hard rock ushuaia","lunes",6,0,2021-01-15
"2","Hard rock ushuaia","lunes",7,0,2021-01-15
"3","Hard rock ushuaia","lunes",8,0,2021-01-15
"4","Hard rock ushuaia","lunes",9,0,2021-01-15
"5","Hard rock ushuaia","lunes",10,0,2021-01-15
"6","Hard rock ushuaia","lunes",11,18,2021-01-15
"7","Hard rock ushuaia","lunes",12,23.25,2021-01-15
"8","Hard rock ushuaia","lunes",13,27.75,2021-01-15
"9","Hard rock ushuaia","lunes",14,32.25,2021-01-15
"10","Hard rock ushuaia","lunes",15,34.5,2021-01-15
"11","Hard rock ushuaia","lunes",16,36,2021-01-15
"12","Hard rock ushuaia","lunes",17,36.75,2021-01-15
"13","Hard rock ushuaia","lunes",18,37.5,2021-01-15
"14","Hard rock ushuaia","lunes",19,38.25,2021-01-15
"15","Hard rock ushuaia","lunes",20,38.25,2021-01-15
"16","Hard rock ushuaia","lunes",21,35.25,2021-01-15
"17","Hard rock ushuaia","lunes",22,29.25,2021-01-15
"18","Hard rock ushuaia","lunes",23,21.75,2021-01-15
"19","Hard rock ushuaia","lunes",24,13.5,2021-01-15
"20","Hard rock ushuaia","martes",6,0,2021-01-15
"21","Hard rock ushuaia","martes",7,0,2021-01-15
"22","Hard rock ushuaia","martes",8,0,2021-01-15
"23","Hard rock ushuaia","martes",9,0,2021-01-15
"24","Hard rock ushuaia","martes",10,0,2021-01-15
"25","Hard rock ushuaia","martes",11,30,2021-01-15
"26","Hard rock ushuaia","martes",12,36,2021-01-15
"27","Hard rock ushuaia","martes",13,39.75,2021-01-15
"28","Hard rock ushuaia","martes",14,40.5,2021-01-15
"29","Hard rock ushuaia","martes",15,41.25,2021-01-15
"30","Hard rock ushuaia","martes",16,42,2021-01-15
"31","Hard rock ushuaia","martes",17,44.25,2021-01-15
"32","Hard rock ushuaia","martes",18,45,2021-01-15
"33","Hard rock ushuaia","martes",19,45,2021-01-15
"34","Hard rock ushuaia","martes",20,42.75,2021-01-15
"35","Hard rock ushuaia","martes",21,37.5,2021-01-15
"36","Hard rock ushuaia","martes",22,30,2021-01-15
"37","Hard rock ushuaia","martes",23,22.5,2021-01-15
"38","Hard rock ushuaia","martes",24,15.75,2021-01-15
"39","Hard rock ushuaia","miercoles",6,0,2021-01-15
"40","Hard rock ushuaia","miercoles",7,0,2021-01-15
"41","Hard rock ushuaia","miercoles",8,0,2021-01-15
"42","Hard rock ushuaia","miercoles",9,0,2021-01-15
"43","Hard rock ushuaia","miercoles",10,0,2021-01-15
"44","Hard rock ushuaia","miercoles",11,36,2021-01-15
"45","Hard rock ushuaia","miercoles",12,49.5,2021-01-15
"46","Hard rock ushuaia","miercoles",13,48.75,2021-01-15
"47","Hard rock ushuaia","miercoles",14,39.75,2021-01-15
"48","Hard rock ushuaia","miercoles",15,36.75,2021-01-15
"49","Hard rock ushuaia","miercoles",16,43.5,2021-01-15
"50","Hard rock ushuaia","miercoles",17,54,2021-01-15
"51","Hard rock ushuaia","miercoles",18,60.75,2021-01-15
"52","Hard rock ushuaia","miercoles",19,59.25,2021-01-15
"53","Hard rock ushuaia","miercoles",20,50.25,2021-01-15
"54","Hard rock ushuaia","miercoles",21,37.5,2021-01-15
"55","Hard rock ushuaia","miercoles",22,24,2021-01-15
"56","Hard rock ushuaia","miercoles",23,13.5,2021-01-15
"57","Hard rock ushuaia","miercoles",24,6,2021-01-15
"58","Hard rock ushuaia","jueves",6,0,2021-01-15
"59","Hard rock ushuaia","jueves",7,0,2021-01-15
"60","Hard rock ushuaia","jueves",8,0,2021-01-15
"61","Hard rock ushuaia","jueves",9,0,2021-01-15
"62","Hard rock ushuaia","jueves",10,0,2021-01-15
"63","Hard rock ushuaia","jueves",11,30.75,2021-01-15
"64","Hard rock ushuaia","jueves",12,37.5,2021-01-15
"65","Hard rock ushuaia","jueves",13,41.25,2021-01-15
"66","Hard rock ushuaia","jueves",14,43.5,2021-01-15
"67","Hard rock ushuaia","jueves",15,44.25,2021-01-15
"68","Hard rock ushuaia","jueves",16,46.5,2021-01-15
"69","Hard rock ushuaia","jueves",17,48,2021-01-15
"70","Hard rock ushuaia","jueves",18,47.25,2021-01-15
"71","Hard rock ushuaia","jueves",19,43.5,2021-01-15
"72","Hard rock ushuaia","jueves",20,37.5,2021-01-15
"73","Hard rock ushuaia","jueves",21,29.25,2021-01-15
"74","Hard rock ushuaia","jueves",22,21,2021-01-15
"75","Hard rock ushuaia","jueves",23,13.5,2021-01-15
"76","Hard rock ushuaia","jueves",24,7.5,2021-01-15
"77","Hard rock ushuaia","viernes",6,0,2021-01-15
"78","Hard rock ushuaia","viernes",7,0,2021-01-15
"79","Hard rock ushuaia","viernes",8,0,2021-01-15
"80","Hard rock ushuaia","viernes",9,0,2021-01-15
"81","Hard rock ushuaia","viernes",10,0,2021-01-15
"82","Hard rock ushuaia","viernes",11,32.25,2021-01-15
"83","Hard rock ushuaia","viernes",12,39,2021-01-15
"84","Hard rock ushuaia","viernes",13,39.75,2021-01-15
"85","Hard rock ushuaia","viernes",14,36,2021-01-15
"86","Hard rock ushuaia","viernes",15,30.75,2021-01-15
"87","Hard rock ushuaia","viernes",16,30,2021-01-15
"88","Hard rock ushuaia","viernes",17,36,2021-01-15
"89","Hard rock ushuaia","viernes",18,45,2021-01-15
"90","Hard rock ushuaia","viernes",19,51,2021-01-15
"91","Hard rock ushuaia","viernes",20,51,2021-01-15
"92","Hard rock ushuaia","viernes",21,47.25,2021-01-15
"93","Hard rock ushuaia","viernes",22,43.5,2021-01-15
"94","Hard rock ushuaia","viernes",23,36,2021-01-15
"95","Hard rock ushuaia","viernes",24,24,2021-01-15
"96","Hard rock ushuaia","sabado",6,0,2021-01-15
"97","Hard rock ushuaia","sabado",7,0,2021-01-15
"98","Hard rock ushuaia","sabado",8,0,2021-01-15
"99","Hard rock ushuaia","sabado",9,0,2021-01-15
"100","Hard rock ushuaia","sabado",10,0,2021-01-15
"101","Hard rock ushuaia","sabado",11,19.5,2021-01-15
"102","Hard rock ushuaia","sabado",12,26.25,2021-01-15
"103","Hard rock ushuaia","sabado",13,31.5,2021-01-15
"104","Hard rock ushuaia","sabado",14,35.25,2021-01-15
"105","Hard rock ushuaia","sabado",15,39,2021-01-15
"106","Hard rock ushuaia","sabado",16,47.25,2021-01-15
"107","Hard rock ushuaia","sabado",17,57.75,2021-01-15
"108","Hard rock ushuaia","sabado",18,65.25,2021-01-15
"109","Hard rock ushuaia","sabado",19,67.5,2021-01-15
"110","Hard rock ushuaia","sabado",20,69,2021-01-15
"111","Hard rock ushuaia","sabado",21,75,2021-01-15
"112","Hard rock ushuaia","sabado",22,72.75,2021-01-15
