"","lugar","dia","hora","concurrencia","latitud","longitud","fecha.de.busqueda"
"1","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",6,0,-34.6131518,-58.3583234,2021-03-28
"2","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",7,0,-34.6131518,-58.3583234,2021-03-28
"3","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",8,0,-34.6131518,-58.3583234,2021-03-28
"4","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",9,3.75,-34.6131518,-58.3583234,2021-03-28
"5","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",10,11.25,-34.6131518,-58.3583234,2021-03-28
"6","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",11,16.5,-34.6131518,-58.3583234,2021-03-28
"7","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",12,21.75,-34.6131518,-58.3583234,2021-03-28
"8","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",13,27.75,-34.6131518,-58.3583234,2021-03-28
"9","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",14,30,-34.6131518,-58.3583234,2021-03-28
"10","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",15,26.25,-34.6131518,-58.3583234,2021-03-28
"11","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",16,17.25,-34.6131518,-58.3583234,2021-03-28
"12","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",17,8.25,-34.6131518,-58.3583234,2021-03-28
"13","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",18,3.75,-34.6131518,-58.3583234,2021-03-28
"14","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",19,5.25,-34.6131518,-58.3583234,2021-03-28
"15","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",20,10.5,-34.6131518,-58.3583234,2021-03-28
"16","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",21,14.25,-34.6131518,-58.3583234,2021-03-28
"17","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",22,12.75,-34.6131518,-58.3583234,2021-03-28
"18","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","martes",23,6.75,-34.6131518,-58.3583234,2021-03-28
"19","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","miercoles",6,0,-34.6131518,-58.3583234,2021-03-28
"20","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","miercoles",7,0,-34.6131518,-58.3583234,2021-03-28
"21","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","miercoles",8,0,-34.6131518,-58.3583234,2021-03-28
"22","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","miercoles",9,0.75,-34.6131518,-58.3583234,2021-03-28
"23","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","miercoles",10,3.75,-34.6131518,-58.3583234,2021-03-28
"24","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","miercoles",11,9.75,-34.6131518,-58.3583234,2021-03-28
"25","MB Burger &amp; Grill (Alameda), Ciudad de Buenos Aires","miercoles",12,15.75,-34.6131518,-58.3583234,2021-03-28
