"","lugar","dia","hora","concurrencia","latitud","longitud","fecha.de.busqueda"
"1","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",6,0,-34.5886777,-58.4264635,2021-03-28
"2","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",7,0,-34.5886777,-58.4264635,2021-03-28
"3","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",8,0,-34.5886777,-58.4264635,2021-03-28
"4","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",9,1.5,-34.5886777,-58.4264635,2021-03-28
"5","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",10,2.25,-34.5886777,-58.4264635,2021-03-28
"6","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",11,3,-34.5886777,-58.4264635,2021-03-28
"7","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",12,3.75,-34.5886777,-58.4264635,2021-03-28
"8","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",13,5.25,-34.5886777,-58.4264635,2021-03-28
"9","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",14,6.75,-34.5886777,-58.4264635,2021-03-28
"10","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",15,8.25,-34.5886777,-58.4264635,2021-03-28
"11","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",16,9,-34.5886777,-58.4264635,2021-03-28
"12","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",17,10.5,-34.5886777,-58.4264635,2021-03-28
"13","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",18,12.75,-34.5886777,-58.4264635,2021-03-28
"14","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",19,15.75,-34.5886777,-58.4264635,2021-03-28
"15","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",20,21.75,-34.5886777,-58.4264635,2021-03-28
"16","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",21,27.75,-34.5886777,-58.4264635,2021-03-28
"17","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",22,28.5,-34.5886777,-58.4264635,2021-03-28
"18","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",23,23.25,-34.5886777,-58.4264635,2021-03-28
"19","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","martes",0,15,-34.5886777,-58.4264635,2021-03-28
"20","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","martes",1,8.25,-34.5886777,-58.4264635,2021-03-28
"21","Clara Deli &amp; Drinks, Ciudad de Buenos Aires","martes",2,4.5,-34.5886777,-58.4264635,2021-03-28
