"","lugar","dia","hora","concurrencia","latitud","longitud","fecha.de.busqueda"
"1","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",6,0,-34.6556599,-58.5071932,2021-03-27
"2","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",7,0,-34.6556599,-58.5071932,2021-03-27
"3","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",8,0,-34.6556599,-58.5071932,2021-03-27
"4","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",9,0,-34.6556599,-58.5071932,2021-03-27
"5","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",10,0,-34.6556599,-58.5071932,2021-03-27
"6","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",11,0,-34.6556599,-58.5071932,2021-03-27
"7","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",12,7.5,-34.6556599,-58.5071932,2021-03-27
"8","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",13,10.5,-34.6556599,-58.5071932,2021-03-27
"9","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",14,9.75,-34.6556599,-58.5071932,2021-03-27
"10","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",15,0,-34.6556599,-58.5071932,2021-03-27
"11","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",16,0,-34.6556599,-58.5071932,2021-03-27
"12","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",17,0,-34.6556599,-58.5071932,2021-03-27
"13","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",18,0,-34.6556599,-58.5071932,2021-03-27
"14","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",19,0,-34.6556599,-58.5071932,2021-03-27
"15","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",20,20.25,-34.6556599,-58.5071932,2021-03-27
"16","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",21,36.75,-34.6556599,-58.5071932,2021-03-27
"17","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",22,36,-34.6556599,-58.5071932,2021-03-27
"18","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","martes",23,0,-34.6556599,-58.5071932,2021-03-27
"19","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",6,0,-34.6556599,-58.5071932,2021-03-27
"20","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",7,0,-34.6556599,-58.5071932,2021-03-27
"21","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",8,0,-34.6556599,-58.5071932,2021-03-27
"22","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",9,0,-34.6556599,-58.5071932,2021-03-27
"23","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",10,0,-34.6556599,-58.5071932,2021-03-27
"24","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",11,0,-34.6556599,-58.5071932,2021-03-27
"25","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",12,7.5,-34.6556599,-58.5071932,2021-03-27
"26","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",13,13.5,-34.6556599,-58.5071932,2021-03-27
"27","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",14,14.25,-34.6556599,-58.5071932,2021-03-27
"28","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",15,0,-34.6556599,-58.5071932,2021-03-27
"29","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",16,0,-34.6556599,-58.5071932,2021-03-27
"30","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",17,0,-34.6556599,-58.5071932,2021-03-27
"31","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",18,0,-34.6556599,-58.5071932,2021-03-27
"32","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",19,0,-34.6556599,-58.5071932,2021-03-27
"33","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",20,24,-34.6556599,-58.5071932,2021-03-27
"34","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",21,39,-34.6556599,-58.5071932,2021-03-27
"35","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",22,38.25,-34.6556599,-58.5071932,2021-03-27
"36","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","miercoles",23,0,-34.6556599,-58.5071932,2021-03-27
"37","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",6,0,-34.6556599,-58.5071932,2021-03-27
"38","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",7,0,-34.6556599,-58.5071932,2021-03-27
"39","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",8,0,-34.6556599,-58.5071932,2021-03-27
"40","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",9,0,-34.6556599,-58.5071932,2021-03-27
"41","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",10,0,-34.6556599,-58.5071932,2021-03-27
"42","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",11,0,-34.6556599,-58.5071932,2021-03-27
"43","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",12,8.25,-34.6556599,-58.5071932,2021-03-27
"44","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",13,12,-34.6556599,-58.5071932,2021-03-27
"45","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",14,12,-34.6556599,-58.5071932,2021-03-27
"46","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",15,0,-34.6556599,-58.5071932,2021-03-27
"47","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",16,0,-34.6556599,-58.5071932,2021-03-27
"48","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",17,0,-34.6556599,-58.5071932,2021-03-27
"49","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",18,0,-34.6556599,-58.5071932,2021-03-27
"50","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",19,0,-34.6556599,-58.5071932,2021-03-27
"51","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",20,24,-34.6556599,-58.5071932,2021-03-27
"52","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",21,36.75,-34.6556599,-58.5071932,2021-03-27
"53","Basilio Parrilla &amp; Resto, Ciudad de Buenos Aires","jueves",22,36.75,-34.6556599,-58.5071932,2021-03-27
