"","lugar","dia","hora","concurrencia","latitud","longitud","fecha.de.busqueda"
"1","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",6,0,-34.5485163,-58.4680735,2021-03-29
"2","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",7,0,-34.5485163,-58.4680735,2021-03-29
"3","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",8,0,-34.5485163,-58.4680735,2021-03-29
"4","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",9,0,-34.5485163,-58.4680735,2021-03-29
"5","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",10,15,-34.5485163,-58.4680735,2021-03-29
"6","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",11,25.5,-34.5485163,-58.4680735,2021-03-29
"7","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",12,35.25,-34.5485163,-58.4680735,2021-03-29
"8","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",13,42,-34.5485163,-58.4680735,2021-03-29
"9","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",14,45,-34.5485163,-58.4680735,2021-03-29
"10","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",15,45.75,-34.5485163,-58.4680735,2021-03-29
"11","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",16,47.25,-34.5485163,-58.4680735,2021-03-29
"12","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",17,50.25,-34.5485163,-58.4680735,2021-03-29
"13","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",18,50.25,-34.5485163,-58.4680735,2021-03-29
"14","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",19,43.5,-34.5485163,-58.4680735,2021-03-29
"15","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",20,0,-34.5485163,-58.4680735,2021-03-29
"16","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",21,0,-34.5485163,-58.4680735,2021-03-29
"17","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",22,0,-34.5485163,-58.4680735,2021-03-29
"18","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","lunes",23,0,-34.5485163,-58.4680735,2021-03-29
"19","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",6,0,-34.5485163,-58.4680735,2021-03-29
"20","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",7,0,-34.5485163,-58.4680735,2021-03-29
"21","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",8,0,-34.5485163,-58.4680735,2021-03-29
"22","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",9,0,-34.5485163,-58.4680735,2021-03-29
"23","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",10,23.25,-34.5485163,-58.4680735,2021-03-29
"24","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",11,23.25,-34.5485163,-58.4680735,2021-03-29
"25","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",12,36.75,-34.5485163,-58.4680735,2021-03-29
"26","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",13,46.5,-34.5485163,-58.4680735,2021-03-29
"27","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",14,41.25,-34.5485163,-58.4680735,2021-03-29
"28","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",15,32.25,-34.5485163,-58.4680735,2021-03-29
"29","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",16,32.25,-34.5485163,-58.4680735,2021-03-29
"30","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",17,36,-34.5485163,-58.4680735,2021-03-29
"31","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",18,37.5,-34.5485163,-58.4680735,2021-03-29
"32","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",19,35.25,-34.5485163,-58.4680735,2021-03-29
"33","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",20,0,-34.5485163,-58.4680735,2021-03-29
"34","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",21,0,-34.5485163,-58.4680735,2021-03-29
"35","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",22,0,-34.5485163,-58.4680735,2021-03-29
"36","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","martes",23,0,-34.5485163,-58.4680735,2021-03-29
"37","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",6,0,-34.5485163,-58.4680735,2021-03-29
"38","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",7,0,-34.5485163,-58.4680735,2021-03-29
"39","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",8,8.25,-34.5485163,-58.4680735,2021-03-29
"40","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",9,14.25,-34.5485163,-58.4680735,2021-03-29
"41","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",10,23.25,-34.5485163,-58.4680735,2021-03-29
"42","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",11,34.5,-34.5485163,-58.4680735,2021-03-29
"43","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",12,44.25,-34.5485163,-58.4680735,2021-03-29
"44","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",13,51,-34.5485163,-58.4680735,2021-03-29
"45","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",14,50.25,-34.5485163,-58.4680735,2021-03-29
"46","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",15,42.75,-34.5485163,-58.4680735,2021-03-29
"47","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",16,37.5,-34.5485163,-58.4680735,2021-03-29
"48","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",17,42,-34.5485163,-58.4680735,2021-03-29
"49","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",18,53.25,-34.5485163,-58.4680735,2021-03-29
"50","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",19,51.75,-34.5485163,-58.4680735,2021-03-29
"51","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",20,0,-34.5485163,-58.4680735,2021-03-29
"52","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",21,0,-34.5485163,-58.4680735,2021-03-29
"53","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",22,0,-34.5485163,-58.4680735,2021-03-29
"54","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","miercoles",23,0,-34.5485163,-58.4680735,2021-03-29
"55","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",6,0,-34.5485163,-58.4680735,2021-03-29
"56","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",7,0,-34.5485163,-58.4680735,2021-03-29
"57","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",8,11.25,-34.5485163,-58.4680735,2021-03-29
"58","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",9,16.5,-34.5485163,-58.4680735,2021-03-29
"59","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",10,25.5,-34.5485163,-58.4680735,2021-03-29
"60","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",11,39.75,-34.5485163,-58.4680735,2021-03-29
"61","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",12,60,-34.5485163,-58.4680735,2021-03-29
"62","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",13,70.5,-34.5485163,-58.4680735,2021-03-29
"63","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",14,60.75,-34.5485163,-58.4680735,2021-03-29
"64","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",15,41.25,-34.5485163,-58.4680735,2021-03-29
"65","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",16,30,-34.5485163,-58.4680735,2021-03-29
"66","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",17,30,-34.5485163,-58.4680735,2021-03-29
"67","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",18,32.25,-34.5485163,-58.4680735,2021-03-29
"68","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",19,30.75,-34.5485163,-58.4680735,2021-03-29
"69","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",20,0,-34.5485163,-58.4680735,2021-03-29
"70","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",21,0,-34.5485163,-58.4680735,2021-03-29
"71","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",22,0,-34.5485163,-58.4680735,2021-03-29
"72","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","jueves",23,0,-34.5485163,-58.4680735,2021-03-29
"73","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",6,0,-34.5485163,-58.4680735,2021-03-29
"74","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",7,0,-34.5485163,-58.4680735,2021-03-29
"75","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",8,12,-34.5485163,-58.4680735,2021-03-29
"76","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",9,21,-34.5485163,-58.4680735,2021-03-29
"77","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",10,32.25,-34.5485163,-58.4680735,2021-03-29
"78","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",11,43.5,-34.5485163,-58.4680735,2021-03-29
"79","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",12,53.25,-34.5485163,-58.4680735,2021-03-29
"80","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",13,57.75,-34.5485163,-58.4680735,2021-03-29
"81","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",14,57,-34.5485163,-58.4680735,2021-03-29
"82","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",15,54,-34.5485163,-58.4680735,2021-03-29
"83","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",16,52.5,-34.5485163,-58.4680735,2021-03-29
"84","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",17,54.75,-34.5485163,-58.4680735,2021-03-29
"85","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",18,61.5,-34.5485163,-58.4680735,2021-03-29
"86","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",19,69.75,-34.5485163,-58.4680735,2021-03-29
"87","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",20,75,-34.5485163,-58.4680735,2021-03-29
"88","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",21,71.25,-34.5485163,-58.4680735,2021-03-29
"89","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",22,61.5,-34.5485163,-58.4680735,2021-03-29
"90","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","viernes",23,45.75,-34.5485163,-58.4680735,2021-03-29
"91","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",6,0,-34.5485163,-58.4680735,2021-03-29
"92","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",7,0,-34.5485163,-58.4680735,2021-03-29
"93","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",8,13.5,-34.5485163,-58.4680735,2021-03-29
"94","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",9,23.25,-34.5485163,-58.4680735,2021-03-29
"95","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",10,35.25,-34.5485163,-58.4680735,2021-03-29
"96","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",11,47.25,-34.5485163,-58.4680735,2021-03-29
"97","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",12,57.75,-34.5485163,-58.4680735,2021-03-29
"98","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",13,62.25,-34.5485163,-58.4680735,2021-03-29
"99","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",14,61.5,-34.5485163,-58.4680735,2021-03-29
"100","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",15,58.5,-34.5485163,-58.4680735,2021-03-29
"101","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",16,58.5,-34.5485163,-58.4680735,2021-03-29
"102","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",17,65.25,-34.5485163,-58.4680735,2021-03-29
"103","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",18,71.25,-34.5485163,-58.4680735,2021-03-29
"104","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",19,67.5,-34.5485163,-58.4680735,2021-03-29
"105","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",20,57,-34.5485163,-58.4680735,2021-03-29
"106","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",21,57.75,-34.5485163,-58.4680735,2021-03-29
"107","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",22,66.75,-34.5485163,-58.4680735,2021-03-29
"108","Ciabatta Deli &amp; Cafe, Ciudad de Buenos Aires","sabado",23,57,-34.5485163,-58.4680735,2021-03-29
