"","lugar","dia","hora","concurrencia","latitud","longitud","fecha.de.busqueda"
"1","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",6,0,-34.6118624,-58.3734518,2021-03-30
"2","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",7,0,-34.6118624,-58.3734518,2021-03-30
"3","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",8,0,-34.6118624,-58.3734518,2021-03-30
"4","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",9,0,-34.6118624,-58.3734518,2021-03-30
"5","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",10,0,-34.6118624,-58.3734518,2021-03-30
"6","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",11,48,-34.6118624,-58.3734518,2021-03-30
"7","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",12,57.75,-34.6118624,-58.3734518,2021-03-30
"8","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",13,59.25,-34.6118624,-58.3734518,2021-03-30
"9","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",14,51,-34.6118624,-58.3734518,2021-03-30
"10","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",15,37.5,-34.6118624,-58.3734518,2021-03-30
"11","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",16,23.25,-34.6118624,-58.3734518,2021-03-30
"12","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",17,0,-34.6118624,-58.3734518,2021-03-30
"13","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",18,0,-34.6118624,-58.3734518,2021-03-30
"14","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",19,0,-34.6118624,-58.3734518,2021-03-30
"15","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",20,0,-34.6118624,-58.3734518,2021-03-30
"16","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",21,0,-34.6118624,-58.3734518,2021-03-30
"17","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",22,0,-34.6118624,-58.3734518,2021-03-30
"18","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","lunes",23,0,-34.6118624,-58.3734518,2021-03-30
"19","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","martes",6,0,-34.6118624,-58.3734518,2021-03-30
"20","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","martes",7,0,-34.6118624,-58.3734518,2021-03-30
"21","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","martes",8,0,-34.6118624,-58.3734518,2021-03-30
"22","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","martes",9,0,-34.6118624,-58.3734518,2021-03-30
"23","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","martes",10,0,-34.6118624,-58.3734518,2021-03-30
"24","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","martes",11,15,-34.6118624,-58.3734518,2021-03-30
"25","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","martes",12,33.75,-34.6118624,-58.3734518,2021-03-30
"26","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","martes",13,63.75,-34.6118624,-58.3734518,2021-03-30
"27","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","martes",14,75,-34.6118624,-58.3734518,2021-03-30
"28","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","martes",15,56.25,-34.6118624,-58.3734518,2021-03-30
"29","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","martes",16,27.75,-34.6118624,-58.3734518,2021-03-30
"30","Poke Sushi Burritos &amp; Poke Salads, Ciudad de Buenos Aires","martes",17,0,-34.6118624,-58.3734518,2021-03-30
