"","lugar","dia","hora","concurrencia","latitud","longitud","fecha.de.busqueda"
"1","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",6,0,-34.60915,-58.384373,2021-03-30
"2","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",7,0,-34.60915,-58.384373,2021-03-30
"3","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",8,0.75,-34.60915,-58.384373,2021-03-30
"4","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",9,6,-34.60915,-58.384373,2021-03-30
"5","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",10,13.5,-34.60915,-58.384373,2021-03-30
"6","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",11,22.5,-34.60915,-58.384373,2021-03-30
"7","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",12,29.25,-34.60915,-58.384373,2021-03-30
"8","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",13,31.5,-34.60915,-58.384373,2021-03-30
"9","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",14,30,-34.60915,-58.384373,2021-03-30
"10","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",15,29.25,-34.60915,-58.384373,2021-03-30
"11","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",16,32.25,-34.60915,-58.384373,2021-03-30
"12","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",17,38.25,-34.60915,-58.384373,2021-03-30
"13","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",18,45,-34.60915,-58.384373,2021-03-30
"14","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",19,49.5,-34.60915,-58.384373,2021-03-30
"15","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",20,48.75,-34.60915,-58.384373,2021-03-30
"16","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",21,43.5,-34.60915,-58.384373,2021-03-30
"17","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",22,33.75,-34.60915,-58.384373,2021-03-30
"18","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","lunes",23,23.25,-34.60915,-58.384373,2021-03-30
"19","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",6,0,-34.60915,-58.384373,2021-03-30
"20","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",7,0,-34.60915,-58.384373,2021-03-30
"21","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",8,6,-34.60915,-58.384373,2021-03-30
"22","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",9,12,-34.60915,-58.384373,2021-03-30
"23","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",10,19.5,-34.60915,-58.384373,2021-03-30
"24","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",11,26.25,-34.60915,-58.384373,2021-03-30
"25","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",12,32.25,-34.60915,-58.384373,2021-03-30
"26","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",13,36.75,-34.60915,-58.384373,2021-03-30
"27","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",14,39.75,-34.60915,-58.384373,2021-03-30
"28","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",15,41.25,-34.60915,-58.384373,2021-03-30
"29","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",16,43.5,-34.60915,-58.384373,2021-03-30
"30","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",17,46.5,-34.60915,-58.384373,2021-03-30
"31","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",18,50.25,-34.60915,-58.384373,2021-03-30
"32","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",19,53.25,-34.60915,-58.384373,2021-03-30
"33","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",20,53.25,-34.60915,-58.384373,2021-03-30
"34","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",21,48,-34.60915,-58.384373,2021-03-30
"35","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",22,39,-34.60915,-58.384373,2021-03-30
"36","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","martes",23,27,-34.60915,-58.384373,2021-03-30
"37","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",6,0,-34.60915,-58.384373,2021-03-30
"38","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",7,0,-34.60915,-58.384373,2021-03-30
"39","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",8,7.5,-34.60915,-58.384373,2021-03-30
"40","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",9,15.75,-34.60915,-58.384373,2021-03-30
"41","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",10,23.25,-34.60915,-58.384373,2021-03-30
"42","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",11,28.5,-34.60915,-58.384373,2021-03-30
"43","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",12,31.5,-34.60915,-58.384373,2021-03-30
"44","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",13,33.75,-34.60915,-58.384373,2021-03-30
"45","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",14,36.75,-34.60915,-58.384373,2021-03-30
"46","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",15,43.5,-34.60915,-58.384373,2021-03-30
"47","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",16,51.75,-34.60915,-58.384373,2021-03-30
"48","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",17,55.5,-34.60915,-58.384373,2021-03-30
"49","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",18,52.5,-34.60915,-58.384373,2021-03-30
"50","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",19,46.5,-34.60915,-58.384373,2021-03-30
"51","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",20,42,-34.60915,-58.384373,2021-03-30
"52","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",21,39,-34.60915,-58.384373,2021-03-30
"53","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",22,34.5,-34.60915,-58.384373,2021-03-30
"54","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","miercoles",23,25.5,-34.60915,-58.384373,2021-03-30
"55","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",6,0,-34.60915,-58.384373,2021-03-30
"56","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",7,0,-34.60915,-58.384373,2021-03-30
"57","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",8,9,-34.60915,-58.384373,2021-03-30
"58","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",9,15.75,-34.60915,-58.384373,2021-03-30
"59","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",10,22.5,-34.60915,-58.384373,2021-03-30
"60","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",11,27,-34.60915,-58.384373,2021-03-30
"61","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",12,30,-34.60915,-58.384373,2021-03-30
"62","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",13,31.5,-34.60915,-58.384373,2021-03-30
"63","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",14,33,-34.60915,-58.384373,2021-03-30
"64","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",15,35.25,-34.60915,-58.384373,2021-03-30
"65","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",16,38.25,-34.60915,-58.384373,2021-03-30
"66","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",17,42,-34.60915,-58.384373,2021-03-30
"67","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",18,46.5,-34.60915,-58.384373,2021-03-30
"68","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",19,50.25,-34.60915,-58.384373,2021-03-30
"69","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",20,52.5,-34.60915,-58.384373,2021-03-30
"70","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",21,51,-34.60915,-58.384373,2021-03-30
"71","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",22,43.5,-34.60915,-58.384373,2021-03-30
"72","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","jueves",23,30.75,-34.60915,-58.384373,2021-03-30
"73","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","viernes",6,0,-34.60915,-58.384373,2021-03-30
"74","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","viernes",7,0,-34.60915,-58.384373,2021-03-30
"75","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","viernes",8,8.25,-34.60915,-58.384373,2021-03-30
"76","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","viernes",9,14.25,-34.60915,-58.384373,2021-03-30
"77","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","viernes",10,18.75,-34.60915,-58.384373,2021-03-30
"78","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","viernes",11,24,-34.60915,-58.384373,2021-03-30
"79","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","viernes",12,29.25,-34.60915,-58.384373,2021-03-30
"80","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","viernes",13,35.25,-34.60915,-58.384373,2021-03-30
"81","Mc Cloven's - Pizzeria &amp; Bar, Ciudad de Buenos Aires","viernes",14,40.5,-34.60915,-58.384373,2021-03-30
