"","lugar","dia","hora","concurrencia","latitud","longitud","fecha.de.busqueda"
"1","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",6,0,-34.5884559,-58.3884399,2021-03-28
"2","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",7,0,-34.5884559,-58.3884399,2021-03-28
"3","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",8,0,-34.5884559,-58.3884399,2021-03-28
"4","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",9,33.75,-34.5884559,-58.3884399,2021-03-28
"5","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",10,56.25,-34.5884559,-58.3884399,2021-03-28
"6","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",11,67.5,-34.5884559,-58.3884399,2021-03-28
"7","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",12,65.25,-34.5884559,-58.3884399,2021-03-28
"8","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",13,56.25,-34.5884559,-58.3884399,2021-03-28
"9","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",14,49.5,-34.5884559,-58.3884399,2021-03-28
"10","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",15,42.75,-34.5884559,-58.3884399,2021-03-28
"11","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",16,36,-34.5884559,-58.3884399,2021-03-28
"12","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",17,24.75,-34.5884559,-58.3884399,2021-03-28
"13","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",18,13.5,-34.5884559,-58.3884399,2021-03-28
"14","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",19,0,-34.5884559,-58.3884399,2021-03-28
"15","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",20,0,-34.5884559,-58.3884399,2021-03-28
"16","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",21,0,-34.5884559,-58.3884399,2021-03-28
"17","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",22,0,-34.5884559,-58.3884399,2021-03-28
"18","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","lunes",23,0,-34.5884559,-58.3884399,2021-03-28
"19","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","martes",6,0,-34.5884559,-58.3884399,2021-03-28
"20","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires","martes",7,0,-34.5884559,-58.3884399,2021-03-28
