"","lugar","dia","hora","concurrencia","latitud","longitud","fecha.de.busqueda"
"1","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",0,3,-34.5896373,-58.4270011,2021-03-28
"2","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",1,0.75,-34.5896373,-58.4270011,2021-03-28
"3","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",2,0.75,-34.5896373,-58.4270011,2021-03-28
"4","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",3,0,-34.5896373,-58.4270011,2021-03-28
"5","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",4,0,-34.5896373,-58.4270011,2021-03-28
"6","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",5,0,-34.5896373,-58.4270011,2021-03-28
"7","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",6,0.75,-34.5896373,-58.4270011,2021-03-28
"8","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",7,0.75,-34.5896373,-58.4270011,2021-03-28
"9","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",8,0.75,-34.5896373,-58.4270011,2021-03-28
"10","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",9,5.25,-34.5896373,-58.4270011,2021-03-28
"11","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",10,15.75,-34.5896373,-58.4270011,2021-03-28
"12","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",11,25.5,-34.5896373,-58.4270011,2021-03-28
"13","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",12,34.5,-34.5896373,-58.4270011,2021-03-28
"14","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",13,40.5,-34.5896373,-58.4270011,2021-03-28
"15","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",14,42,-34.5896373,-58.4270011,2021-03-28
"16","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",15,38.25,-34.5896373,-58.4270011,2021-03-28
"17","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",16,32.25,-34.5896373,-58.4270011,2021-03-28
"18","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",17,30,-34.5896373,-58.4270011,2021-03-28
"19","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",18,33.75,-34.5896373,-58.4270011,2021-03-28
"20","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",19,42,-34.5896373,-58.4270011,2021-03-28
"21","HY Coffee &amp; Deli, Ciudad de Buenos Aires","miercoles",20,46.5,-34.5896373,-58.4270011,2021-03-28
"22","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",0,40.5,-34.5896373,-58.4270011,2021-03-28
"23","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",1,18.75,-34.5896373,-58.4270011,2021-03-28
"24","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",2,0.75,-34.5896373,-58.4270011,2021-03-28
"25","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",3,0.75,-34.5896373,-58.4270011,2021-03-28
"26","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",4,0,-34.5896373,-58.4270011,2021-03-28
"27","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",5,0,-34.5896373,-58.4270011,2021-03-28
"28","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",6,0,-34.5896373,-58.4270011,2021-03-28
"29","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",7,0.75,-34.5896373,-58.4270011,2021-03-28
"30","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",8,0.75,-34.5896373,-58.4270011,2021-03-28
"31","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",9,0.75,-34.5896373,-58.4270011,2021-03-28
"32","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",10,9,-34.5896373,-58.4270011,2021-03-28
"33","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",11,23.25,-34.5896373,-58.4270011,2021-03-28
"34","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",12,34.5,-34.5896373,-58.4270011,2021-03-28
"35","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",13,42,-34.5896373,-58.4270011,2021-03-28
"36","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",14,38.25,-34.5896373,-58.4270011,2021-03-28
"37","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",15,30,-34.5896373,-58.4270011,2021-03-28
"38","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",16,21.75,-34.5896373,-58.4270011,2021-03-28
"39","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",17,17.25,-34.5896373,-58.4270011,2021-03-28
"40","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",18,17.25,-34.5896373,-58.4270011,2021-03-28
"41","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",19,18.75,-34.5896373,-58.4270011,2021-03-28
"42","HY Coffee &amp; Deli, Ciudad de Buenos Aires","jueves",20,15.75,-34.5896373,-58.4270011,2021-03-28
"43","HY Coffee &amp; Deli, Ciudad de Buenos Aires","viernes",0,6.75,-34.5896373,-58.4270011,2021-03-28
"44","HY Coffee &amp; Deli, Ciudad de Buenos Aires","viernes",1,2.25,-34.5896373,-58.4270011,2021-03-28
"45","HY Coffee &amp; Deli, Ciudad de Buenos Aires","viernes",2,0.75,-34.5896373,-58.4270011,2021-03-28
"46","HY Coffee &amp; Deli, Ciudad de Buenos Aires","viernes",3,0.75,-34.5896373,-58.4270011,2021-03-28
"47","HY Coffee &amp; Deli, Ciudad de Buenos Aires","viernes",4,0.75,-34.5896373,-58.4270011,2021-03-28
"48","HY Coffee &amp; Deli, Ciudad de Buenos Aires","viernes",5,0.75,-34.5896373,-58.4270011,2021-03-28
"49","HY Coffee &amp; Deli, Ciudad de Buenos Aires","viernes",6,0.75,-34.5896373,-58.4270011,2021-03-28
"50","HY Coffee &amp; Deli, Ciudad de Buenos Aires","viernes",7,0.75,-34.5896373,-58.4270011,2021-03-28
"51","HY Coffee &amp; Deli, Ciudad de Buenos Aires","viernes",8,0.75,-34.5896373,-58.4270011,2021-03-28
"52","HY Coffee &amp; Deli, Ciudad de Buenos Aires","viernes",9,0.75,-34.5896373,-58.4270011,2021-03-28
"53","HY Coffee &amp; Deli, Ciudad de Buenos Aires","viernes",10,0.75,-34.5896373,-58.4270011,2021-03-28
"54","HY Coffee &amp; Deli, Ciudad de Buenos Aires","viernes",11,2.25,-34.5896373,-58.4270011,2021-03-28
"55","HY Coffee &amp; Deli, Ciudad de Buenos Aires","viernes",12,5.25,-34.5896373,-58.4270011,2021-03-28
