"","lugar","dia","hora","concurrencia","latitud","longitud","fecha.de.busqueda"
"1","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",6,0,-34.4414363,-58.8652251,2021-03-28
"2","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",7,0,-34.4414363,-58.8652251,2021-03-28
"3","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",8,0,-34.4414363,-58.8652251,2021-03-28
"4","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",9,0,-34.4414363,-58.8652251,2021-03-28
"5","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",10,0,-34.4414363,-58.8652251,2021-03-28
"6","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",11,3.75,-34.4414363,-58.8652251,2021-03-28
"7","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",12,11.25,-34.4414363,-58.8652251,2021-03-28
"8","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",13,16.5,-34.4414363,-58.8652251,2021-03-28
"9","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",14,15,-34.4414363,-58.8652251,2021-03-28
"10","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",15,8.25,-34.4414363,-58.8652251,2021-03-28
"11","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",16,0,-34.4414363,-58.8652251,2021-03-28
"12","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",17,0,-34.4414363,-58.8652251,2021-03-28
"13","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",18,0,-34.4414363,-58.8652251,2021-03-28
"14","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",19,13.5,-34.4414363,-58.8652251,2021-03-28
"15","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",20,27.75,-34.4414363,-58.8652251,2021-03-28
"16","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",21,33,-34.4414363,-58.8652251,2021-03-28
"17","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",22,22.5,-34.4414363,-58.8652251,2021-03-28
"18","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","martes",23,7.5,-34.4414363,-58.8652251,2021-03-28
"19","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","miercoles",6,0,-34.4414363,-58.8652251,2021-03-28
"20","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","miercoles",7,0,-34.4414363,-58.8652251,2021-03-28
"21","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","miercoles",8,0,-34.4414363,-58.8652251,2021-03-28
"22","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","miercoles",9,0,-34.4414363,-58.8652251,2021-03-28
"23","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","miercoles",10,0,-34.4414363,-58.8652251,2021-03-28
"24","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","miercoles",11,6,-34.4414363,-58.8652251,2021-03-28
"25","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","miercoles",12,11.25,-34.4414363,-58.8652251,2021-03-28
"26","Yokos Sushi Bar &amp; China Grill, Ciudad de Buenos Aires","miercoles",13,14.25,-34.4414363,-58.8652251,2021-03-28
