"","lugar","dia","hora","concurrencia","latitud","longitud","fecha.de.busqueda"
"1","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",6,0,-34.5550443,-58.4525399,2021-03-28
"2","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",7,0,-34.5550443,-58.4525399,2021-03-28
"3","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",8,0,-34.5550443,-58.4525399,2021-03-28
"4","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",9,0,-34.5550443,-58.4525399,2021-03-28
"5","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",10,23.25,-34.5550443,-58.4525399,2021-03-28
"6","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",11,45,-34.5550443,-58.4525399,2021-03-28
"7","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",12,66.75,-34.5550443,-58.4525399,2021-03-28
"8","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",13,75,-34.5550443,-58.4525399,2021-03-28
"9","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",14,63.75,-34.5550443,-58.4525399,2021-03-28
"10","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",15,44.25,-34.5550443,-58.4525399,2021-03-28
"11","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",16,31.5,-34.5550443,-58.4525399,2021-03-28
"12","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",17,28.5,-34.5550443,-58.4525399,2021-03-28
"13","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",18,30.75,-34.5550443,-58.4525399,2021-03-28
"14","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",19,33,-34.5550443,-58.4525399,2021-03-28
"15","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",20,32.25,-34.5550443,-58.4525399,2021-03-28
"16","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",21,28.5,-34.5550443,-58.4525399,2021-03-28
"17","Asia Sushi &amp; Wok, Ciudad de Buenos Aires","lunes",22,22.5,-34.5550443,-58.4525399,2021-03-28
