"","lugar","dia","hora","concurrencia","latitud","longitud","fecha.de.busqueda"
"1","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",6,0,-34.5886777,-58.4264635,2021-03-29
"2","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",7,0,-34.5886777,-58.4264635,2021-03-29
"3","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",8,0,-34.5886777,-58.4264635,2021-03-29
"4","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",9,1.5,-34.5886777,-58.4264635,2021-03-29
"5","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",10,2.25,-34.5886777,-58.4264635,2021-03-29
"6","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",11,3,-34.5886777,-58.4264635,2021-03-29
"7","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",12,3.75,-34.5886777,-58.4264635,2021-03-29
"8","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",13,5.25,-34.5886777,-58.4264635,2021-03-29
"9","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",14,6.75,-34.5886777,-58.4264635,2021-03-29
"10","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",15,8.25,-34.5886777,-58.4264635,2021-03-29
"11","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",16,9,-34.5886777,-58.4264635,2021-03-29
"12","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",17,10.5,-34.5886777,-58.4264635,2021-03-29
"13","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",18,12.75,-34.5886777,-58.4264635,2021-03-29
"14","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",19,15.75,-34.5886777,-58.4264635,2021-03-29
"15","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",20,21.75,-34.5886777,-58.4264635,2021-03-29
"16","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",21,27.75,-34.5886777,-58.4264635,2021-03-29
"17","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",22,28.5,-34.5886777,-58.4264635,2021-03-29
"18","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","lunes",23,23.25,-34.5886777,-58.4264635,2021-03-29
"19","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",0,15,-34.5886777,-58.4264635,2021-03-29
"20","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",1,8.25,-34.5886777,-58.4264635,2021-03-29
"21","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",2,4.5,-34.5886777,-58.4264635,2021-03-29
"22","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",6,0,-34.5886777,-58.4264635,2021-03-29
"23","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",7,0,-34.5886777,-58.4264635,2021-03-29
"24","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",8,0,-34.5886777,-58.4264635,2021-03-29
"25","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",9,3.75,-34.5886777,-58.4264635,2021-03-29
"26","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",10,6.75,-34.5886777,-58.4264635,2021-03-29
"27","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",11,9,-34.5886777,-58.4264635,2021-03-29
"28","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",12,11.25,-34.5886777,-58.4264635,2021-03-29
"29","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",13,11.25,-34.5886777,-58.4264635,2021-03-29
"30","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",14,11.25,-34.5886777,-58.4264635,2021-03-29
"31","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",15,11.25,-34.5886777,-58.4264635,2021-03-29
"32","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",16,12,-34.5886777,-58.4264635,2021-03-29
"33","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",17,14.25,-34.5886777,-58.4264635,2021-03-29
"34","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",18,17.25,-34.5886777,-58.4264635,2021-03-29
"35","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",19,21.75,-34.5886777,-58.4264635,2021-03-29
"36","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",20,25.5,-34.5886777,-58.4264635,2021-03-29
"37","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",21,27.75,-34.5886777,-58.4264635,2021-03-29
"38","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",22,27,-34.5886777,-58.4264635,2021-03-29
"39","Sans Armenia Deli &amp; Drinks, Ciudad de Buenos Aires","martes",23,21,-34.5886777,-58.4264635,2021-03-29
