"","lugar","dia","hora","concurrencia","latitud","longitud","fecha.de.busqueda"
"1","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",6,0,-34.5957148,-58.3842666,2021-03-27
"2","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",7,3.75,-34.5957148,-58.3842666,2021-03-27
"3","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",8,15,-34.5957148,-58.3842666,2021-03-27
"4","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",9,27,-34.5957148,-58.3842666,2021-03-27
"5","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",10,36,-34.5957148,-58.3842666,2021-03-27
"6","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",11,41.25,-34.5957148,-58.3842666,2021-03-27
"7","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",12,43.5,-34.5957148,-58.3842666,2021-03-27
"8","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",13,42.75,-34.5957148,-58.3842666,2021-03-27
"9","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",14,41.25,-34.5957148,-58.3842666,2021-03-27
"10","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",15,39,-34.5957148,-58.3842666,2021-03-27
"11","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",16,36,-34.5957148,-58.3842666,2021-03-27
"12","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",17,32.25,-34.5957148,-58.3842666,2021-03-27
"13","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",18,26.25,-34.5957148,-58.3842666,2021-03-27
"14","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",19,18.75,-34.5957148,-58.3842666,2021-03-27
"15","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",20,11.25,-34.5957148,-58.3842666,2021-03-27
"16","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",21,3.75,-34.5957148,-58.3842666,2021-03-27
"17","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",22,0.75,-34.5957148,-58.3842666,2021-03-27
"18","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","lunes",23,0.75,-34.5957148,-58.3842666,2021-03-27
"19","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","martes",0,0.75,-34.5957148,-58.3842666,2021-03-27
"20","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","martes",6,0,-34.5957148,-58.3842666,2021-03-27
"21","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","martes",7,18.75,-34.5957148,-58.3842666,2021-03-27
"22","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","martes",8,31.5,-34.5957148,-58.3842666,2021-03-27
"23","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","martes",9,36,-34.5957148,-58.3842666,2021-03-27
"24","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","martes",10,39.75,-34.5957148,-58.3842666,2021-03-27
"25","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","martes",11,50.25,-34.5957148,-58.3842666,2021-03-27
"26","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","martes",12,60.75,-34.5957148,-58.3842666,2021-03-27
"27","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","martes",13,66,-34.5957148,-58.3842666,2021-03-27
"28","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","martes",14,62.25,-34.5957148,-58.3842666,2021-03-27
"29","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","martes",15,54,-34.5957148,-58.3842666,2021-03-27
"30","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","martes",16,45.75,-34.5957148,-58.3842666,2021-03-27
"31","Biblos Resto &amp; Coffee, Ciudad de Buenos Aires","martes",17,39,-34.5957148,-58.3842666,2021-03-27
