"X","lugar","dia","hora","concurrencia","latitud","longitud","fecha.de.busqueda"
1,"A Mamma Liberata, Pinamar, Argentina","lunes",6,0,-37.1130854,-56.8627521,"2021-01-29"
2,"A Mamma Liberata, Pinamar, Argentina","lunes",7,0,-37.1130854,-56.8627521,"2021-01-29"
3,"A Mamma Liberata, Pinamar, Argentina","lunes",8,0,-37.1130854,-56.8627521,"2021-01-29"
4,"A Mamma Liberata, Pinamar, Argentina","lunes",9,0,-37.1130854,-56.8627521,"2021-01-29"
5,"A Mamma Liberata, Pinamar, Argentina","lunes",10,0,-37.1130854,-56.8627521,"2021-01-29"
6,"A Mamma Liberata, Pinamar, Argentina","lunes",11,0,-37.1130854,-56.8627521,"2021-01-29"
7,"A Mamma Liberata, Pinamar, Argentina","lunes",12,4.5,-37.1130854,-56.8627521,"2021-01-29"
8,"A Mamma Liberata, Pinamar, Argentina","lunes",13,3.75,-37.1130854,-56.8627521,"2021-01-29"
9,"A Mamma Liberata, Pinamar, Argentina","lunes",14,3.75,-37.1130854,-56.8627521,"2021-01-29"
10,"A Mamma Liberata, Pinamar, Argentina","lunes",15,0,-37.1130854,-56.8627521,"2021-01-29"
11,"A Mamma Liberata, Pinamar, Argentina","lunes",16,0,-37.1130854,-56.8627521,"2021-01-29"
12,"A Mamma Liberata, Pinamar, Argentina","lunes",17,0,-37.1130854,-56.8627521,"2021-01-29"
13,"A Mamma Liberata, Pinamar, Argentina","lunes",18,0,-37.1130854,-56.8627521,"2021-01-29"
14,"A Mamma Liberata, Pinamar, Argentina","lunes",19,0,-37.1130854,-56.8627521,"2021-01-29"
15,"A Mamma Liberata, Pinamar, Argentina","lunes",20,20.25,-37.1130854,-56.8627521,"2021-01-29"
16,"A Mamma Liberata, Pinamar, Argentina","lunes",21,37.5,-37.1130854,-56.8627521,"2021-01-29"
17,"A Mamma Liberata, Pinamar, Argentina","lunes",22,46.5,-37.1130854,-56.8627521,"2021-01-29"
18,"A Mamma Liberata, Pinamar, Argentina","lunes",23,36.75,-37.1130854,-56.8627521,"2021-01-29"
19,"A Mamma Liberata, Pinamar, Argentina","martes",0,18.75,-37.1130854,-56.8627521,"2021-01-29"
20,"A Mamma Liberata, Pinamar, Argentina","martes",6,0,-37.1130854,-56.8627521,"2021-01-29"
21,"A Mamma Liberata, Pinamar, Argentina","martes",7,0,-37.1130854,-56.8627521,"2021-01-29"
22,"A Mamma Liberata, Pinamar, Argentina","martes",8,0,-37.1130854,-56.8627521,"2021-01-29"
23,"A Mamma Liberata, Pinamar, Argentina","martes",9,0,-37.1130854,-56.8627521,"2021-01-29"
24,"A Mamma Liberata, Pinamar, Argentina","martes",10,0,-37.1130854,-56.8627521,"2021-01-29"
25,"A Mamma Liberata, Pinamar, Argentina","martes",11,0,-37.1130854,-56.8627521,"2021-01-29"
26,"A Mamma Liberata, Pinamar, Argentina","martes",12,2.25,-37.1130854,-56.8627521,"2021-01-29"
27,"A Mamma Liberata, Pinamar, Argentina","martes",13,2.25,-37.1130854,-56.8627521,"2021-01-29"
28,"A Mamma Liberata, Pinamar, Argentina","martes",14,2.25,-37.1130854,-56.8627521,"2021-01-29"
29,"A Mamma Liberata, Pinamar, Argentina","martes",15,0,-37.1130854,-56.8627521,"2021-01-29"
30,"A Mamma Liberata, Pinamar, Argentina","martes",16,0,-37.1130854,-56.8627521,"2021-01-29"
31,"A Mamma Liberata, Pinamar, Argentina","martes",17,0,-37.1130854,-56.8627521,"2021-01-29"
32,"A Mamma Liberata, Pinamar, Argentina","martes",18,0,-37.1130854,-56.8627521,"2021-01-29"
33,"A Mamma Liberata, Pinamar, Argentina","martes",19,0,-37.1130854,-56.8627521,"2021-01-29"
34,"A Mamma Liberata, Pinamar, Argentina","martes",20,19.5,-37.1130854,-56.8627521,"2021-01-29"
35,"A Mamma Liberata, Pinamar, Argentina","martes",21,31.5,-37.1130854,-56.8627521,"2021-01-29"
36,"A Mamma Liberata, Pinamar, Argentina","martes",22,36,-37.1130854,-56.8627521,"2021-01-29"
37,"A Mamma Liberata, Pinamar, Argentina","martes",23,28.5,-37.1130854,-56.8627521,"2021-01-29"
38,"A Mamma Liberata, Pinamar, Argentina","miercoles",0,16.5,-37.1130854,-56.8627521,"2021-01-29"
39,"A Mamma Liberata, Pinamar, Argentina","miercoles",6,0,-37.1130854,-56.8627521,"2021-01-29"
40,"A Mamma Liberata, Pinamar, Argentina","miercoles",7,0,-37.1130854,-56.8627521,"2021-01-29"
41,"A Mamma Liberata, Pinamar, Argentina","miercoles",8,0,-37.1130854,-56.8627521,"2021-01-29"
42,"A Mamma Liberata, Pinamar, Argentina","miercoles",9,0,-37.1130854,-56.8627521,"2021-01-29"
43,"A Mamma Liberata, Pinamar, Argentina","miercoles",10,0,-37.1130854,-56.8627521,"2021-01-29"
44,"A Mamma Liberata, Pinamar, Argentina","miercoles",11,0,-37.1130854,-56.8627521,"2021-01-29"
45,"A Mamma Liberata, Pinamar, Argentina","miercoles",12,3.75,-37.1130854,-56.8627521,"2021-01-29"
46,"A Mamma Liberata, Pinamar, Argentina","miercoles",13,3.75,-37.1130854,-56.8627521,"2021-01-29"
47,"A Mamma Liberata, Pinamar, Argentina","miercoles",14,3.75,-37.1130854,-56.8627521,"2021-01-29"
48,"A Mamma Liberata, Pinamar, Argentina","miercoles",15,0,-37.1130854,-56.8627521,"2021-01-29"
49,"A Mamma Liberata, Pinamar, Argentina","miercoles",16,0,-37.1130854,-56.8627521,"2021-01-29"
50,"A Mamma Liberata, Pinamar, Argentina","miercoles",17,0,-37.1130854,-56.8627521,"2021-01-29"
51,"A Mamma Liberata, Pinamar, Argentina","miercoles",18,0,-37.1130854,-56.8627521,"2021-01-29"
52,"A Mamma Liberata, Pinamar, Argentina","miercoles",19,0,-37.1130854,-56.8627521,"2021-01-29"
53,"A Mamma Liberata, Pinamar, Argentina","miercoles",20,27.75,-37.1130854,-56.8627521,"2021-01-29"
54,"A Mamma Liberata, Pinamar, Argentina","miercoles",21,48,-37.1130854,-56.8627521,"2021-01-29"
55,"A Mamma Liberata, Pinamar, Argentina","miercoles",22,55.5,-37.1130854,-56.8627521,"2021-01-29"
56,"A Mamma Liberata, Pinamar, Argentina","miercoles",23,42,-37.1130854,-56.8627521,"2021-01-29"
57,"A Mamma Liberata, Pinamar, Argentina","jueves",0,21,-37.1130854,-56.8627521,"2021-01-29"
58,"A Mamma Liberata, Pinamar, Argentina","jueves",6,0,-37.1130854,-56.8627521,"2021-01-29"
59,"A Mamma Liberata, Pinamar, Argentina","jueves",7,0,-37.1130854,-56.8627521,"2021-01-29"
60,"A Mamma Liberata, Pinamar, Argentina","jueves",8,0,-37.1130854,-56.8627521,"2021-01-29"
61,"A Mamma Liberata, Pinamar, Argentina","jueves",9,0,-37.1130854,-56.8627521,"2021-01-29"
62,"A Mamma Liberata, Pinamar, Argentina","jueves",10,0,-37.1130854,-56.8627521,"2021-01-29"
63,"A Mamma Liberata, Pinamar, Argentina","jueves",11,0,-37.1130854,-56.8627521,"2021-01-29"
64,"A Mamma Liberata, Pinamar, Argentina","jueves",12,4.5,-37.1130854,-56.8627521,"2021-01-29"
65,"A Mamma Liberata, Pinamar, Argentina","jueves",13,6,-37.1130854,-56.8627521,"2021-01-29"
66,"A Mamma Liberata, Pinamar, Argentina","jueves",14,6,-37.1130854,-56.8627521,"2021-01-29"
67,"A Mamma Liberata, Pinamar, Argentina","jueves",15,0,-37.1130854,-56.8627521,"2021-01-29"
68,"A Mamma Liberata, Pinamar, Argentina","jueves",16,0,-37.1130854,-56.8627521,"2021-01-29"
69,"A Mamma Liberata, Pinamar, Argentina","jueves",17,0,-37.1130854,-56.8627521,"2021-01-29"
70,"A Mamma Liberata, Pinamar, Argentina","jueves",18,0,-37.1130854,-56.8627521,"2021-01-29"
71,"A Mamma Liberata, Pinamar, Argentina","jueves",19,0,-37.1130854,-56.8627521,"2021-01-29"
72,"A Mamma Liberata, Pinamar, Argentina","jueves",20,27.75,-37.1130854,-56.8627521,"2021-01-29"
73,"A Mamma Liberata, Pinamar, Argentina","jueves",21,43.5,-37.1130854,-56.8627521,"2021-01-29"
74,"A Mamma Liberata, Pinamar, Argentina","jueves",22,41.25,-37.1130854,-56.8627521,"2021-01-29"
75,"A Mamma Liberata, Pinamar, Argentina","jueves",23,24,-37.1130854,-56.8627521,"2021-01-29"
76,"A Mamma Liberata, Pinamar, Argentina","viernes",0,9,-37.1130854,-56.8627521,"2021-01-29"
77,"A Mamma Liberata, Pinamar, Argentina","viernes",6,0,-37.1130854,-56.8627521,"2021-01-29"
78,"A Mamma Liberata, Pinamar, Argentina","viernes",7,0,-37.1130854,-56.8627521,"2021-01-29"
79,"A Mamma Liberata, Pinamar, Argentina","viernes",8,0,-37.1130854,-56.8627521,"2021-01-29"
80,"A Mamma Liberata, Pinamar, Argentina","viernes",9,0,-37.1130854,-56.8627521,"2021-01-29"
81,"A Mamma Liberata, Pinamar, Argentina","viernes",10,0,-37.1130854,-56.8627521,"2021-01-29"
82,"A Mamma Liberata, Pinamar, Argentina","viernes",11,0,-37.1130854,-56.8627521,"2021-01-29"
83,"A Mamma Liberata, Pinamar, Argentina","viernes",12,8.25,-37.1130854,-56.8627521,"2021-01-29"
84,"A Mamma Liberata, Pinamar, Argentina","viernes",13,13.5,-37.1130854,-56.8627521,"2021-01-29"
85,"A Mamma Liberata, Pinamar, Argentina","viernes",14,6.75,-37.1130854,-56.8627521,"2021-01-29"
86,"A Mamma Liberata, Pinamar, Argentina","viernes",15,0,-37.1130854,-56.8627521,"2021-01-29"
